"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,112063,64245,638719
Frederiksberg,25583,16081,103187
Ballerup,13649,8745,49062
Brøndby,9849,6416,35399
Dragør,4680,3056,14594
Gentofte,21397,13495,74260
Gladsaxe,17470,10505,68941
Glostrup,6457,4286,23500
Herlev,8047,4909,28802
Albertslund,7150,4829,27201
Hvidovre,14056,9132,53274
Høje-Taastrup,13390,8979,52269
Lyngby-Taarbæk,15516,9683,57064
Rødovre,10836,6481,41188
Ishøj,5586,3661,23079
Tårnby,11640,7219,42706
Vallensbæk,4536,3209,16560
Furesø,12164,7840,41075
Allerød,7541,4716,25920
Fredensborg,12917,8122,41032
Helsingør,20806,13154,63105
Hillerød,15107,9310,51836
Hørsholm,8756,5918,24839
Rudersdal,17152,11164,57059
Egedal,11872,7459,43949
Frederikssund,15165,9555,45712
Greve,13165,8690,50619
Køge,15291,9889,61553
Frederiksværk-Hundested,11441,6755,31492
Roskilde,23054,14637,88780
Solrød,5745,3762,23493
Gribskov,14926,8689,41097
Odsherred,11357,7072,32920
Holbæk,19912,12335,72202
Faxe,9466,6141,36855
Kalundborg,13782,8848,48396
Ringsted,7635,5045,35033
Slagelse,22628,14236,79426
Stevns,6493,4228,23263
Sorø,8338,5374,29931
Lejre,8002,4993,28473
Lolland,12329,8040,40346
Næstved,22374,14114,83406
Guldborgsund,19090,11998,60405
Vordingborg,13630,8866,45286
Bornholm,14971,9715,39760
Middelfart,11311,6425,39341
Assens,12035,6057,40873
Faaborg-Midtfyn,15382,7869,51698
Kerteminde,7273,3819,23871
Nyborg,9217,5023,32023
Odense,51649,27179,204890
Svendborg,18427,9426,58816
Nordfyns,8593,4391,29537
Langeland,4588,2235,12342
Ærø,2288,1131,6009
Haderslev,14056,6950,55366
Billund,6618,3899,26526
Sønderborg,21234,10052,73774
Tønder,10031,4788,36993
Esbjerg,31224,20256,115598
Fanø,1343,792,3442
Varde,13951,8770,49719
Vejen,10575,6360,42808
Aabenraa,16363,6752,58581
Fredericia,13295,7930,51431
Horsens,22100,12887,92782
Kolding,21850,12325,93084
Vejle,28897,16276,117754
Herning,23962,13828,89353
Holstebro,16631,9237,58683
Lemvig,6412,3589,19514
Struer,6476,3810,20830
Syddjurs,13115,7251,43429
Norddjurs,11645,6524,36987
Favrskov,12343,6812,48565
Odder,6659,4024,23057
Randers,25877,14637,98413
Silkeborg,24697,14598,96100
Samsø,1477,687,3708
Skanderborg,15422,8952,63626
Århus,75318,43089,352312
Ikast-Brande,10838,6632,41625
Ringkøbing-Skjern,16360,8947,56224
Hedensted,12483,6973,46957
Morsø,6207,3654,20082
Skive,13938,8607,45342
Thisted,12623,7271,43143
Viborg,27080,15738,96717
Brønderslev-Dronninglund,9488,5347,36082
Frederikshavn,18433,10964,58947
Vesthimmerlands,10879,6804,36357
Læsø,1091,538,1777
Rebild,7608,4267,30505
Mariagerfjord,11750,7086,41572
Jammerbugt,11326,5409,38171
Ålborg,52757,30529,219497
Hjørring,19127,9938,64085
