"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6346,5845986,0.11,6346
2020-12-28,Nationalt,2012,5845986,0.14,8358
2020-12-29,Nationalt,8780,5845986,0.29,17138
2020-12-30,Nationalt,11234,5845986,0.49,28372
2020-12-31,Nationalt,6030,5845986,0.59,34402
2021-01-01,Nationalt,2289,5845986,0.63,36691
2021-01-02,Nationalt,8670,5845986,0.78,45361
2021-01-03,Nationalt,5826,5845986,0.88,51187
2021-01-04,Nationalt,2394,5845986,0.92,53581
2021-01-05,Nationalt,13258,5845986,1.14,66839
2021-01-06,Nationalt,19349,5845986,1.47,86188
2021-01-07,Nationalt,17160,5845986,1.77,103348
2021-01-08,Nationalt,8295,5845986,1.91,111643
2021-01-09,Nationalt,1890,5845986,1.94,113533
2021-01-10,Nationalt,813,5845986,1.96,114346
2021-01-11,Nationalt,656,5845986,1.97,115002
2021-01-12,Nationalt,464,5845986,1.98,115466
2021-01-13,Nationalt,12617,5845986,2.19,128083
2021-01-14,Nationalt,17726,5845986,2.49,145809
2021-01-15,Nationalt,15039,5845986,2.75,160848
2021-01-16,Nationalt,4552,5845986,2.83,165400
2021-01-17,Nationalt,2473,5845986,2.87,167873
2021-01-18,Nationalt,3815,5845986,2.94,171688
2021-01-19,Nationalt,2455,5845986,2.98,174143
2021-01-20,Nationalt,1483,5845986,3.00,175626
2021-01-21,Nationalt,1502,5845986,3.03,177128
2021-01-22,Nationalt,656,5845986,3.04,177784
2021-01-23,Nationalt,733,5845986,3.05,178517
2021-01-24,Nationalt,595,5845986,3.06,179112
2021-01-25,Nationalt,275,5845986,3.07,179387
2021-01-26,Nationalt,214,5845986,3.07,179601
2021-01-27,Nationalt,202,5845986,3.08,179803
2021-01-28,Nationalt,219,5845986,3.08,180022
2021-01-29,Nationalt,1092,5845986,3.10,181114
2021-01-30,Nationalt,1188,5845986,3.12,182302
2021-01-31,Nationalt,1198,5845986,3.14,183500
2021-02-01,Nationalt,746,5845986,3.15,184246
2021-02-02,Nationalt,2013,5845986,3.19,186259
2021-02-03,Nationalt,1517,5845986,3.21,187776
2021-02-04,Nationalt,1419,5845986,3.24,189195
2021-02-05,Nationalt,1576,5845986,3.26,190771
2021-02-06,Nationalt,1010,5845986,3.28,191781
2021-02-07,Nationalt,1888,5845986,3.31,193669
2021-02-08,Nationalt,2525,5845986,3.36,196194
