"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16868,2
AstraZeneca Covid-19 vaccine,Midtjylland,33682,23
AstraZeneca Covid-19 vaccine,Syddanmark,30445,259
AstraZeneca Covid-19 vaccine,Hovedstaden,45212,192
AstraZeneca Covid-19 vaccine,Sjælland,23874,344
Moderna Covid-19 Vaccine,Nordjylland,12363,4461
Moderna Covid-19 Vaccine,Midtjylland,23799,15303
Moderna Covid-19 Vaccine,Syddanmark,23421,19316
Moderna Covid-19 Vaccine,Hovedstaden,33700,23356
Moderna Covid-19 Vaccine,Sjælland,22410,19348
Pfizer BioNTech Covid-19 vacc,Nordjylland,132058,87344
Pfizer BioNTech Covid-19 vacc,Midtjylland,285352,181496
Pfizer BioNTech Covid-19 vacc,Syddanmark,276334,159130
Pfizer BioNTech Covid-19 vacc,Hovedstaden,385811,263780
Pfizer BioNTech Covid-19 vacc,Sjælland,186007,128576
