"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,161289,91807,27.3,15.6,590218
Midtjylland,342833,196822,25.7,14.8,1334224
Syddanmark,330200,178705,27.0,14.6,1224476
Hovedstaden,464723,287328,25.0,15.5,1856681
Sjælland,232291,148268,27.6,17.6,840387
