"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,45756,17269,638769
Frederiksberg,9299,3558,103402
Ballerup,4708,1423,49118
Brøndby,3487,1056,35374
Dragør,1385,462,14569
Gentofte,7371,2854,74368
Gladsaxe,6938,2573,69197
Glostrup,2670,1144,23455
Herlev,3148,1153,28815
Albertslund,2578,1035,27239
Hvidovre,5648,2146,53333
Høje-Taastrup,4793,2008,52105
Lyngby-Taarbæk,5777,1978,56825
Rødovre,4069,1230,41184
Ishøj,1857,676,23051
Tårnby,4147,1412,42713
Vallensbæk,1652,579,16538
Furesø,4321,1516,40955
Allerød,2707,854,25853
Fredensborg,4210,1592,40991
Helsingør,6921,2365,63029
Hillerød,5922,2297,51724
Hørsholm,2818,1017,24839
Rudersdal,6180,2037,56951
Egedal,3800,1247,43702
Frederikssund,4902,1675,45534
Greve,4389,1662,50567
Køge,5520,2151,61532
Frederiksværk-Hundested,3587,1148,31414
Roskilde,8788,3941,88785
Solrød,2027,850,23447
Gribskov,4532,1616,40974
Odsherred,3397,1287,32897
Holbæk,6953,2873,71985
Faxe,3320,1249,36764
Kalundborg,4291,1695,48424
Ringsted,2886,1221,34893
Slagelse,7818,3362,79225
Stevns,2158,715,23165
Sorø,2949,1207,29979
Lejre,2711,1117,28264
Lolland,3910,1753,40438
Næstved,8115,3557,83260
Guldborgsund,6633,2624,60315
Vordingborg,4266,1644,45200
Bornholm,4546,1592,39718
Middelfart,4514,1616,39237
Assens,3878,1224,40858
Faaborg-Midtfyn,5095,1655,51640
Kerteminde,2342,776,23828
Nyborg,3206,969,31953
Odense,19492,6895,205140
Svendborg,6986,3152,58734
Nordfyns,2842,847,29535
Langeland,1467,565,12359
Ærø,738,305,5984
Haderslev,4937,1872,55326
Billund,2344,795,26518
Sønderborg,6737,2457,73791
Tønder,3368,1251,37019
Esbjerg,12315,4178,115551
Fanø,376,131,3448
Varde,5214,1536,49651
Vejen,4391,1525,42759
Aabenraa,4737,1736,58555
Fredericia,5365,2008,51377
Horsens,7771,3039,92545
Kolding,8366,3231,93122
Vejle,10891,4189,117447
Herning,8480,3734,89281
Holstebro,5806,2345,58693
Lemvig,1986,968,19575
Struer,2142,969,20808
Syddjurs,4012,1909,43249
Norddjurs,3677,1697,36973
Favrskov,4226,1846,48444
Odder,2390,1172,22994
Randers,9460,3735,98317
Silkeborg,8607,3462,95866
Samsø,489,446,3679
Skanderborg,5131,2185,63456
Århus,29468,10756,352435
Ikast-Brande,3499,1627,41528
Ringkøbing-Skjern,5046,2736,56138
Hedensted,4018,2022,46826
Morsø,2488,1121,20059
Skive,4549,2138,45420
Thisted,4230,1412,43102
Viborg,9753,4023,96628
Brønderslev-Dronninglund,3638,1460,36109
Frederikshavn,5876,2380,58982
Vesthimmerlands,3772,1209,36333
Læsø,286,118,1773
Rebild,2773,1054,30489
Mariagerfjord,4108,1420,41587
Jammerbugt,3670,1313,38128
Ålborg,21111,7797,219745
Hjørring,7139,2672,64111
