"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6452,5841984,0.11,6452
2020-12-28,Nationalt,1990,5841984,0.14,8442
2020-12-29,Nationalt,8901,5841984,0.30,17343
2020-12-30,Nationalt,11416,5841984,0.49,28759
2020-12-31,Nationalt,6139,5841984,0.60,34898
2021-01-01,Nationalt,2323,5841984,0.64,37221
2021-01-02,Nationalt,8822,5841984,0.79,46043
2021-01-03,Nationalt,5978,5841984,0.89,52021
2021-01-04,Nationalt,2396,5841984,0.93,54417
2021-01-05,Nationalt,13465,5841984,1.16,67882
2021-01-06,Nationalt,19672,5841984,1.50,87554
2021-01-07,Nationalt,17428,5841984,1.80,104982
2021-01-08,Nationalt,8446,5841984,1.94,113428
2021-01-09,Nationalt,1900,5841984,1.97,115328
2021-01-10,Nationalt,813,5841984,1.99,116141
2021-01-11,Nationalt,657,5841984,2.00,116798
2021-01-12,Nationalt,463,5841984,2.01,117261
2021-01-13,Nationalt,12710,5841984,2.22,129971
2021-01-14,Nationalt,17891,5841984,2.53,147862
2021-01-15,Nationalt,15199,5841984,2.79,163061
2021-01-16,Nationalt,4605,5841984,2.87,167666
2021-01-17,Nationalt,2528,5841984,2.91,170194
2021-01-18,Nationalt,3883,5841984,2.98,174077
2021-01-19,Nationalt,2480,5841984,3.02,176557
2021-01-20,Nationalt,1506,5841984,3.05,178063
2021-01-21,Nationalt,1519,5841984,3.07,179582
2021-01-22,Nationalt,666,5841984,3.09,180248
2021-01-23,Nationalt,783,5841984,3.10,181031
2021-01-24,Nationalt,615,5841984,3.11,181646
2021-01-25,Nationalt,260,5841984,3.11,181906
2021-01-26,Nationalt,214,5841984,3.12,182120
2021-01-27,Nationalt,209,5841984,3.12,182329
2021-01-28,Nationalt,237,5841984,3.13,182566
2021-01-29,Nationalt,1135,5841984,3.14,183701
2021-01-30,Nationalt,1228,5841984,3.17,184929
2021-01-31,Nationalt,1252,5841984,3.19,186181
2021-02-01,Nationalt,756,5841984,3.20,186937
2021-02-02,Nationalt,2047,5841984,3.23,188984
2021-02-03,Nationalt,1553,5841984,3.26,190537
2021-02-04,Nationalt,1436,5841984,3.29,191973
2021-02-05,Nationalt,1585,5841984,3.31,193558
2021-02-06,Nationalt,1036,5841984,3.33,194594
2021-02-07,Nationalt,1915,5841984,3.36,196509
2021-02-08,Nationalt,2545,5841984,3.41,199054
2021-02-09,Nationalt,3561,5841984,3.47,202615
2021-02-10,Nationalt,3282,5841984,3.52,205897
2021-02-11,Nationalt,5657,5841984,3.62,211554
2021-02-12,Nationalt,12047,5841984,3.83,223601
2021-02-13,Nationalt,6553,5841984,3.94,230154
2021-02-14,Nationalt,6234,5841984,4.05,236388
2021-02-15,Nationalt,13829,5841984,4.28,250217
2021-02-16,Nationalt,13187,5841984,4.51,263404
2021-02-17,Nationalt,10473,5841984,4.69,273877
2021-02-18,Nationalt,11490,5841984,4.88,285367
2021-02-19,Nationalt,13913,5841984,5.12,299280
2021-02-20,Nationalt,10508,5841984,5.30,309788
2021-02-21,Nationalt,10796,5841984,5.49,320584
2021-02-22,Nationalt,13505,5841984,5.72,334089
2021-02-23,Nationalt,14400,5841984,5.97,348489
2021-02-24,Nationalt,13694,5841984,6.20,362183
2021-02-25,Nationalt,14446,5841984,6.45,376629
2021-02-26,Nationalt,35937,5841984,7.06,412566
2021-02-27,Nationalt,6646,5841984,7.18,419212
2021-02-28,Nationalt,10971,5841984,7.36,430183
2021-03-01,Nationalt,19733,5841984,7.70,449916
2021-03-02,Nationalt,16690,5841984,7.99,466606
2021-03-03,Nationalt,12996,5841984,8.21,479602
2021-03-04,Nationalt,17243,5841984,8.50,496845
2021-03-05,Nationalt,16576,5841984,8.79,513421
2021-03-06,Nationalt,14574,5841984,9.04,527995
2021-03-07,Nationalt,11995,5841984,9.24,539990
2021-03-08,Nationalt,9072,5841984,9.40,549062
