"3. stik dato";"kommunenavn";"Antal 3. stik"
2021-10-30;Ringsted;27
2021-10-30;Slagelse;101
2021-10-30;Stevns;9
2021-10-30;Sorø;29
2021-10-30;Lejre;27
2021-10-30;Lolland;26
2021-10-30;Næstved;75
2021-10-30;Guldborgsund;113
2021-10-30;Vordingborg;37
2021-10-30;Bornholm;32
2021-10-30;Middelfart;17
2021-10-30;Assens;17
2021-10-30;Faaborg-Midtfyn;21
2021-10-30;Kerteminde;5
2021-10-30;Nyborg;18
2021-10-30;Odense;234
2021-10-30;Nordfyn;15
2021-10-30;Langeland;1
2021-10-30;Ærø;2
2021-10-30;Haderslev;69
2021-10-30;Billund;13
2021-10-30;Sønderborg;138
2021-10-30;Tønder;14
2021-10-30;Esbjerg;4
2021-10-30;Varde;4
2021-10-30;Vejen;39
2021-10-30;Aabenraa;87
2021-10-30;Fredericia;22
2021-10-30;Horsens;2
2021-10-30;Kolding;105
2021-10-30;Vejle;179
2021-10-30;Lemvig;2
2021-10-30;Syddjurs;1
2021-10-30;Odder;1
2021-10-30;Randers;7
2021-10-30;Silkeborg;2
2021-10-30;Århus;1
2021-10-30;Ikast-Brande;2
2021-10-30;Hedensted;25
2021-10-30;Morsø;28
2021-10-30;Skive;1
2021-10-30;Thisted;301
2021-10-30;Viborg;25
2021-10-30;Brønderslev;418
2021-10-30;Frederikshavn;17
2021-10-30;Vesthimmerland;20
2021-10-30;Rebild;24
2021-10-30;Mariagerfjord;183
2021-10-30;Jammerbugt;66
2021-10-30;Aalborg;53
2021-10-30;Hjørring;30
2021-10-31;København;25
2021-10-31;Frederiksberg;6
2021-10-31;Brøndby;5
2021-10-31;Gentofte;3
2021-10-31;Gladsaxe;5
2021-10-31;Glostrup;3
2021-10-31;Albertslund;3
2021-10-31;Hvidovre;2
2021-10-31;Høje Tåstrup;10
2021-10-31;Ishøj;1
2021-10-31;Vallensbæk;3
2021-10-31;Furesø;1
2021-10-31;Helsingør;2
2021-10-31;Hillerød;2
2021-10-31;Rudersdal;2
2021-10-31;Egedal;1
2021-10-31;Frederikssund;6
2021-10-31;Greve;13
2021-10-31;Køge;43
2021-10-31;Halsnæs;1
2021-10-31;Roskilde;110
2021-10-31;Solrød;16
2021-10-31;Odsherred;16
2021-10-31;Holbæk;56
2021-10-31;Faxe;21
2021-10-31;Kalundborg;28
2021-10-31;Ringsted;5
2021-10-31;Slagelse;76
2021-10-31;Stevns;10
2021-10-31;Sorø;29
2021-10-31;Lejre;23
2021-10-31;Lolland;22
2021-10-31;Næstved;71
2021-10-31;Guldborgsund;109
2021-10-31;Vordingborg;31
2021-10-31;Middelfart;11
2021-10-31;Assens;20
2021-10-31;Faaborg-Midtfyn;31
2021-10-31;Kerteminde;11
2021-10-31;Nyborg;13
2021-10-31;Odense;233
2021-10-31;Svendborg;2
2021-10-31;Nordfyn;15
2021-10-31;Langeland;1
2021-10-31;Haderslev;41
2021-10-31;Billund;16
2021-10-31;Sønderborg;110
2021-10-31;Tønder;16
2021-10-31;Esbjerg;2
2021-10-31;Varde;1
2021-10-31;Vejen;32
2021-10-31;Aabenraa;97
2021-10-31;Fredericia;16
2021-10-31;Horsens;1
2021-10-31;Kolding;117
2021-10-31;Vejle;134
2021-10-31;Holstebro;1
2021-10-31;Odder;1
2021-10-31;Silkeborg;1
2021-10-31;Århus;5
2021-10-31;Ikast-Brande;7
2021-10-31;Hedensted;12
2021-10-31;Morsø;421
2021-10-31;Skive;41
2021-10-31;Thisted;7
2021-10-31;Viborg;4
2021-10-31;Brønderslev;35
2021-10-31;Frederikshavn;37
2021-10-31;Vesthimmerland;3
2021-10-31;Rebild;38
2021-10-31;Mariagerfjord;88
2021-10-31;Jammerbugt;20
2021-10-31;Aalborg;531
2021-10-31;Hjørring;203
2021-11-01;København;788
2021-11-01;Frederiksberg;155
2021-11-01;Ballerup;136
2021-11-01;Brøndby;292
2021-11-01;Dragør;78
2021-11-01;Gentofte;152
2021-11-01;Gladsaxe;166
2021-11-01;Glostrup;56
2021-11-01;Herlev;73
2021-11-01;Albertslund;116
2021-11-01;Hvidovre;77
2021-11-01;Høje Tåstrup;104
2021-11-01;Lyngby-Taarbæk;85
2021-11-01;Rødovre;59
2021-11-01;Ishøj;91
2021-11-01;Tårnby;52
2021-11-01;Vallensbæk;69
2021-11-01;Furesø;253
2021-11-01;Allerød;13
2021-11-01;Fredensborg;5
2021-11-01;Helsingør;10
2021-11-01;Hillerød;21
2021-11-01;Hørsholm;8
2021-11-01;Rudersdal;55
2021-11-01;Egedal;107
2021-11-01;Frederikssund;149
2021-11-01;Greve;74
2021-11-01;Køge;114
2021-11-01;Halsnæs;66
2021-11-01;Roskilde;237
2021-11-01;Solrød;31
2021-11-01;Gribskov;6
2021-11-01;Odsherred;34
2021-11-01;Holbæk;155
2021-11-01;Faxe;52
2021-11-01;Kalundborg;71
2021-11-01;Ringsted;30
2021-11-01;Slagelse;174
2021-11-01;Stevns;28
2021-11-01;Sorø;54
2021-11-01;Lejre;72
2021-11-01;Lolland;100
2021-11-01;Næstved;167
2021-11-01;Guldborgsund;266
2021-11-01;Vordingborg;76
2021-11-01;Middelfart;279
2021-11-01;Assens;57
2021-11-01;Faaborg-Midtfyn;46
2021-11-01;Kerteminde;25
2021-11-01;Nyborg;11
2021-11-01;Odense;354
2021-11-01;Svendborg;7
2021-11-01;Nordfyn;196
2021-11-01;Ærø;1
2021-11-01;Haderslev;73
2021-11-01;Billund;35
2021-11-01;Sønderborg;147
2021-11-01;Tønder;204
2021-11-01;Esbjerg;282
2021-11-01;Fanø;2
2021-11-01;Varde;107
2021-11-01;Vejen;143
2021-11-01;Aabenraa;120
2021-11-01;Fredericia;60
2021-11-01;Horsens;602
2021-11-01;Kolding;191
2021-11-01;Vejle;244
2021-11-01;Herning;547
2021-11-01;Holstebro;35
2021-11-01;Lemvig;118
2021-11-01;Struer;103
2021-11-01;Syddjurs;103
2021-11-01;Norddjurs;216
2021-11-01;Favrskov;62
2021-11-01;Odder;279
2021-11-01;Randers;284
2021-11-01;Silkeborg;371
2021-11-01;Samsø;2
2021-11-01;Skanderborg;295
2021-11-01;Århus;958
2021-11-01;Ikast-Brande;171
2021-11-01;Ringkøbing-Skjern;248
2021-11-01;Hedensted;77
2021-11-01;Morsø;3
2021-11-01;Skive;193
2021-11-01;Viborg;68
2021-11-01;Brønderslev;16
2021-11-01;Frederikshavn;6
2021-11-01;Vesthimmerland;536
2021-11-01;Rebild;119
2021-11-01;Mariagerfjord;23
2021-11-01;Jammerbugt;23
2021-11-01;Aalborg;503
2021-11-01;Hjørring;5
2021-11-02;København;819
2021-11-02;Frederiksberg;141
2021-11-02;Ballerup;137
2021-11-02;Brøndby;180
2021-11-02;Dragør;74
2021-11-02;Gentofte;168
2021-11-02;Gladsaxe;164
2021-11-02;Glostrup;50
2021-11-02;Herlev;68
2021-11-02;Albertslund;97
2021-11-02;Hvidovre;104
2021-11-02;Høje Tåstrup;102
2021-11-02;Lyngby-Taarbæk;116
2021-11-02;Rødovre;62
2021-11-02;Ishøj;39
2021-11-02;Tårnby;43
2021-11-02;Vallensbæk;36
2021-11-02;Furesø;119
2021-11-02;Allerød;86
2021-11-02;Fredensborg;107
2021-11-02;Helsingør;191
2021-11-02;Hillerød;160
2021-11-02;Hørsholm;37
2021-11-02;Rudersdal;151
2021-11-02;Egedal;104
2021-11-02;Frederikssund;89
2021-11-02;Greve;69
2021-11-02;Køge;93
2021-11-02;Halsnæs;56
2021-11-02;Roskilde;184
2021-11-02;Solrød;26
2021-11-02;Gribskov;192
2021-11-02;Odsherred;25
2021-11-02;Holbæk;155
2021-11-02;Faxe;36
2021-11-02;Kalundborg;53
2021-11-02;Ringsted;13
2021-11-02;Slagelse;143
2021-11-02;Stevns;21
2021-11-02;Sorø;27
2021-11-02;Lejre;37
2021-11-02;Lolland;57
2021-11-02;Næstved;123
2021-11-02;Guldborgsund;205
2021-11-02;Vordingborg;106
2021-11-02;Bornholm;117
2021-11-02;Middelfart;155
2021-11-02;Assens;34
2021-11-02;Faaborg-Midtfyn;54
2021-11-02;Kerteminde;138
2021-11-02;Nyborg;49
2021-11-02;Odense;391
2021-11-02;Svendborg;3
2021-11-02;Nordfyn;16
2021-11-02;Haderslev;243
2021-11-02;Billund;21
2021-11-02;Sønderborg;138
2021-11-02;Tønder;28
2021-11-02;Esbjerg;214
2021-11-02;Fanø;4
2021-11-02;Varde;57
2021-11-02;Vejen;66
2021-11-02;Aabenraa;86
2021-11-02;Fredericia;45
2021-11-02;Horsens;86
2021-11-02;Kolding;173
2021-11-02;Vejle;250
2021-11-02;Herning;39
2021-11-02;Holstebro;461
2021-11-02;Lemvig;14
2021-11-02;Struer;18
2021-11-02;Syddjurs;99
2021-11-02;Norddjurs;166
2021-11-02;Favrskov;219
2021-11-02;Odder;192
2021-11-02;Randers;155
2021-11-02;Silkeborg;76
2021-11-02;Skanderborg;77
2021-11-02;Århus;806
2021-11-02;Ikast-Brande;17
2021-11-02;Ringkøbing-Skjern;178
2021-11-02;Hedensted;281
2021-11-02;Morsø;44
2021-11-02;Skive;197
2021-11-02;Thisted;280
2021-11-02;Viborg;422
2021-11-02;Brønderslev;13
2021-11-02;Frederikshavn;4
2021-11-02;Vesthimmerland;13
2021-11-02;Læsø;117
2021-11-02;Rebild;22
2021-11-02;Mariagerfjord;5
2021-11-02;Jammerbugt;22
2021-11-02;Aalborg;349
2021-11-02;Hjørring;2
2021-11-03;København;845
2021-11-03;Frederiksberg;209
2021-11-03;Ballerup;168
2021-11-03;Brøndby;65
2021-11-03;Dragør;57
2021-11-03;Gentofte;143
2021-11-03;Gladsaxe;163
2021-11-03;Glostrup;47
2021-11-03;Herlev;84
2021-11-03;Albertslund;54
2021-11-03;Hvidovre;123
2021-11-03;Høje Tåstrup;114
2021-11-03;Lyngby-Taarbæk;118
2021-11-03;Rødovre;82
2021-11-03;Ishøj;37
2021-11-03;Tårnby;43
2021-11-03;Vallensbæk;79
2021-11-03;Furesø;106
2021-11-03;Allerød;85
2021-11-03;Fredensborg;102
2021-11-03;Helsingør;129
2021-11-03;Hillerød;141
2021-11-03;Hørsholm;172
2021-11-03;Rudersdal;201
2021-11-03;Egedal;65
2021-11-03;Frederikssund;17
2021-11-03;Greve;237
2021-11-03;Køge;156
2021-11-03;Halsnæs;237
2021-11-03;Roskilde;199
2021-11-03;Solrød;104
2021-11-03;Gribskov;99
2021-11-03;Odsherred;261
2021-11-03;Holbæk;170
2021-11-03;Faxe;153
2021-11-03;Kalundborg;237
2021-11-03;Ringsted;200
2021-11-03;Slagelse;171
2021-11-03;Stevns;148
2021-11-03;Sorø;101
2021-11-03;Lejre;177
2021-11-03;Lolland;167
2021-11-03;Næstved;176
2021-11-03;Guldborgsund;290
2021-11-03;Vordingborg;179
2021-11-03;Bornholm;133
2021-11-03;Middelfart;67
2021-11-03;Assens;243
2021-11-03;Faaborg-Midtfyn;232
2021-11-03;Kerteminde;21
2021-11-03;Nyborg;25
2021-11-03;Odense;408
2021-11-03;Svendborg;316
2021-11-03;Nordfyn;18
2021-11-03;Langeland;20
2021-11-03;Ærø;2
2021-11-03;Haderslev;46
2021-11-03;Billund;32
2021-11-03;Sønderborg;134
2021-11-03;Tønder;121
2021-11-03;Esbjerg;268
2021-11-03;Varde;174
2021-11-03;Vejen;48
2021-11-03;Aabenraa;123
2021-11-03;Fredericia;254
2021-11-03;Horsens;527
2021-11-03;Kolding;159
2021-11-03;Vejle;229
2021-11-03;Herning;354
2021-11-03;Holstebro;24
2021-11-03;Lemvig;109
2021-11-03;Struer;5
2021-11-03;Syddjurs;268
2021-11-03;Norddjurs;234
2021-11-03;Favrskov;65
2021-11-03;Odder;153
2021-11-03;Randers;243
2021-11-03;Silkeborg;396
2021-11-03;Samsø;1
2021-11-03;Skanderborg;301
2021-11-03;Århus;886
2021-11-03;Ikast-Brande;165
2021-11-03;Ringkøbing-Skjern;229
2021-11-03;Hedensted;220
2021-11-03;Morsø;2
2021-11-03;Skive;195
2021-11-03;Thisted;2
2021-11-03;Viborg;457
2021-11-03;Brønderslev;40
2021-11-03;Frederikshavn;44
2021-11-03;Vesthimmerland;32
2021-11-03;Læsø;1
2021-11-03;Rebild;50
2021-11-03;Mariagerfjord;239
2021-11-03;Jammerbugt;18
2021-11-03;Aalborg;493
2021-11-03;Hjørring;276
2021-11-04;København;871
2021-11-04;Frederiksberg;311
2021-11-04;Ballerup;101
2021-11-04;Brøndby;52
2021-11-04;Dragør;7
2021-11-04;Gentofte;225
2021-11-04;Gladsaxe;174
2021-11-04;Glostrup;202
2021-11-04;Herlev;80
2021-11-04;Albertslund;48
2021-11-04;Hvidovre;75
2021-11-04;Høje Tåstrup;97
2021-11-04;Lyngby-Taarbæk;243
2021-11-04;Rødovre;62
2021-11-04;Ishøj;17
2021-11-04;Tårnby;96
2021-11-04;Vallensbæk;44
2021-11-04;Furesø;136
2021-11-04;Allerød;93
2021-11-04;Fredensborg;103
2021-11-04;Helsingør;203
2021-11-04;Hillerød;197
2021-11-04;Hørsholm;60
2021-11-04;Rudersdal;192
2021-11-04;Egedal;110
2021-11-04;Frederikssund;242
2021-11-04;Greve;38
2021-11-04;Køge;88
2021-11-04;Halsnæs;117
2021-11-04;Roskilde;198
2021-11-04;Solrød;23
2021-11-04;Gribskov;129
2021-11-04;Odsherred;22
2021-11-04;Holbæk;116
2021-11-04;Faxe;27
2021-11-04;Kalundborg;54
2021-11-04;Ringsted;9
2021-11-04;Slagelse;154
2021-11-04;Stevns;28
2021-11-04;Sorø;33
2021-11-04;Lejre;67
2021-11-04;Lolland;54
2021-11-04;Næstved;150
2021-11-04;Guldborgsund;237
2021-11-04;Vordingborg;46
2021-11-04;Bornholm;105
2021-11-04;Middelfart;37
2021-11-04;Assens;49
2021-11-04;Faaborg-Midtfyn;117
2021-11-04;Kerteminde;42
2021-11-04;Nyborg;242
2021-11-04;Odense;387
2021-11-04;Svendborg;185
2021-11-04;Nordfyn;20
2021-11-04;Langeland;10
2021-11-04;Ærø;2
2021-11-04;Haderslev;203
2021-11-04;Billund;111
2021-11-04;Sønderborg;108
2021-11-04;Tønder;16
2021-11-04;Esbjerg;228
2021-11-04;Fanø;3
2021-11-04;Varde;84
2021-11-04;Vejen;61
2021-11-04;Aabenraa;100
2021-11-04;Fredericia;182
2021-11-04;Horsens;50
2021-11-04;Kolding;129
2021-11-04;Vejle;186
2021-11-04;Herning;47
2021-11-04;Holstebro;438
2021-11-04;Lemvig;20
2021-11-04;Struer;158
2021-11-04;Syddjurs;98
2021-11-04;Norddjurs;155
2021-11-04;Favrskov;208
2021-11-04;Odder;8
2021-11-04;Randers;160
2021-11-04;Silkeborg;399
2021-11-04;Samsø;1
2021-11-04;Skanderborg;93
2021-11-04;Århus;572
2021-11-04;Ikast-Brande;22
2021-11-04;Ringkøbing-Skjern;202
2021-11-04;Hedensted;99
2021-11-04;Morsø;12
2021-11-04;Skive;195
2021-11-04;Thisted;310
2021-11-04;Viborg;456
2021-11-04;Brønderslev;31
2021-11-04;Frederikshavn;22
2021-11-04;Vesthimmerland;7
2021-11-04;Rebild;16
2021-11-04;Mariagerfjord;10
2021-11-04;Jammerbugt;18
2021-11-04;Aalborg;482
2021-11-04;Hjørring;169
2021-11-05;København;658
2021-11-05;Frederiksberg;216
2021-11-05;Ballerup;121
2021-11-05;Brøndby;62
2021-11-05;Dragør;8
2021-11-05;Gentofte;185
2021-11-05;Gladsaxe;189
2021-11-05;Glostrup;63
2021-11-05;Herlev;89
2021-11-05;Albertslund;102
2021-11-05;Hvidovre;87
2021-11-05;Høje Tåstrup;106
2021-11-05;Lyngby-Taarbæk;152
2021-11-05;Rødovre;54
2021-11-05;Ishøj;20
2021-11-05;Tårnby;33
2021-11-05;Vallensbæk;16
2021-11-05;Furesø;118
2021-11-05;Allerød;72
2021-11-05;Fredensborg;82
2021-11-05;Helsingør;121
2021-11-05;Hillerød;151
2021-11-05;Hørsholm;60
2021-11-05;Rudersdal;129
2021-11-05;Egedal;141
2021-11-05;Frederikssund;186
2021-11-05;Greve;58
2021-11-05;Køge;119
2021-11-05;Halsnæs;91
2021-11-05;Roskilde;213
2021-11-05;Solrød;26
2021-11-05;Gribskov;104
2021-11-05;Odsherred;32
2021-11-05;Holbæk;135
2021-11-05;Faxe;34
2021-11-05;Kalundborg;56
2021-11-05;Ringsted;14
2021-11-05;Slagelse;204
2021-11-05;Stevns;33
2021-11-05;Sorø;50
2021-11-05;Lejre;42
2021-11-05;Lolland;59
2021-11-05;Næstved;203
2021-11-05;Guldborgsund;223
2021-11-05;Vordingborg;54
2021-11-05;Bornholm;106
2021-11-05;Middelfart;13
2021-11-05;Assens;31
2021-11-05;Faaborg-Midtfyn;62
2021-11-05;Kerteminde;24
2021-11-05;Nyborg;23
2021-11-05;Odense;323
2021-11-05;Svendborg;83
2021-11-05;Nordfyn;28
2021-11-05;Langeland;206
2021-11-05;Ærø;2
2021-11-05;Haderslev;37
2021-11-05;Billund;38
2021-11-05;Sønderborg;149
2021-11-05;Tønder;18
2021-11-05;Esbjerg;296
2021-11-05;Fanø;5
2021-11-05;Varde;102
2021-11-05;Vejen;80
2021-11-05;Aabenraa;91
2021-11-05;Fredericia;32
2021-11-05;Horsens;309
2021-11-05;Kolding;148
2021-11-05;Vejle;187
2021-11-05;Herning;469
2021-11-05;Holstebro;11
2021-11-05;Struer;1
2021-11-05;Syddjurs;191
2021-11-05;Norddjurs;34
2021-11-05;Favrskov;79
2021-11-05;Odder;9
2021-11-05;Randers;153
2021-11-05;Silkeborg;399
2021-11-05;Samsø;2
2021-11-05;Skanderborg;216
2021-11-05;Århus;763
2021-11-05;Ikast-Brande;176
2021-11-05;Ringkøbing-Skjern;61
2021-11-05;Hedensted;52
2021-11-05;Morsø;3
2021-11-05;Skive;12
2021-11-05;Thisted;6
2021-11-05;Viborg;416
2021-11-05;Brønderslev;280
2021-11-05;Frederikshavn;39
2021-11-05;Vesthimmerland;28
2021-11-05;Læsø;1
2021-11-05;Rebild;1
2021-11-05;Mariagerfjord;10
2021-11-05;Jammerbugt;557
2021-11-05;Aalborg;60
2021-11-05;Hjørring;199
2021-11-06;København;255
2021-11-06;Frederiksberg;69
2021-11-06;Ballerup;33
2021-11-06;Brøndby;26
2021-11-06;Dragør;6
2021-11-06;Gentofte;25
2021-11-06;Gladsaxe;21
2021-11-06;Glostrup;14
2021-11-06;Herlev;17
2021-11-06;Albertslund;22
2021-11-06;Hvidovre;53
2021-11-06;Høje Tåstrup;45
2021-11-06;Lyngby-Taarbæk;46
2021-11-06;Rødovre;25
2021-11-06;Ishøj;7
2021-11-06;Tårnby;25
2021-11-06;Vallensbæk;12
2021-11-06;Furesø;31
2021-11-06;Allerød;54
2021-11-06;Fredensborg;57
2021-11-06;Helsingør;85
2021-11-06;Hillerød;98
2021-11-06;Hørsholm;30
2021-11-06;Rudersdal;111
2021-11-06;Egedal;21
2021-11-06;Frederikssund;19
2021-11-06;Greve;29
2021-11-06;Køge;63
2021-11-06;Halsnæs;25
2021-11-06;Roskilde;87
2021-11-06;Solrød;10
2021-11-06;Gribskov;61
2021-11-06;Odsherred;18
2021-11-06;Holbæk;63
2021-11-06;Faxe;36
2021-11-06;Kalundborg;31
2021-11-06;Ringsted;93
2021-11-06;Slagelse;99
2021-11-06;Stevns;7
2021-11-06;Sorø;54
2021-11-06;Lejre;21
2021-11-06;Lolland;97
2021-11-06;Næstved;94
2021-11-06;Guldborgsund;123
2021-11-06;Vordingborg;37
2021-11-06;Bornholm;60
2021-11-06;Middelfart;15
2021-11-06;Assens;31
2021-11-06;Faaborg-Midtfyn;29
2021-11-06;Kerteminde;17
2021-11-06;Nyborg;8
2021-11-06;Odense;218
2021-11-06;Nordfyn;22
2021-11-06;Haderslev;18
2021-11-06;Billund;12
2021-11-06;Sønderborg;75
2021-11-06;Tønder;12
2021-11-06;Esbjerg;1
2021-11-06;Vejen;36
2021-11-06;Aabenraa;60
2021-11-06;Fredericia;15
2021-11-06;Horsens;6
2021-11-06;Kolding;80
2021-11-06;Vejle;90
2021-11-06;Lemvig;1
2021-11-06;Struer;1
2021-11-06;Syddjurs;7
2021-11-06;Norddjurs;7
2021-11-06;Favrskov;15
2021-11-06;Odder;1
2021-11-06;Randers;2
2021-11-06;Silkeborg;175
2021-11-06;Skanderborg;14
2021-11-06;Århus;193
2021-11-06;Ikast-Brande;10
2021-11-06;Hedensted;16
2021-11-06;Morsø;26
2021-11-06;Skive;2
2021-11-06;Thisted;217
2021-11-06;Viborg;22
2021-11-06;Frederikshavn;1
2021-11-06;Vesthimmerland;22
2021-11-06;Rebild;19
2021-11-06;Mariagerfjord;168
2021-11-06;Jammerbugt;7
2021-11-06;Aalborg;17
2021-11-07;København;31
2021-11-07;Frederiksberg;6
2021-11-07;Ballerup;4
2021-11-07;Dragør;1
2021-11-07;Gentofte;3
2021-11-07;Gladsaxe;3
2021-11-07;Glostrup;2
2021-11-07;Albertslund;1
2021-11-07;Hvidovre;1
2021-11-07;Høje Tåstrup;6
2021-11-07;Lyngby-Taarbæk;3
2021-11-07;Rødovre;3
2021-11-07;Ishøj;2
2021-11-07;Vallensbæk;1
2021-11-07;Furesø;1
2021-11-07;Helsingør;1
2021-11-07;Hørsholm;1
2021-11-07;Egedal;10
2021-11-07;Frederikssund;8
2021-11-07;Greve;17
2021-11-07;Køge;60
2021-11-07;Roskilde;101
2021-11-07;Solrød;12
2021-11-07;Gribskov;1
2021-11-07;Odsherred;16
2021-11-07;Holbæk;59
2021-11-07;Faxe;10
2021-11-07;Kalundborg;28
2021-11-07;Ringsted;6
2021-11-07;Slagelse;99
2021-11-07;Stevns;13
2021-11-07;Sorø;25
2021-11-07;Lejre;18
2021-11-07;Lolland;23
2021-11-07;Næstved;74
2021-11-07;Guldborgsund;80
2021-11-07;Vordingborg;166
2021-11-07;Middelfart;12
2021-11-07;Assens;17
2021-11-07;Faaborg-Midtfyn;16
2021-11-07;Kerteminde;21
2021-11-07;Nyborg;9
2021-11-07;Odense;174
2021-11-07;Nordfyn;10
2021-11-07;Ærø;1
2021-11-07;Haderslev;13
2021-11-07;Billund;9
2021-11-07;Sønderborg;62
2021-11-07;Tønder;11
2021-11-07;Esbjerg;2
2021-11-07;Varde;1
2021-11-07;Vejen;33
2021-11-07;Aabenraa;37
2021-11-07;Fredericia;10
2021-11-07;Horsens;1
2021-11-07;Kolding;82
2021-11-07;Vejle;104
2021-11-07;Silkeborg;1
2021-11-07;Århus;9
2021-11-07;Ikast-Brande;2
2021-11-07;Ringkøbing-Skjern;1
2021-11-07;Hedensted;11
2021-11-07;Morsø;1
2021-11-07;Thisted;2
2021-11-07;Brønderslev;42
2021-11-07;Frederikshavn;38
2021-11-07;Vesthimmerland;6
2021-11-07;Rebild;24
2021-11-07;Mariagerfjord;1
2021-11-07;Jammerbugt;39
2021-11-07;Aalborg;747
2021-11-07;Hjørring;255
2021-11-08;København;897
2021-11-08;Frederiksberg;145
2021-11-08;Ballerup;67
2021-11-08;Brøndby;52
2021-11-08;Dragør;91
2021-11-08;Gentofte;170
2021-11-08;Gladsaxe;144
2021-11-08;Glostrup;32
2021-11-08;Herlev;25
2021-11-08;Albertslund;39
2021-11-08;Hvidovre;50
2021-11-08;Høje Tåstrup;86
2021-11-08;Lyngby-Taarbæk;56
2021-11-08;Rødovre;104
2021-11-08;Ishøj;106
2021-11-08;Tårnby;80
2021-11-08;Vallensbæk;70
2021-11-08;Furesø;77
2021-11-08;Allerød;3
2021-11-08;Fredensborg;23
2021-11-08;Helsingør;88
2021-11-08;Hillerød;38
2021-11-08;Hørsholm;8
2021-11-08;Rudersdal;34
2021-11-08;Egedal;30
2021-11-08;Frederikssund;33
2021-11-08;Greve;39
2021-11-08;Køge;166
2021-11-08;Halsnæs;13
2021-11-08;Roskilde;213
2021-11-08;Solrød;38
2021-11-08;Gribskov;20
2021-11-08;Odsherred;55
2021-11-08;Holbæk;195
2021-11-08;Faxe;74
2021-11-08;Kalundborg;185
2021-11-08;Ringsted;15
2021-11-08;Slagelse;285
2021-11-08;Stevns;29
2021-11-08;Sorø;81
2021-11-08;Lejre;51
2021-11-08;Lolland;71
2021-11-08;Næstved;201
2021-11-08;Guldborgsund;204
2021-11-08;Vordingborg;65
2021-11-08;Middelfart;275
2021-11-08;Assens;56
2021-11-08;Faaborg-Midtfyn;122
2021-11-08;Kerteminde;34
2021-11-08;Nyborg;35
2021-11-08;Odense;370
2021-11-08;Svendborg;273
2021-11-08;Nordfyn;209
2021-11-08;Langeland;24
2021-11-08;Ærø;2
2021-11-08;Haderslev;42
2021-11-08;Billund;27
2021-11-08;Sønderborg;164
2021-11-08;Tønder;163
2021-11-08;Esbjerg;261
2021-11-08;Fanø;3
2021-11-08;Varde;105
2021-11-08;Vejen;151
2021-11-08;Aabenraa;112
2021-11-08;Fredericia;35
2021-11-08;Horsens;336
2021-11-08;Kolding;177
2021-11-08;Vejle;238
2021-11-08;Herning;335
2021-11-08;Holstebro;45
2021-11-08;Lemvig;164
2021-11-08;Struer;143
2021-11-08;Syddjurs;114
2021-11-08;Norddjurs;212
2021-11-08;Favrskov;62
2021-11-08;Odder;102
2021-11-08;Randers;264
2021-11-08;Silkeborg;290
2021-11-08;Samsø;1
2021-11-08;Skanderborg;263
2021-11-08;Århus;855
2021-11-08;Ikast-Brande;173
2021-11-08;Ringkøbing-Skjern;243
2021-11-08;Hedensted;69
2021-11-08;Morsø;2
2021-11-08;Skive;148
2021-11-08;Thisted;2
2021-11-08;Viborg;35
2021-11-08;Brønderslev;12
2021-11-08;Frederikshavn;3
2021-11-08;Vesthimmerland;5
2021-11-08;Rebild;23
2021-11-08;Mariagerfjord;7
2021-11-08;Jammerbugt;14
2021-11-08;Aalborg;481
2021-11-09;København;821
2021-11-09;Frederiksberg;175
2021-11-09;Ballerup;147
2021-11-09;Brøndby;53
2021-11-09;Dragør;98
2021-11-09;Gentofte;158
2021-11-09;Gladsaxe;134
2021-11-09;Glostrup;40
2021-11-09;Herlev;59
2021-11-09;Albertslund;37
2021-11-09;Hvidovre;87
2021-11-09;Høje Tåstrup;108
2021-11-09;Lyngby-Taarbæk;97
2021-11-09;Rødovre;103
2021-11-09;Ishøj;50
2021-11-09;Tårnby;63
2021-11-09;Vallensbæk;50
2021-11-09;Furesø;97
2021-11-09;Allerød;67
2021-11-09;Fredensborg;114
2021-11-09;Helsingør;195
2021-11-09;Hillerød;173
2021-11-09;Hørsholm;59
2021-11-09;Rudersdal;193
2021-11-09;Egedal;53
2021-11-09;Frederikssund;42
2021-11-09;Greve;54
2021-11-09;Køge;157
2021-11-09;Halsnæs;53
2021-11-09;Roskilde;265
2021-11-09;Solrød;33
2021-11-09;Gribskov;239
2021-11-09;Odsherred;64
2021-11-09;Holbæk;229
2021-11-09;Faxe;36
2021-11-09;Kalundborg;202
2021-11-09;Ringsted;21
2021-11-09;Slagelse;301
2021-11-09;Stevns;70
2021-11-09;Sorø;79
2021-11-09;Lejre;62
2021-11-09;Lolland;92
2021-11-09;Næstved;218
2021-11-09;Guldborgsund;225
2021-11-09;Vordingborg;134
2021-11-09;Bornholm;199
2021-11-09;Middelfart;206
2021-11-09;Assens;56
2021-11-09;Faaborg-Midtfyn;126
2021-11-09;Kerteminde;192
2021-11-09;Nyborg;74
2021-11-09;Odense;540
2021-11-09;Svendborg;194
2021-11-09;Nordfyn;41
2021-11-09;Langeland;9
2021-11-09;Ærø;1
2021-11-09;Haderslev;247
2021-11-09;Billund;87
2021-11-09;Sønderborg;175
2021-11-09;Tønder;35
2021-11-09;Esbjerg;376
2021-11-09;Fanø;2
2021-11-09;Varde;113
2021-11-09;Vejen;73
2021-11-09;Aabenraa;122
2021-11-09;Fredericia;50
