"3. stik dato";"kommunenavn";"Antal 3. stik"
2022-01-20;Glostrup;54
2022-01-20;Herlev;67
2022-01-20;Albertslund;55
2022-01-20;Hvidovre;173
2022-01-20;Høje Tåstrup;126
2022-01-20;Lyngby-Taarbæk;145
2022-01-20;Rødovre;111
2022-01-20;Ishøj;41
2022-01-20;Tårnby;91
2022-01-20;Vallensbæk;49
2022-01-20;Furesø;98
2022-01-20;Allerød;50
2022-01-20;Fredensborg;82
2022-01-20;Helsingør;160
2022-01-20;Hillerød;126
2022-01-20;Hørsholm;59
2022-01-20;Rudersdal;126
2022-01-20;Egedal;169
2022-01-20;Frederikssund;342
2022-01-20;Greve;108
2022-01-20;Køge;155
2022-01-20;Halsnæs;101
2022-01-20;Roskilde;330
2022-01-20;Solrød;45
2022-01-20;Gribskov;92
2022-01-20;Odsherred;98
2022-01-20;Holbæk;189
2022-01-20;Faxe;47
2022-01-20;Kalundborg;274
2022-01-20;Ringsted;73
2022-01-20;Slagelse;236
2022-01-20;Stevns;29
2022-01-20;Sorø;45
2022-01-20;Lejre;110
2022-01-20;Lolland;64
2022-01-20;Næstved;211
2022-01-20;Guldborgsund;132
2022-01-20;Vordingborg;101
2022-01-20;Bornholm;79
2022-01-20;Middelfart;98
2022-01-20;Assens;91
2022-01-20;Faaborg-Midtfyn;139
2022-01-20;Kerteminde;92
2022-01-20;Nyborg;281
2022-01-20;Odense;1014
2022-01-20;Svendborg;141
2022-01-20;Nordfyn;103
2022-01-20;Langeland;6
2022-01-20;Ærø;8
2022-01-20;Haderslev;171
2022-01-20;Billund;153
2022-01-20;Sønderborg;239
2022-01-20;Tønder;103
2022-01-20;Esbjerg;406
2022-01-20;Fanø;25
2022-01-20;Varde;155
2022-01-20;Vejen;84
2022-01-20;Aabenraa;146
2022-01-20;Fredericia;144
2022-01-20;Horsens;287
2022-01-20;Kolding;270
2022-01-20;Vejle;354
2022-01-20;Herning;345
2022-01-20;Holstebro;228
2022-01-20;Lemvig;95
2022-01-20;Struer;28
2022-01-20;Syddjurs;140
2022-01-20;Norddjurs;137
2022-01-20;Favrskov;161
2022-01-20;Odder;93
2022-01-20;Randers;444
2022-01-20;Silkeborg;321
2022-01-20;Skanderborg;158
2022-01-20;Århus;1646
2022-01-20;Ikast-Brande;165
2022-01-20;Ringkøbing-Skjern;244
2022-01-20;Hedensted;94
2022-01-20;Morsø;40
2022-01-20;Skive;136
2022-01-20;Thisted;30
2022-01-20;Viborg;339
2022-01-20;Brønderslev;58
2022-01-20;Frederikshavn;52
2022-01-20;Vesthimmerland;29
2022-01-20;Rebild;81
2022-01-20;Mariagerfjord;219
2022-01-20;Jammerbugt;84
2022-01-20;Aalborg;1084
2022-01-20;Hjørring;30
2022-01-21;København;2680
2022-01-21;Frederiksberg;357
2022-01-21;Ballerup;126
2022-01-21;Brøndby;88
2022-01-21;Dragør;26
2022-01-21;Gentofte;179
2022-01-21;Gladsaxe;199
2022-01-21;Glostrup;75
2022-01-21;Herlev;93
2022-01-21;Albertslund;96
2022-01-21;Hvidovre;170
2022-01-21;Høje Tåstrup;159
2022-01-21;Lyngby-Taarbæk;151
2022-01-21;Rødovre;129
2022-01-21;Ishøj;49
2022-01-21;Tårnby;120
2022-01-21;Vallensbæk;44
2022-01-21;Furesø;91
2022-01-21;Allerød;56
2022-01-21;Fredensborg;96
2022-01-21;Helsingør;98
2022-01-21;Hillerød;148
2022-01-21;Hørsholm;48
2022-01-21;Rudersdal;120
2022-01-21;Egedal;128
2022-01-21;Frederikssund;113
2022-01-21;Greve;137
2022-01-21;Køge;163
2022-01-21;Halsnæs;111
2022-01-21;Roskilde;133
2022-01-21;Solrød;45
2022-01-21;Gribskov;102
2022-01-21;Odsherred;81
2022-01-21;Holbæk;250
2022-01-21;Faxe;112
2022-01-21;Kalundborg;98
2022-01-21;Ringsted;116
2022-01-21;Slagelse;273
2022-01-21;Stevns;38
2022-01-21;Sorø;78
2022-01-21;Lejre;41
2022-01-21;Lolland;62
2022-01-21;Næstved;266
2022-01-21;Guldborgsund;137
2022-01-21;Vordingborg;117
2022-01-21;Bornholm;116
2022-01-21;Middelfart;112
2022-01-21;Assens;162
2022-01-21;Faaborg-Midtfyn;130
2022-01-21;Kerteminde;59
2022-01-21;Nyborg;76
2022-01-21;Odense;1084
2022-01-21;Svendborg;161
2022-01-21;Nordfyn;79
2022-01-21;Langeland;114
2022-01-21;Ærø;75
2022-01-21;Haderslev;209
2022-01-21;Billund;96
2022-01-21;Sønderborg;325
2022-01-21;Tønder;140
2022-01-21;Esbjerg;502
2022-01-21;Fanø;4
2022-01-21;Varde;182
2022-01-21;Vejen;143
2022-01-21;Aabenraa;191
2022-01-21;Fredericia;164
2022-01-21;Horsens;345
2022-01-21;Kolding;354
2022-01-21;Vejle;487
2022-01-21;Herning;389
2022-01-21;Holstebro;326
2022-01-21;Lemvig;34
2022-01-21;Struer;153
2022-01-21;Syddjurs;162
2022-01-21;Norddjurs;181
2022-01-21;Favrskov;216
2022-01-21;Odder;65
2022-01-21;Randers;386
2022-01-21;Silkeborg;431
2022-01-21;Samsø;3
2022-01-21;Skanderborg;254
2022-01-21;Århus;1417
2022-01-21;Ikast-Brande;179
2022-01-21;Ringkøbing-Skjern;302
2022-01-21;Hedensted;140
2022-01-21;Morsø;64
2022-01-21;Skive;222
2022-01-21;Thisted;30
2022-01-21;Viborg;435
2022-01-21;Brønderslev;116
2022-01-21;Frederikshavn;78
2022-01-21;Vesthimmerland;166
2022-01-21;Læsø;1
2022-01-21;Rebild;255
2022-01-21;Mariagerfjord;186
2022-01-21;Jammerbugt;339
2022-01-21;Aalborg;1080
2022-01-21;Hjørring;365
2022-01-22;København;1723
2022-01-22;Frederiksberg;193
2022-01-22;Ballerup;80
2022-01-22;Brøndby;51
2022-01-22;Dragør;22
2022-01-22;Gentofte;128
2022-01-22;Gladsaxe;135
2022-01-22;Glostrup;35
2022-01-22;Herlev;46
2022-01-22;Albertslund;48
2022-01-22;Hvidovre;143
2022-01-22;Høje Tåstrup;106
2022-01-22;Lyngby-Taarbæk;104
2022-01-22;Rødovre;79
2022-01-22;Ishøj;30
2022-01-22;Tårnby;69
2022-01-22;Vallensbæk;29
2022-01-22;Furesø;60
2022-01-22;Allerød;41
2022-01-22;Fredensborg;61
2022-01-22;Helsingør;110
2022-01-22;Hillerød;86
2022-01-22;Hørsholm;43
2022-01-22;Rudersdal;90
2022-01-22;Egedal;83
2022-01-22;Frederikssund;52
2022-01-22;Greve;67
2022-01-22;Køge;118
2022-01-22;Halsnæs;29
2022-01-22;Roskilde;116
2022-01-22;Solrød;22
2022-01-22;Gribskov;59
2022-01-22;Odsherred;36
2022-01-22;Holbæk;130
2022-01-22;Faxe;32
2022-01-22;Kalundborg;52
2022-01-22;Ringsted;73
2022-01-22;Slagelse;146
2022-01-22;Stevns;15
2022-01-22;Sorø;139
2022-01-22;Lejre;31
2022-01-22;Lolland;40
2022-01-22;Næstved;136
2022-01-22;Guldborgsund;74
2022-01-22;Vordingborg;57
2022-01-22;Bornholm;64
2022-01-22;Middelfart;34
2022-01-22;Assens;46
2022-01-22;Faaborg-Midtfyn;55
2022-01-22;Kerteminde;34
2022-01-22;Nyborg;22
2022-01-22;Odense;397
2022-01-22;Svendborg;72
2022-01-22;Nordfyn;21
2022-01-22;Langeland;3
2022-01-22;Ærø;1
2022-01-22;Haderslev;130
2022-01-22;Billund;42
2022-01-22;Sønderborg;183
2022-01-22;Tønder;70
2022-01-22;Esbjerg;189
2022-01-22;Fanø;2
2022-01-22;Varde;76
2022-01-22;Vejen;86
2022-01-22;Aabenraa;117
2022-01-22;Fredericia;88
2022-01-22;Horsens;276
2022-01-22;Kolding;202
2022-01-22;Vejle;237
2022-01-22;Herning;214
2022-01-22;Holstebro;9
2022-01-22;Lemvig;3
2022-01-22;Struer;2
2022-01-22;Syddjurs;17
2022-01-22;Norddjurs;6
2022-01-22;Favrskov;44
2022-01-22;Odder;8
2022-01-22;Randers;16
2022-01-22;Silkeborg;40
2022-01-22;Samsø;1
2022-01-22;Skanderborg;42
2022-01-22;Århus;897
2022-01-22;Ikast-Brande;112
2022-01-22;Ringkøbing-Skjern;46
2022-01-22;Hedensted;85
2022-01-22;Morsø;2
2022-01-22;Skive;8
2022-01-22;Thisted;3
2022-01-22;Viborg;127
2022-01-22;Brønderslev;30
2022-01-22;Frederikshavn;7
2022-01-22;Vesthimmerland;9
2022-01-22;Rebild;40
2022-01-22;Mariagerfjord;24
2022-01-22;Jammerbugt;24
2022-01-22;Aalborg;814
2022-01-22;Hjørring;6
2022-01-23;København;2036
2022-01-23;Frederiksberg;282
2022-01-23;Ballerup;75
2022-01-23;Brøndby;60
2022-01-23;Dragør;18
2022-01-23;Gentofte;104
2022-01-23;Gladsaxe;125
2022-01-23;Glostrup;44
2022-01-23;Herlev;44
2022-01-23;Albertslund;36
2022-01-23;Hvidovre;141
2022-01-23;Høje Tåstrup;79
2022-01-23;Lyngby-Taarbæk;110
2022-01-23;Rødovre;75
2022-01-23;Ishøj;23
2022-01-23;Tårnby;67
2022-01-23;Vallensbæk;40
2022-01-23;Furesø;54
2022-01-23;Allerød;32
2022-01-23;Fredensborg;54
2022-01-23;Helsingør;15
2022-01-23;Hillerød;90
2022-01-23;Hørsholm;22
2022-01-23;Rudersdal;58
2022-01-23;Egedal;59
2022-01-23;Frederikssund;37
2022-01-23;Greve;76
2022-01-23;Køge;139
2022-01-23;Halsnæs;32
2022-01-23;Roskilde;122
2022-01-23;Solrød;29
2022-01-23;Gribskov;40
2022-01-23;Odsherred;18
2022-01-23;Holbæk;109
2022-01-23;Faxe;70
2022-01-23;Kalundborg;31
2022-01-23;Ringsted;52
2022-01-23;Slagelse;142
2022-01-23;Stevns;134
2022-01-23;Sorø;35
2022-01-23;Lejre;15
2022-01-23;Lolland;69
2022-01-23;Næstved;145
2022-01-23;Guldborgsund;101
2022-01-23;Vordingborg;56
2022-01-23;Middelfart;15
2022-01-23;Assens;57
2022-01-23;Faaborg-Midtfyn;44
2022-01-23;Kerteminde;22
2022-01-23;Nyborg;19
2022-01-23;Odense;328
2022-01-23;Svendborg;77
2022-01-23;Nordfyn;19
2022-01-23;Langeland;5
2022-01-23;Ærø;1
2022-01-23;Haderslev;91
2022-01-23;Billund;37
2022-01-23;Sønderborg;105
2022-01-23;Tønder;50
2022-01-23;Esbjerg;188
2022-01-23;Fanø;1
2022-01-23;Varde;79
2022-01-23;Vejen;49
2022-01-23;Aabenraa;65
2022-01-23;Fredericia;69
2022-01-23;Horsens;19
2022-01-23;Kolding;166
2022-01-23;Vejle;223
2022-01-23;Herning;78
2022-01-23;Holstebro;8
2022-01-23;Struer;2
2022-01-23;Syddjurs;5
2022-01-23;Norddjurs;3
2022-01-23;Favrskov;13
2022-01-23;Odder;3
2022-01-23;Randers;7
2022-01-23;Silkeborg;17
2022-01-23;Samsø;1
2022-01-23;Skanderborg;39
2022-01-23;Århus;661
2022-01-23;Ikast-Brande;22
2022-01-23;Ringkøbing-Skjern;27
2022-01-23;Hedensted;15
2022-01-23;Morsø;43
2022-01-23;Skive;6
2022-01-23;Thisted;589
2022-01-23;Viborg;30
2022-01-23;Brønderslev;62
2022-01-23;Frederikshavn;554
2022-01-23;Vesthimmerland;91
2022-01-23;Læsø;3
2022-01-23;Rebild;35
2022-01-23;Mariagerfjord;22
2022-01-23;Jammerbugt;45
2022-01-23;Aalborg;571
2022-01-23;Hjørring;365
2022-01-24;København;2420
2022-01-24;Frederiksberg;345
2022-01-24;Ballerup;100
2022-01-24;Brøndby;69
2022-01-24;Dragør;33
2022-01-24;Gentofte;137
2022-01-24;Gladsaxe;163
2022-01-24;Glostrup;58
2022-01-24;Herlev;77
2022-01-24;Albertslund;54
2022-01-24;Hvidovre;157
2022-01-24;Høje Tåstrup;97
2022-01-24;Lyngby-Taarbæk;141
2022-01-24;Rødovre;102
2022-01-24;Ishøj;74
2022-01-24;Tårnby;102
2022-01-24;Vallensbæk;26
2022-01-24;Furesø;74
2022-01-24;Allerød;34
2022-01-24;Fredensborg;82
2022-01-24;Helsingør;163
2022-01-24;Hillerød;101
2022-01-24;Hørsholm;46
2022-01-24;Rudersdal;115
2022-01-24;Egedal;94
2022-01-24;Frederikssund;73
2022-01-24;Greve;117
2022-01-24;Køge;122
2022-01-24;Halsnæs;64
2022-01-24;Roskilde;152
2022-01-24;Solrød;36
2022-01-24;Gribskov;67
2022-01-24;Odsherred;54
2022-01-24;Holbæk;147
2022-01-24;Faxe;43
2022-01-24;Kalundborg;216
2022-01-24;Ringsted;25
2022-01-24;Slagelse;162
2022-01-24;Stevns;29
2022-01-24;Sorø;30
2022-01-24;Lejre;58
2022-01-24;Lolland;45
2022-01-24;Næstved;176
2022-01-24;Guldborgsund;127
2022-01-24;Vordingborg;54
2022-01-24;Bornholm;99
2022-01-24;Middelfart;85
2022-01-24;Assens;95
2022-01-24;Faaborg-Midtfyn;108
2022-01-24;Kerteminde;44
2022-01-24;Nyborg;58
2022-01-24;Odense;923
2022-01-24;Svendborg;173
2022-01-24;Nordfyn;197
2022-01-24;Langeland;20
2022-01-24;Ærø;16
2022-01-24;Haderslev;136
2022-01-24;Billund;53
2022-01-24;Sønderborg;174
2022-01-24;Tønder;78
2022-01-24;Esbjerg;299
2022-01-24;Fanø;5
2022-01-24;Varde;132
2022-01-24;Vejen;155
2022-01-24;Aabenraa;118
2022-01-24;Fredericia;130
2022-01-24;Horsens;277
2022-01-24;Kolding;216
2022-01-24;Vejle;344
2022-01-24;Herning;276
2022-01-24;Holstebro;225
2022-01-24;Lemvig;104
2022-01-24;Struer;83
2022-01-24;Syddjurs;151
2022-01-24;Norddjurs;182
2022-01-24;Favrskov;128
2022-01-24;Odder;53
2022-01-24;Randers;397
2022-01-24;Silkeborg;330
2022-01-24;Samsø;2
2022-01-24;Skanderborg;152
2022-01-24;Århus;1342
2022-01-24;Ikast-Brande;115
2022-01-24;Ringkøbing-Skjern;199
2022-01-24;Hedensted;96
2022-01-24;Morsø;20
2022-01-24;Skive;128
2022-01-24;Thisted;42
2022-01-24;Viborg;366
2022-01-24;Brønderslev;61
2022-01-24;Frederikshavn;55
2022-01-24;Vesthimmerland;90
2022-01-24;Rebild;41
2022-01-24;Mariagerfjord;57
2022-01-24;Jammerbugt;25
2022-01-24;Aalborg;728
2022-01-24;Hjørring;156
2022-01-25;København;1889
2022-01-25;Frederiksberg;260
2022-01-25;Ballerup;80
2022-01-25;Brøndby;64
2022-01-25;Dragør;17
2022-01-25;Gentofte;118
2022-01-25;Gladsaxe;138
2022-01-25;Glostrup;37
2022-01-25;Herlev;36
2022-01-25;Albertslund;54
2022-01-25;Hvidovre;106
2022-01-25;Høje Tåstrup;66
2022-01-25;Lyngby-Taarbæk;133
2022-01-25;Rødovre;73
2022-01-25;Ishøj;34
2022-01-25;Tårnby;76
2022-01-25;Vallensbæk;23
2022-01-25;Furesø;63
2022-01-25;Allerød;31
2022-01-25;Fredensborg;76
2022-01-25;Helsingør;102
2022-01-25;Hillerød;70
2022-01-25;Hørsholm;39
2022-01-25;Rudersdal;100
2022-01-25;Egedal;84
2022-01-25;Frederikssund;49
2022-01-25;Greve;67
2022-01-25;Køge;103
2022-01-25;Halsnæs;28
2022-01-25;Roskilde;141
2022-01-25;Solrød;18
2022-01-25;Gribskov;61
2022-01-25;Odsherred;33
2022-01-25;Holbæk;106
2022-01-25;Faxe;88
2022-01-25;Kalundborg;162
2022-01-25;Ringsted;107
2022-01-25;Slagelse;128
2022-01-25;Stevns;32
2022-01-25;Sorø;42
2022-01-25;Lejre;24
2022-01-25;Lolland;45
2022-01-25;Næstved;148
2022-01-25;Guldborgsund;66
2022-01-25;Vordingborg;61
2022-01-25;Bornholm;63
2022-01-25;Middelfart;60
2022-01-25;Assens;68
2022-01-25;Faaborg-Midtfyn;111
2022-01-25;Kerteminde;140
2022-01-25;Nyborg;64
2022-01-25;Odense;670
2022-01-25;Svendborg;103
2022-01-25;Nordfyn;62
2022-01-25;Langeland;8
2022-01-25;Ærø;2
2022-01-25;Haderslev;128
2022-01-25;Billund;66
2022-01-25;Sønderborg;140
2022-01-25;Tønder;56
2022-01-25;Esbjerg;421
2022-01-25;Fanø;9
2022-01-25;Varde;100
2022-01-25;Vejen;88
2022-01-25;Aabenraa;102
2022-01-25;Fredericia;85
2022-01-25;Horsens;222
2022-01-25;Kolding;155
2022-01-25;Vejle;226
2022-01-25;Herning;195
2022-01-25;Holstebro;140
2022-01-25;Lemvig;13
2022-01-25;Struer;41
2022-01-25;Syddjurs;72
2022-01-25;Norddjurs;80
2022-01-25;Favrskov;133
2022-01-25;Odder;52
2022-01-25;Randers;265
2022-01-25;Silkeborg;263
2022-01-25;Skanderborg;133
2022-01-25;Århus;1211
2022-01-25;Ikast-Brande;91
2022-01-25;Ringkøbing-Skjern;154
2022-01-25;Hedensted;90
2022-01-25;Morsø;16
2022-01-25;Skive;105
2022-01-25;Thisted;34
2022-01-25;Viborg;213
2022-01-25;Brønderslev;41
2022-01-25;Frederikshavn;36
2022-01-25;Vesthimmerland;9
2022-01-25;Rebild;46
2022-01-25;Mariagerfjord;142
2022-01-25;Jammerbugt;25
2022-01-25;Aalborg;593
2022-01-25;Hjørring;134
2022-01-26;København;1588
2022-01-26;Frederiksberg;221
2022-01-26;Ballerup;63
2022-01-26;Brøndby;55
2022-01-26;Dragør;12
2022-01-26;Gentofte;111
2022-01-26;Gladsaxe;113
2022-01-26;Glostrup;35
2022-01-26;Herlev;45
2022-01-26;Albertslund;44
2022-01-26;Hvidovre;96
2022-01-26;Høje Tåstrup;50
2022-01-26;Lyngby-Taarbæk;93
2022-01-26;Rødovre;71
2022-01-26;Ishøj;32
2022-01-26;Tårnby;47
2022-01-26;Vallensbæk;21
2022-01-26;Furesø;53
2022-01-26;Allerød;30
2022-01-26;Fredensborg;57
2022-01-26;Helsingør;68
2022-01-26;Hillerød;89
2022-01-26;Hørsholm;28
2022-01-26;Rudersdal;93
2022-01-26;Egedal;41
2022-01-26;Frederikssund;39
2022-01-26;Greve;66
2022-01-26;Køge;117
2022-01-26;Halsnæs;49
2022-01-26;Roskilde;110
2022-01-26;Solrød;116
2022-01-26;Gribskov;43
2022-01-26;Odsherred;193
2022-01-26;Holbæk;116
2022-01-26;Faxe;109
2022-01-26;Kalundborg;98
2022-01-26;Ringsted;82
2022-01-26;Slagelse;91
2022-01-26;Stevns;126
2022-01-26;Sorø;82
2022-01-26;Lejre;57
2022-01-26;Lolland;93
2022-01-26;Næstved;126
2022-01-26;Guldborgsund;73
2022-01-26;Vordingborg;105
2022-01-26;Bornholm;48
2022-01-26;Middelfart;80
2022-01-26;Assens;87
2022-01-26;Faaborg-Midtfyn;174
2022-01-26;Kerteminde;29
2022-01-26;Nyborg;26
2022-01-26;Odense;530
2022-01-26;Svendborg;81
2022-01-26;Nordfyn;30
2022-01-26;Langeland;7
2022-01-26;Ærø;2
2022-01-26;Haderslev;124
2022-01-26;Billund;25
2022-01-26;Sønderborg;124
2022-01-26;Tønder;111
2022-01-26;Esbjerg;239
2022-01-26;Fanø;1
2022-01-26;Varde;61
2022-01-26;Vejen;47
2022-01-26;Aabenraa;84
2022-01-26;Fredericia;65
2022-01-26;Horsens;191
2022-01-26;Kolding;177
2022-01-26;Vejle;191
2022-01-26;Herning;156
2022-01-26;Holstebro;115
2022-01-26;Lemvig;25
2022-01-26;Struer;11
2022-01-26;Syddjurs;115
2022-01-26;Norddjurs;76
2022-01-26;Favrskov;70
2022-01-26;Odder;35
2022-01-26;Randers;256
2022-01-26;Silkeborg;208
2022-01-26;Skanderborg;113
2022-01-26;Århus;854
2022-01-26;Ikast-Brande;52
2022-01-26;Ringkøbing-Skjern;30
2022-01-26;Hedensted;77
2022-01-26;Morsø;120
2022-01-26;Skive;57
2022-01-26;Thisted;54
2022-01-26;Viborg;160
2022-01-26;Brønderslev;38
2022-01-26;Frederikshavn;27
2022-01-26;Vesthimmerland;22
2022-01-26;Læsø;1
2022-01-26;Rebild;24
2022-01-26;Mariagerfjord;29
2022-01-26;Jammerbugt;23
2022-01-26;Aalborg;476
2022-01-26;Hjørring;145
2022-01-27;København;1284
2022-01-27;Frederiksberg;150
2022-01-27;Ballerup;71
2022-01-27;Brøndby;40
2022-01-27;Dragør;16
2022-01-27;Gentofte;84
2022-01-27;Gladsaxe;85
2022-01-27;Glostrup;29
2022-01-27;Herlev;49
2022-01-27;Albertslund;30
2022-01-27;Hvidovre;75
2022-01-27;Høje Tåstrup;64
2022-01-27;Lyngby-Taarbæk;75
2022-01-27;Rødovre;45
2022-01-27;Ishøj;20
2022-01-27;Tårnby;42
2022-01-27;Vallensbæk;19
2022-01-27;Furesø;60
2022-01-27;Allerød;34
2022-01-27;Fredensborg;32
2022-01-27;Helsingør;93
2022-01-27;Hillerød;71
2022-01-27;Hørsholm;33
2022-01-27;Rudersdal;69
2022-01-27;Egedal;119
2022-01-27;Frederikssund;252
2022-01-27;Greve;61
2022-01-27;Køge;69
2022-01-27;Halsnæs;69
2022-01-27;Roskilde;116
2022-01-27;Solrød;23
2022-01-27;Gribskov;43
2022-01-27;Odsherred;28
2022-01-27;Holbæk;91
2022-01-27;Faxe;32
2022-01-27;Kalundborg;109
2022-01-27;Ringsted;46
2022-01-27;Slagelse;104
2022-01-27;Stevns;22
2022-01-27;Sorø;19
2022-01-27;Lejre;15
2022-01-27;Lolland;20
2022-01-27;Næstved;89
2022-01-27;Guldborgsund;58
2022-01-27;Vordingborg;54
2022-01-27;Bornholm;32
2022-01-27;Middelfart;69
2022-01-27;Assens;67
2022-01-27;Faaborg-Midtfyn;85
2022-01-27;Kerteminde;27
2022-01-27;Nyborg;202
2022-01-27;Odense;450
2022-01-27;Svendborg;77
2022-01-27;Nordfyn;49
2022-01-27;Langeland;8
2022-01-27;Ærø;4
2022-01-27;Haderslev;91
2022-01-27;Billund;75
2022-01-27;Sønderborg;96
2022-01-27;Tønder;69
2022-01-27;Esbjerg;149
2022-01-27;Fanø;13
2022-01-27;Varde;64
2022-01-27;Vejen;46
2022-01-27;Aabenraa;61
2022-01-27;Fredericia;49
2022-01-27;Horsens;141
2022-01-27;Kolding;133
2022-01-27;Vejle;173
2022-01-27;Herning;126
2022-01-27;Holstebro;111
2022-01-27;Lemvig;71
2022-01-27;Struer;46
2022-01-27;Syddjurs;82
2022-01-27;Norddjurs;58
2022-01-27;Favrskov;56
2022-01-27;Odder;45
2022-01-27;Randers;185
2022-01-27;Silkeborg;139
2022-01-27;Samsø;3
2022-01-27;Skanderborg;87
2022-01-27;Århus;752
2022-01-27;Ikast-Brande;86
2022-01-27;Ringkøbing-Skjern;171
2022-01-27;Hedensted;51
2022-01-27;Morsø;17
2022-01-27;Skive;60
2022-01-27;Thisted;42
2022-01-27;Viborg;160
2022-01-27;Brønderslev;36
2022-01-27;Frederikshavn;352
2022-01-27;Vesthimmerland;21
2022-01-27;Rebild;22
2022-01-27;Mariagerfjord;53
2022-01-27;Jammerbugt;38
2022-01-27;Aalborg;434
2022-01-27;Hjørring;24
2022-01-28;København;1275
2022-01-28;Frederiksberg;174
2022-01-28;Ballerup;73
2022-01-28;Brøndby;55
2022-01-28;Dragør;21
2022-01-28;Gentofte;73
2022-01-28;Gladsaxe;106
2022-01-28;Glostrup;32
2022-01-28;Herlev;47
2022-01-28;Albertslund;44
2022-01-28;Hvidovre;75
2022-01-28;Høje Tåstrup;58
2022-01-28;Lyngby-Taarbæk;87
2022-01-28;Rødovre;73
2022-01-28;Ishøj;34
2022-01-28;Tårnby;68
2022-01-28;Vallensbæk;16
2022-01-28;Furesø;51
2022-01-28;Allerød;31
2022-01-28;Fredensborg;50
2022-01-28;Helsingør;59
2022-01-28;Hillerød;101
2022-01-28;Hørsholm;40
2022-01-28;Rudersdal;64
2022-01-28;Egedal;47
2022-01-28;Frederikssund;40
2022-01-28;Greve;50
2022-01-28;Køge;92
2022-01-28;Halsnæs;33
2022-01-28;Roskilde;126
2022-01-28;Solrød;18
2022-01-28;Gribskov;46
2022-01-28;Odsherred;28
2022-01-28;Holbæk;119
2022-01-28;Faxe;48
2022-01-28;Kalundborg;21
2022-01-28;Ringsted;82
2022-01-28;Slagelse;105
2022-01-28;Stevns;25
2022-01-28;Sorø;31
2022-01-28;Lejre;27
2022-01-28;Lolland;35
2022-01-28;Næstved;128
2022-01-28;Guldborgsund;63
2022-01-28;Vordingborg;34
2022-01-28;Bornholm;49
2022-01-28;Middelfart;50
2022-01-28;Assens;71
2022-01-28;Faaborg-Midtfyn;69
2022-01-28;Kerteminde;22
2022-01-28;Nyborg;44
2022-01-28;Odense;565
2022-01-28;Svendborg;106
2022-01-28;Nordfyn;43
2022-01-28;Langeland;79
2022-01-28;Ærø;47
2022-01-28;Haderslev;113
2022-01-28;Billund;27
2022-01-28;Sønderborg;132
2022-01-28;Tønder;101
2022-01-28;Esbjerg;217
2022-01-28;Fanø;3
2022-01-28;Varde;84
2022-01-28;Vejen;53
2022-01-28;Aabenraa;98
2022-01-28;Fredericia;65
2022-01-28;Horsens;134
2022-01-28;Kolding;195
2022-01-28;Vejle;273
2022-01-28;Herning;212
2022-01-28;Holstebro;139
2022-01-28;Lemvig;8
2022-01-28;Struer;10
2022-01-28;Syddjurs;100
2022-01-28;Norddjurs;61
2022-01-28;Favrskov;113
2022-01-28;Odder;29
2022-01-28;Randers;244
2022-01-28;Silkeborg;225
2022-01-28;Samsø;1
2022-01-28;Skanderborg;138
2022-01-28;Århus;667
2022-01-28;Ikast-Brande;98
2022-01-28;Ringkøbing-Skjern;33
2022-01-28;Hedensted;76
2022-01-28;Morsø;21
2022-01-28;Skive;125
2022-01-28;Thisted;18
2022-01-28;Viborg;229
2022-01-28;Brønderslev;22
2022-01-28;Frederikshavn;35
2022-01-28;Vesthimmerland;64
2022-01-28;Rebild;104
2022-01-28;Mariagerfjord;95
2022-01-28;Jammerbugt;148
2022-01-28;Aalborg;473
2022-01-28;Hjørring;195
2022-01-29;København;769
2022-01-29;Frederiksberg;86
2022-01-29;Ballerup;40
2022-01-29;Brøndby;33
2022-01-29;Dragør;5
2022-01-29;Gentofte;45
2022-01-29;Gladsaxe;60
2022-01-29;Glostrup;16
2022-01-29;Herlev;19
2022-01-29;Albertslund;20
2022-01-29;Hvidovre;68
2022-01-29;Høje Tåstrup;31
2022-01-29;Lyngby-Taarbæk;35
2022-01-29;Rødovre;37
2022-01-29;Ishøj;12
2022-01-29;Tårnby;30
2022-01-29;Vallensbæk;6
2022-01-29;Furesø;34
2022-01-29;Allerød;12
2022-01-29;Fredensborg;44
2022-01-29;Helsingør;50
2022-01-29;Hillerød;46
2022-01-29;Hørsholm;12
2022-01-29;Rudersdal;55
2022-01-29;Egedal;39
2022-01-29;Frederikssund;18
2022-01-29;Greve;46
2022-01-29;Køge;65
2022-01-29;Halsnæs;8
2022-01-29;Roskilde;79
2022-01-29;Solrød;12
2022-01-29;Gribskov;23
2022-01-29;Odsherred;14
2022-01-29;Holbæk;54
2022-01-29;Faxe;19
2022-01-29;Kalundborg;26
2022-01-29;Ringsted;41
2022-01-29;Slagelse;55
2022-01-29;Stevns;7
2022-01-29;Sorø;48
2022-01-29;Lejre;8
2022-01-29;Lolland;14
2022-01-29;Næstved;61
2022-01-29;Guldborgsund;30
2022-01-29;Vordingborg;15
2022-01-29;Bornholm;27
2022-01-29;Middelfart;7
2022-01-29;Assens;28
2022-01-29;Faaborg-Midtfyn;34
2022-01-29;Kerteminde;14
2022-01-29;Nyborg;3
2022-01-29;Odense;193
2022-01-29;Svendborg;41
2022-01-29;Nordfyn;12
2022-01-29;Langeland;3
2022-01-29;Ærø;1
2022-01-29;Haderslev;52
2022-01-29;Billund;13
2022-01-29;Sønderborg;72
