"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,2,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,621,241
Hovedstaden,10-19,M,354,167
Hovedstaden,20-29,K,12038,4468
Hovedstaden,20-29,M,4817,1827
Hovedstaden,30-39,K,13059,6095
Hovedstaden,30-39,M,6234,3104
Hovedstaden,40-49,K,18638,8835
Hovedstaden,40-49,M,7436,3875
Hovedstaden,50-59,K,21772,10877
Hovedstaden,50-59,M,10211,5781
Hovedstaden,60-69,K,17789,11398
Hovedstaden,60-69,M,12010,7941
Hovedstaden,70-79,K,29113,11143
Hovedstaden,70-79,M,25804,9734
Hovedstaden,80-89,K,35276,18506
Hovedstaden,80-89,M,23722,11449
Hovedstaden,90+,K,8592,7691
Hovedstaden,90+,M,3182,2832
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,741,309
Midtjylland,10-19,M,282,117
Midtjylland,20-29,K,9674,3309
Midtjylland,20-29,M,3323,997
Midtjylland,30-39,K,10336,4463
Midtjylland,30-39,M,3700,1407
Midtjylland,40-49,K,14630,6366
Midtjylland,40-49,M,4640,1741
Midtjylland,50-59,K,17434,7679
Midtjylland,50-59,M,5749,2172
Midtjylland,60-69,K,14877,9088
Midtjylland,60-69,M,8887,5695
Midtjylland,70-79,K,18613,8894
Midtjylland,70-79,M,18577,9103
Midtjylland,80-89,K,26724,15855
Midtjylland,80-89,M,20333,11324
Midtjylland,90+,K,6532,6259
Midtjylland,90+,M,2887,2774
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,289,127
Nordjylland,10-19,M,103,49
Nordjylland,20-29,K,3968,1509
Nordjylland,20-29,M,1480,601
Nordjylland,30-39,K,4748,1892
Nordjylland,30-39,M,1614,664
Nordjylland,40-49,K,6662,2767
Nordjylland,40-49,M,2175,892
Nordjylland,50-59,K,8841,4020
Nordjylland,50-59,M,2868,1371
Nordjylland,60-69,K,6292,3792
Nordjylland,60-69,M,3457,2301
Nordjylland,70-79,K,7269,3077
Nordjylland,70-79,M,7242,3096
Nordjylland,80-89,K,13932,7568
Nordjylland,80-89,M,10791,5447
Nordjylland,90+,K,3336,3198
Nordjylland,90+,M,1541,1474
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,369,119
Sjælland,10-19,M,183,81
Sjælland,20-29,K,3808,1322
Sjælland,20-29,M,1502,588
Sjælland,30-39,K,5947,2240
Sjælland,30-39,M,2089,833
Sjælland,40-49,K,9885,3927
Sjælland,40-49,M,3166,1322
Sjælland,50-59,K,12367,4964
Sjælland,50-59,M,4612,2040
Sjælland,60-69,K,10035,5460
Sjælland,60-69,M,6910,4101
Sjælland,70-79,K,14453,5659
Sjælland,70-79,M,15014,6081
Sjælland,80-89,K,18151,10142
Sjælland,80-89,M,14126,7332
Sjælland,90+,K,4209,3795
Sjælland,90+,M,1783,1618
Syddanmark,0-9,K,1,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,601,214
Syddanmark,10-19,M,251,112
Syddanmark,20-29,K,7078,2502
Syddanmark,20-29,M,2566,1138
Syddanmark,30-39,K,8901,4013
Syddanmark,30-39,M,3356,1697
Syddanmark,40-49,K,13463,6154
Syddanmark,40-49,M,4582,2485
Syddanmark,50-59,K,16610,8018
Syddanmark,50-59,M,6321,3615
Syddanmark,60-69,K,12604,7660
Syddanmark,60-69,M,8056,5592
Syddanmark,70-79,K,14921,7543
Syddanmark,70-79,M,15193,7786
Syddanmark,80-89,K,24782,15835
Syddanmark,80-89,M,18515,10995
Syddanmark,90+,K,6965,6494
Syddanmark,90+,M,2985,2792
