"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6406,5843770,0.11,6406
2020-12-28,Nationalt,2012,5843770,0.14,8418
2020-12-29,Nationalt,8842,5843770,0.30,17260
2020-12-30,Nationalt,11333,5843770,0.49,28593
2020-12-31,Nationalt,6088,5843770,0.59,34681
2021-01-01,Nationalt,2312,5843770,0.63,36993
2021-01-02,Nationalt,8768,5843770,0.78,45761
2021-01-03,Nationalt,5915,5843770,0.88,51676
2021-01-04,Nationalt,2392,5843770,0.93,54068
2021-01-05,Nationalt,13375,5843770,1.15,67443
2021-01-06,Nationalt,19522,5843770,1.49,86965
2021-01-07,Nationalt,17296,5843770,1.78,104261
2021-01-08,Nationalt,8368,5843770,1.93,112629
2021-01-09,Nationalt,1898,5843770,1.96,114527
2021-01-10,Nationalt,813,5843770,1.97,115340
2021-01-11,Nationalt,657,5843770,1.98,115997
2021-01-12,Nationalt,464,5843770,1.99,116461
2021-01-13,Nationalt,12670,5843770,2.21,129131
2021-01-14,Nationalt,17813,5843770,2.51,146944
2021-01-15,Nationalt,15114,5843770,2.77,162058
2021-01-16,Nationalt,4583,5843770,2.85,166641
2021-01-17,Nationalt,2510,5843770,2.89,169151
2021-01-18,Nationalt,3848,5843770,2.96,172999
2021-01-19,Nationalt,2466,5843770,3.00,175465
2021-01-20,Nationalt,1499,5843770,3.03,176964
2021-01-21,Nationalt,1517,5843770,3.05,178481
2021-01-22,Nationalt,664,5843770,3.07,179145
2021-01-23,Nationalt,754,5843770,3.08,179899
2021-01-24,Nationalt,605,5843770,3.09,180504
2021-01-25,Nationalt,276,5843770,3.09,180780
2021-01-26,Nationalt,216,5843770,3.10,180996
2021-01-27,Nationalt,206,5843770,3.10,181202
2021-01-28,Nationalt,231,5843770,3.10,181433
2021-01-29,Nationalt,1123,5843770,3.12,182556
2021-01-30,Nationalt,1202,5843770,3.14,183758
2021-01-31,Nationalt,1228,5843770,3.17,184986
2021-02-01,Nationalt,750,5843770,3.18,185736
2021-02-02,Nationalt,2036,5843770,3.21,187772
2021-02-03,Nationalt,1546,5843770,3.24,189318
2021-02-04,Nationalt,1429,5843770,3.26,190747
2021-02-05,Nationalt,1588,5843770,3.29,192335
2021-02-06,Nationalt,1030,5843770,3.31,193365
2021-02-07,Nationalt,1907,5843770,3.34,195272
2021-02-08,Nationalt,2543,5843770,3.39,197815
2021-02-09,Nationalt,3557,5843770,3.45,201372
2021-02-10,Nationalt,3283,5843770,3.50,204655
2021-02-11,Nationalt,5672,5843770,3.60,210327
2021-02-12,Nationalt,12043,5843770,3.81,222370
2021-02-13,Nationalt,6551,5843770,3.92,228921
2021-02-14,Nationalt,6231,5843770,4.02,235152
2021-02-15,Nationalt,13854,5843770,4.26,249006
2021-02-16,Nationalt,13245,5843770,4.49,262251
2021-02-17,Nationalt,10476,5843770,4.67,272727
2021-02-18,Nationalt,11474,5843770,4.86,284201
2021-02-19,Nationalt,13909,5843770,5.10,298110
2021-02-20,Nationalt,10515,5843770,5.28,308625
2021-02-21,Nationalt,10819,5843770,5.47,319444
2021-02-22,Nationalt,13523,5843770,5.70,332967
