"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,62757,30116,638781
Frederiksberg,14147,6983,103261
Ballerup,7483,3529,49086
Brøndby,5493,2799,35376
Dragør,2396,1206,14552
Gentofte,11286,5891,74327
Gladsaxe,9571,5046,69074
Glostrup,3821,2190,23493
Herlev,4474,2375,28761
Albertslund,3979,2074,27175
Hvidovre,7977,4477,53314
Høje-Taastrup,7573,3735,52149
Lyngby-Taarbæk,8436,4560,56933
Rødovre,5784,3083,41213
Ishøj,3007,1426,23069
Tårnby,6147,3172,42676
Vallensbæk,2674,1270,16561
Furesø,6497,3593,40972
Allerød,3963,2105,25869
Fredensborg,6370,3453,40999
Helsingør,10353,5294,63047
Hillerød,8512,4354,51727
Hørsholm,4438,2471,24864
Rudersdal,9323,4935,57026
Egedal,6098,2761,43704
Frederikssund,7880,3774,45640
Greve,6845,3577,50600
Køge,8395,4302,61548
Frederiksværk-Hundested,5638,2555,31468
Roskilde,12990,6635,88731
Solrød,3033,1617,23466
Gribskov,7064,3410,41020
Odsherred,5684,2628,32929
Holbæk,11106,5214,72045
Faxe,5066,2636,36801
Kalundborg,7436,3375,48403
Ringsted,4423,2083,35009
Slagelse,13403,5523,79308
Stevns,3549,1849,23229
Sorø,4900,2079,29945
Lejre,4205,2166,28376
Lolland,6571,3064,40386
Næstved,12821,6353,83341
Guldborgsund,10878,5079,60366
Vordingborg,7305,3445,45226
Bornholm,7529,3328,39744
Middelfart,6019,3593,39314
Assens,5566,2981,40880
Faaborg-Midtfyn,7163,3960,51675
Kerteminde,3570,1855,23851
Nyborg,4787,2301,31977
Odense,28167,14359,204929
Svendborg,9221,5580,58835
Nordfyns,4110,2139,29543
Langeland,2099,1158,12347
Ærø,969,576,5996
Haderslev,6565,3967,55360
Billund,3391,1954,26507
Sønderborg,9779,6016,73786
Tønder,4388,2781,37032
Esbjerg,17606,9240,115581
Fanø,481,318,3438
Varde,7057,4133,49722
Vejen,5802,3469,42796
Aabenraa,6305,3887,58569
Fredericia,7271,4491,51368
Horsens,11743,6201,92670
Kolding,11604,7042,93120
Vejle,15831,8845,117582
Herning,13103,7139,89332
Holstebro,9027,4773,58667
Lemvig,3330,1826,19545
Struer,3598,1948,20822
Syddjurs,6467,3488,43382
Norddjurs,5817,3424,36984
Favrskov,6373,3382,48491
Odder,3589,1958,23027
Randers,14025,7439,98359
Silkeborg,13953,7400,95982
Samsø,732,555,3699
Skanderborg,8391,4172,63516
Århus,44078,20711,352377
Ikast-Brande,5862,2935,41587
Ringkøbing-Skjern,8718,4644,56161
Hedensted,6306,3363,46894
Morsø,3426,2187,20071
Skive,7442,4058,45371
Thisted,6027,3354,43125
Viborg,15385,8136,96697
Brønderslev-Dronninglund,5453,2652,36112
Frederikshavn,9630,4820,58957
Vesthimmerlands,5885,2808,36348
Læsø,403,188,1780
Rebild,4026,2047,30521
Mariagerfjord,6150,3241,41586
Jammerbugt,5395,2563,38181
Ålborg,29908,14883,219627
Hjørring,10306,5102,64101
