"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,86609,43845,590409
Midtjylland,187939,97552,1333563
Syddanmark,167751,94645,1224208
Hovedstaden,250670,125965,1855881
Sjælland,128610,61625,839709
