"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16869,0
AstraZeneca Covid-19 vaccine,Midtjylland,33623,1
AstraZeneca Covid-19 vaccine,Syddanmark,30413,248
AstraZeneca Covid-19 vaccine,Hovedstaden,45122,11
AstraZeneca Covid-19 vaccine,Sjælland,23870,331
Moderna Covid-19 Vaccine,Nordjylland,4396,3850
Moderna Covid-19 Vaccine,Midtjylland,13199,3548
Moderna Covid-19 Vaccine,Syddanmark,13762,5325
Moderna Covid-19 Vaccine,Hovedstaden,19639,2288
Moderna Covid-19 Vaccine,Sjælland,9722,1692
Pfizer BioNTech Covid-19 vacc,Nordjylland,61678,39360
Pfizer BioNTech Covid-19 vacc,Midtjylland,129182,88137
Pfizer BioNTech Covid-19 vacc,Syddanmark,117256,85502
Pfizer BioNTech Covid-19 vacc,Hovedstaden,179246,123037
Pfizer BioNTech Covid-19 vacc,Sjælland,91442,55857
