"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5843445,0.00,5
2021-01-16,Nationalt,7,5843445,0.00,12
2021-01-17,Nationalt,704,5843445,0.01,716
2021-01-18,Nationalt,2119,5843445,0.05,2835
2021-01-19,Nationalt,2077,5843445,0.08,4912
2021-01-20,Nationalt,1874,5843445,0.12,6786
2021-01-21,Nationalt,2343,5843445,0.16,9129
2021-01-22,Nationalt,5645,5843445,0.25,14774
2021-01-23,Nationalt,7138,5843445,0.37,21912
2021-01-24,Nationalt,6529,5843445,0.49,28441
2021-01-25,Nationalt,2502,5843445,0.53,30943
2021-01-26,Nationalt,1736,5843445,0.56,32679
2021-01-27,Nationalt,4360,5843445,0.63,37039
2021-01-28,Nationalt,8101,5843445,0.77,45140
2021-01-29,Nationalt,18274,5843445,1.09,63414
2021-01-30,Nationalt,12918,5843445,1.31,76332
2021-01-31,Nationalt,12279,5843445,1.52,88611
2021-02-01,Nationalt,7880,5843445,1.65,96491
2021-02-02,Nationalt,3025,5843445,1.70,99516
2021-02-03,Nationalt,6186,5843445,1.81,105702
2021-02-04,Nationalt,10891,5843445,2.00,116593
2021-02-05,Nationalt,13448,5843445,2.23,130041
2021-02-06,Nationalt,6757,5843445,2.34,136798
2021-02-07,Nationalt,3632,5843445,2.40,140430
2021-02-08,Nationalt,7038,5843445,2.52,147468
2021-02-09,Nationalt,4912,5843445,2.61,152380
2021-02-10,Nationalt,3908,5843445,2.67,156288
2021-02-11,Nationalt,2453,5843445,2.72,158741
2021-02-12,Nationalt,7615,5843445,2.85,166356
2021-02-13,Nationalt,972,5843445,2.86,167328
2021-02-14,Nationalt,627,5843445,2.87,167955
2021-02-15,Nationalt,3137,5843445,2.93,171092
2021-02-16,Nationalt,1332,5843445,2.95,172424
2021-02-17,Nationalt,429,5843445,2.96,172853
2021-02-18,Nationalt,306,5843445,2.96,173159
2021-02-19,Nationalt,966,5843445,2.98,174125
2021-02-20,Nationalt,575,5843445,2.99,174700
2021-02-21,Nationalt,348,5843445,3.00,175048
2021-02-22,Nationalt,1089,5843445,3.01,176137
2021-02-23,Nationalt,1950,5843445,3.05,178087
2021-02-24,Nationalt,1965,5843445,3.08,180052
2021-02-25,Nationalt,636,5843445,3.09,180688
2021-02-26,Nationalt,994,5843445,3.11,181682
2021-02-27,Nationalt,1478,5843445,3.13,183160
2021-02-28,Nationalt,1428,5843445,3.16,184588
2021-03-01,Nationalt,1049,5843445,3.18,185637
2021-03-02,Nationalt,1301,5843445,3.20,186938
2021-03-03,Nationalt,1025,5843445,3.22,187963
2021-03-04,Nationalt,1812,5843445,3.25,189775
2021-03-05,Nationalt,5678,5843445,3.34,195453
2021-03-06,Nationalt,4010,5843445,3.41,199463
2021-03-07,Nationalt,4360,5843445,3.49,203823
2021-03-08,Nationalt,6480,5843445,3.60,210303
2021-03-09,Nationalt,7254,5843445,3.72,217557
2021-03-10,Nationalt,7290,5843445,3.85,224847
2021-03-11,Nationalt,8066,5843445,3.99,232913
2021-03-12,Nationalt,10682,5843445,4.17,243595
2021-03-13,Nationalt,5977,5843445,4.27,249572
2021-03-14,Nationalt,9435,5843445,4.43,259007
2021-03-15,Nationalt,9967,5843445,4.60,268974
2021-03-16,Nationalt,9522,5843445,4.77,278496
2021-03-17,Nationalt,9254,5843445,4.92,287750
2021-03-18,Nationalt,7248,5843445,5.05,294998
2021-03-19,Nationalt,11828,5843445,5.25,306826
2021-03-20,Nationalt,4875,5843445,5.33,311701
2021-03-21,Nationalt,4694,5843445,5.41,316395
2021-03-22,Nationalt,7837,5843445,5.55,324232
2021-03-23,Nationalt,7649,5843445,5.68,331881
2021-03-24,Nationalt,13535,5843445,5.91,345416
2021-03-25,Nationalt,8498,5843445,6.06,353914
2021-03-26,Nationalt,7923,5843445,6.19,361837
2021-03-27,Nationalt,3141,5843445,6.25,364978
2021-03-28,Nationalt,2776,5843445,6.29,367754
2021-03-29,Nationalt,6161,5843445,6.40,373915
2021-03-30,Nationalt,6101,5843445,6.50,380016
2021-03-31,Nationalt,9870,5843445,6.67,389886
2021-04-01,Nationalt,6979,5843445,6.79,396865
2021-04-02,Nationalt,7053,5843445,6.91,403918
2021-04-03,Nationalt,2191,5843445,6.95,406109
2021-04-04,Nationalt,1782,5843445,6.98,407891
2021-04-05,Nationalt,1296,5843445,7.00,409187
