"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,2,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,621,239
Hovedstaden,10-19,M,355,167
Hovedstaden,20-29,K,12005,4453
Hovedstaden,20-29,M,4799,1812
Hovedstaden,30-39,K,13053,6080
Hovedstaden,30-39,M,6205,3088
Hovedstaden,40-49,K,18584,8804
Hovedstaden,40-49,M,7406,3850
Hovedstaden,50-59,K,21735,10845
Hovedstaden,50-59,M,10153,5757
Hovedstaden,60-69,K,17725,11327
Hovedstaden,60-69,M,11936,7902
Hovedstaden,70-79,K,25900,11081
Hovedstaden,70-79,M,23096,9672
Hovedstaden,80-89,K,35058,18402
Hovedstaden,80-89,M,23612,11373
Hovedstaden,90+,K,8585,7666
Hovedstaden,90+,M,3177,2817
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,734,282
Midtjylland,10-19,M,279,84
Midtjylland,20-29,K,9621,3107
Midtjylland,20-29,M,3284,842
Midtjylland,30-39,K,10269,4273
Midtjylland,30-39,M,3636,1267
Midtjylland,40-49,K,14495,6075
Midtjylland,40-49,M,4543,1568
Midtjylland,50-59,K,17254,7313
Midtjylland,50-59,M,5567,1920
Midtjylland,60-69,K,14615,8572
Midtjylland,60-69,M,8649,5268
Midtjylland,70-79,K,14004,8112
Midtjylland,70-79,M,14286,8311
Midtjylland,80-89,K,25824,15155
Midtjylland,80-89,M,19522,10638
Midtjylland,90+,K,6529,6163
Midtjylland,90+,M,2893,2736
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,289,125
Nordjylland,10-19,M,103,45
Nordjylland,20-29,K,3948,1493
Nordjylland,20-29,M,1453,576
Nordjylland,30-39,K,4710,1857
Nordjylland,30-39,M,1591,636
Nordjylland,40-49,K,6620,2726
Nordjylland,40-49,M,2135,866
Nordjylland,50-59,K,8783,3961
Nordjylland,50-59,M,2812,1327
Nordjylland,60-69,K,6244,3757
Nordjylland,60-69,M,3404,2245
Nordjylland,70-79,K,5811,3039
Nordjylland,70-79,M,5863,3048
Nordjylland,80-89,K,13703,7474
Nordjylland,80-89,M,10601,5387
Nordjylland,90+,K,3335,3187
Nordjylland,90+,M,1537,1461
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,364,116
Sjælland,10-19,M,175,74
Sjælland,20-29,K,3781,1258
Sjælland,20-29,M,1475,513
Sjælland,30-39,K,5879,2172
Sjælland,30-39,M,2045,751
Sjælland,40-49,K,9811,3823
Sjælland,40-49,M,3119,1198
Sjælland,50-59,K,12265,4814
Sjælland,50-59,M,4535,1836
Sjælland,60-69,K,9936,5189
Sjælland,60-69,M,6838,3819
Sjælland,70-79,K,13131,5168
Sjælland,70-79,M,13814,5617
Sjælland,80-89,K,17942,9467
Sjælland,80-89,M,13935,6781
Sjælland,90+,K,4209,3704
Sjælland,90+,M,1779,1579
Syddanmark,0-9,K,1,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,593,202
Syddanmark,10-19,M,239,107
Syddanmark,20-29,K,7008,2433
Syddanmark,20-29,M,2484,1077
Syddanmark,30-39,K,8830,3925
Syddanmark,30-39,M,3273,1632
Syddanmark,40-49,K,13350,5993
Syddanmark,40-49,M,4456,2352
Syddanmark,50-59,K,16437,7789
Syddanmark,50-59,M,6165,3408
Syddanmark,60-69,K,12417,7275
Syddanmark,60-69,M,7890,5207
Syddanmark,70-79,K,13352,7070
Syddanmark,70-79,M,13562,7305
Syddanmark,80-89,K,23755,15458
Syddanmark,80-89,M,17666,10669
Syddanmark,90+,K,6968,6418
Syddanmark,90+,M,2985,2755
