"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,82943,43210,14.0,7.3,590455
Midtjylland,176004,91686,13.2,6.9,1333315
Syddanmark,161431,91075,13.2,7.4,1224067
Hovedstaden,244007,125336,13.1,6.8,1856091
Sjælland,125034,57880,14.9,6.9,839517
