"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,82943,43210,590455
Midtjylland,176004,91686,1333315
Syddanmark,161431,91075,1224067
Hovedstaden,244007,125336,1856091
Sjælland,125034,57880,839517
