"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16933,22
AstraZeneca Covid-19 vaccine,Midtjylland,33840,63
AstraZeneca Covid-19 vaccine,Syddanmark,30668,307
AstraZeneca Covid-19 vaccine,Hovedstaden,45786,439
AstraZeneca Covid-19 vaccine,Sjælland,23963,374
Janssen COVID-19 vaccine,Nordjylland,3603,3603
Janssen COVID-19 vaccine,Midtjylland,9754,9754
Janssen COVID-19 vaccine,Syddanmark,7333,7333
Janssen COVID-19 vaccine,Hovedstaden,22350,22350
Janssen COVID-19 vaccine,Sjælland,2724,2724
Moderna Covid-19 Vaccine,Nordjylland,38731,23757
Moderna Covid-19 Vaccine,Midtjylland,52206,32251
Moderna Covid-19 Vaccine,Syddanmark,59090,65590
Moderna Covid-19 Vaccine,Hovedstaden,53068,35977
Moderna Covid-19 Vaccine,Sjælland,53025,57904
Pfizer BioNTech Covid-19 vacc,Nordjylland,296571,180320
Pfizer BioNTech Covid-19 vacc,Midtjylland,663048,414878
Pfizer BioNTech Covid-19 vacc,Syddanmark,607358,365333
Pfizer BioNTech Covid-19 vacc,Hovedstaden,952148,608965
Pfizer BioNTech Covid-19 vacc,Sjælland,447097,279443
