"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,328530,172573,51.4,27.0,639010
Frederiksberg,61275,36698,59.6,35.7,102862
Ballerup,29204,19690,59.5,40.1,49079
Brøndby,19447,13663,54.8,38.5,35514
Dragør,9640,6603,66.0,45.2,14615
Gentofte,47266,31372,63.6,42.2,74286
Gladsaxe,39918,25270,58.0,36.7,68880
Glostrup,13420,9097,57.1,38.7,23517
Herlev,16898,11298,58.7,39.2,28805
Albertslund,14800,10071,54.6,37.2,27101
Hvidovre,30316,19767,57.0,37.1,53229
Høje Tåstrup,28175,19004,53.7,36.2,52458
Lyngby-Taarbæk,35959,22237,63.1,39.0,57001
Rødovre,23089,15202,56.0,36.9,41202
Ishøj,11419,7972,49.6,34.6,23031
Tårnby,25712,16509,60.3,38.7,42615
Vallensbæk,9180,6300,55.5,38.1,16541
Furesø,25736,17226,62.4,41.8,41214
Allerød,16842,10955,64.9,42.2,25933
Fredensborg,25649,17451,62.6,42.6,40986
Helsingør,40074,27532,63.5,43.6,63142
Hillerød,32840,21478,62.9,41.2,52182
Hørsholm,16949,11725,68.3,47.2,24817
Rudersdal,37350,23859,65.3,41.7,57237
Egedal,27536,17849,62.4,40.5,44097
Frederikssund,30285,20837,66.1,45.5,45808
Greve,29658,18772,58.5,37.0,50697
Køge,37784,22411,61.3,36.4,61643
Halsnæs,20815,14950,66.2,47.5,31457
Roskilde,54904,33279,61.7,37.4,88987
Solrød,14188,8453,60.4,36.0,23506
Gribskov,27588,19990,66.9,48.5,41208
Odsherred,22573,15675,68.5,47.5,32968
Holbæk,45713,29386,63.0,40.5,72523
Faxe,22976,14354,62.2,38.8,36967
Kalundborg,30480,20524,62.9,42.4,48424
Ringsted,20460,11671,58.4,33.3,35036
Slagelse,49263,32955,61.9,41.4,79539
Stevns,14922,9575,64.1,41.2,23264
Sorø,19079,12537,63.6,41.8,30022
Lejre,18049,11471,63.3,40.3,28493
Lolland,26401,18437,65.5,45.7,40321
Næstved,50985,33185,61.1,39.7,83512
Guldborgsund,39886,27553,66.0,45.6,60470
Vordingborg,29488,20207,65.0,44.5,45373
Bornholm,27440,20553,68.9,51.6,39827
Middelfart,24265,15275,61.5,38.7,39451
Assens,24642,15978,60.4,39.1,40823
Faaborg-Midtfyn,31659,19993,61.1,38.6,51788
Kerteminde,14665,9754,61.3,40.8,23907
Nyborg,19399,12040,60.5,37.5,32072
Odense,106720,68630,52.1,33.5,204828
Svendborg,36702,23169,62.3,39.3,58888
Nordfyn,17563,11511,59.4,38.9,29591
Langeland,8405,5813,68.1,47.1,12344
Ærø,4103,3132,68.1,52.0,6022
Haderslev,31536,17150,56.9,30.9,55417
Billund,15537,8857,58.5,33.4,26537
Sønderborg,44238,27456,60.0,37.2,73711
Tønder,21362,11853,57.7,32.0,36996
Esbjerg,67181,46015,58.2,39.8,115486
Fanø,2427,1735,70.3,50.3,3452
Varde,29602,20025,59.6,40.3,49705
Vejen,23909,13961,55.8,32.6,42838
Aabenraa,34421,20217,58.8,34.6,58499
Fredericia,30161,17695,58.6,34.4,51455
Horsens,50935,29944,54.7,32.2,93091
Kolding,50514,28856,54.3,31.0,93034
Vejle,65438,39448,55.4,33.4,118068
Herning,50157,31289,56.2,35.0,89326
Holstebro,33665,21414,57.4,36.5,58604
Lemvig,12581,8399,64.5,43.1,19504
Struer,13286,8362,63.8,40.2,20820
Syddjurs,27686,16474,63.7,37.9,43456
Norddjurs,23661,14085,64.0,38.1,36982
Favrskov,28810,15683,59.2,32.2,48657
Odder,14604,9024,63.3,39.1,23086
Randers,57029,32703,57.9,33.2,98547
Silkeborg,55039,33330,57.0,34.5,96489
Samsø,2699,2002,72.7,53.9,3712
Skanderborg,37501,21109,58.8,33.1,63817
Århus,181509,107144,51.5,30.4,352495
Ikast-Brande,23507,14359,56.3,34.4,41743
Ringkøbing-Skjern,33511,22297,59.6,39.6,56236
Hedensted,28337,16857,60.3,35.8,47026
Morsø,13245,8007,65.9,39.9,20088
Skive,27960,18409,61.8,40.7,45209
Thisted,27892,16049,64.7,37.2,43122
Viborg,56371,34062,58.3,35.2,96673
Brønderslev,22157,12399,61.3,34.3,36174
Frederikshavn,38356,22861,65.0,38.8,58992
Vesthimmerland,22401,14262,61.6,39.2,36343
Læsø,1427,1385,80.2,77.8,1780
Rebild,17766,10120,58.1,33.1,30590
Mariagerfjord,25781,15167,62.1,36.5,41547
Jammerbugt,23772,13995,62.3,36.7,38182
Aalborg,121979,69773,55.5,31.8,219596
Hjørring,41062,23684,64.1,37.0,64041
