"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,355838,207702,590455
Midtjylland,758848,456946,1335473
Syddanmark,704449,438563,1224912
Hovedstaden,1073352,667731,1857654
Sjælland,526809,340445,841745
