"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,46877,19134,7.9,3.2,590460
Midtjylland,96870,41310,7.3,3.1,1332650
Syddanmark,94226,39623,7.7,3.2,1223640
Hovedstaden,126120,59509,6.8,3.2,1855762
Sjælland,65794,24859,7.8,3.0,838921
