"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,9768,0
AstraZeneca Covid-19 vaccine,Midtjylland,18660,0
AstraZeneca Covid-19 vaccine,Syddanmark,19424,0
AstraZeneca Covid-19 vaccine,Hovedstaden,20906,0
AstraZeneca Covid-19 vaccine,Sjælland,15753,0
Moderna Covid-19 Vaccine,Nordjylland,3244,1
Moderna Covid-19 Vaccine,Midtjylland,2435,224
Moderna Covid-19 Vaccine,Syddanmark,4809,2350
Moderna Covid-19 Vaccine,Hovedstaden,2187,4
Moderna Covid-19 Vaccine,Sjælland,1219,3
Pfizer BioNTech Covid-19 vacc,Nordjylland,33865,19133
Pfizer BioNTech Covid-19 vacc,Midtjylland,75775,41086
Pfizer BioNTech Covid-19 vacc,Syddanmark,69993,37273
Pfizer BioNTech Covid-19 vacc,Hovedstaden,103027,59505
Pfizer BioNTech Covid-19 vacc,Sjælland,48822,24856
