"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-01,København,K,21563,11458,21064,11307,499,151
2021-03-01,København,M,11269,5459,10701,5400,568,59
2021-03-01,Frederiksberg,K,4699,2337,4586,2312,113,25
2021-03-01,Frederiksberg,M,2421,1133,2313,1126,108,7
2021-03-01,Ballerup,K,2308,944,2212,934,96,10
2021-03-01,Ballerup,M,1113,397,1041,395,72,2
2021-03-01,Brøndby,K,1740,715,1682,707,58,8
2021-03-01,Brøndby,M,823,300,783,296,40,4
2021-03-01,Dragør,K,715,304,689,302,26,2
2021-03-01,Dragør,M,391,133,371,133,20,0
2021-03-01,Gentofte,K,3680,1926,3544,1867,136,59
2021-03-01,Gentofte,M,1788,880,1682,860,106,20
2021-03-01,Gladsaxe,K,3566,1747,3421,1707,145,40
2021-03-01,Gladsaxe,M,1584,704,1478,692,106,12
2021-03-01,Glostrup,K,1436,715,1393,710,43,5
2021-03-01,Glostrup,M,711,376,690,372,21,4
2021-03-01,Herlev,K,1704,841,1633,831,71,10
2021-03-01,Herlev,M,647,274,588,269,59,5
2021-03-01,Albertslund,K,1320,672,1282,663,38,9
2021-03-01,Albertslund,M,703,333,675,331,28,2
2021-03-01,Hvidovre,K,2912,1495,2830,1488,82,7
2021-03-01,Hvidovre,M,1381,622,1312,622,69,0
2021-03-01,Høje Tåstrup,K,2364,1164,2293,1148,71,16
2021-03-01,Høje Tåstrup,M,1371,691,1324,677,47,14
2021-03-01,Lyngby-Taarbæk,K,3133,1358,3033,1302,100,56
2021-03-01,Lyngby-Taarbæk,M,1402,591,1325,575,77,16
2021-03-01,Rødovre,K,2073,862,1949,843,124,19
2021-03-01,Rødovre,M,867,329,798,327,69,2
2021-03-01,Ishøj,K,971,449,957,444,14,5
2021-03-01,Ishøj,M,486,214,465,212,21,2
2021-03-01,Tårnby,K,2077,1008,2026,989,51,19
2021-03-01,Tårnby,M,964,366,906,360,58,6
2021-03-01,Vallensbæk,K,792,338,771,335,21,3
2021-03-01,Vallensbæk,M,476,214,466,212,10,2
2021-03-01,Furesø,K,2275,1014,2149,991,126,23
2021-03-01,Furesø,M,1088,443,1021,434,67,9
2021-03-01,Allerød,K,1386,576,1317,552,69,24
2021-03-01,Allerød,M,750,261,704,255,46,6
2021-03-01,Fredensborg,K,2128,1087,2047,1023,81,64
2021-03-01,Fredensborg,M,1103,467,1047,453,56,14
2021-03-01,Helsingør,K,3424,1552,3318,1510,106,42
2021-03-01,Helsingør,M,1768,719,1691,706,77,13
2021-03-01,Hillerød,K,2982,1590,2892,1561,90,29
2021-03-01,Hillerød,M,1447,656,1379,644,68,12
2021-03-01,Hørsholm,K,1443,670,1402,658,41,12
2021-03-01,Hørsholm,M,791,315,761,311,30,4
2021-03-01,Rudersdal,K,3016,1370,2918,1342,98,28
2021-03-01,Rudersdal,M,1593,628,1504,619,89,9
2021-03-01,Egedal,K,2002,889,1906,864,96,25
2021-03-01,Egedal,M,888,308,817,301,71,7
2021-03-01,Frederikssund,K,2582,1057,2500,1042,82,15
2021-03-01,Frederikssund,M,1183,445,1136,438,47,7
2021-03-01,Greve,K,2180,1055,2138,1048,42,7
2021-03-01,Greve,M,1122,380,1060,376,62,4
2021-03-01,Køge,K,3042,1391,3004,1388,38,3
2021-03-01,Køge,M,1349,458,1329,452,20,6
2021-03-01,Halsnæs,K,1601,770,1544,730,57,40
2021-03-01,Halsnæs,M,838,327,788,308,50,19
2021-03-01,Roskilde,K,4669,2124,4583,2100,86,24
2021-03-01,Roskilde,M,2108,752,2048,742,60,10
2021-03-01,Solrød,K,1019,497,997,494,22,3
2021-03-01,Solrød,M,513,180,485,179,28,1
2021-03-01,Gribskov,K,2174,1038,2094,1003,80,35
2021-03-01,Gribskov,M,1203,514,1143,497,60,17
2021-03-01,Odsherred,K,1856,640,1821,636,35,4
2021-03-01,Odsherred,M,984,310,973,309,11,1
2021-03-01,Holbæk,K,4131,1670,4069,1663,62,7
2021-03-01,Holbæk,M,1801,587,1780,586,21,1
2021-03-01,Faxe,K,1787,733,1765,727,22,6
2021-03-01,Faxe,M,863,245,856,241,7,4
2021-03-01,Kalundborg,K,2542,789,2507,782,35,7
2021-03-01,Kalundborg,M,1125,289,1117,285,8,4
2021-03-01,Ringsted,K,1694,692,1678,690,16,2
2021-03-01,Ringsted,M,729,245,718,245,11,0
2021-03-01,Slagelse,K,4726,1807,4670,1788,56,19
2021-03-01,Slagelse,M,1977,626,1968,620,9,6
2021-03-01,Stevns,K,1135,464,1123,461,12,3
2021-03-01,Stevns,M,534,132,524,131,10,1
2021-03-01,Sorø,K,1695,651,1665,647,30,4
2021-03-01,Sorø,M,724,234,711,233,13,1
2021-03-01,Lejre,K,1487,631,1458,626,29,5
2021-03-01,Lejre,M,634,199,621,196,13,3
2021-03-01,Lolland,K,2160,765,2158,742,2,23
2021-03-01,Lolland,M,1187,391,1185,381,2,10
2021-03-01,Næstved,K,4816,1987,4746,1979,70,8
2021-03-01,Næstved,M,2170,691,2157,685,13,6
2021-03-01,Guldborgsund,K,3606,1394,3597,1371,9,23
2021-03-01,Guldborgsund,M,1784,606,1774,593,10,13
2021-03-01,Vordingborg,K,2382,846,2361,834,21,12
2021-03-01,Vordingborg,M,1263,398,1257,392,6,6
2021-03-01,Bornholm,K,1987,1020,1940,1019,47,1
2021-03-01,Bornholm,M,1018,444,965,444,53,0
2021-03-01,Middelfart,K,2349,1057,2305,1056,44,1
2021-03-01,Middelfart,M,1100,432,1067,432,33,0
2021-03-01,Assens,K,2098,836,2053,835,45,1
2021-03-01,Assens,M,850,310,814,310,36,0
2021-03-01,Faaborg-Midtfyn,K,2868,1165,2805,1163,63,2
2021-03-01,Faaborg-Midtfyn,M,1196,413,1149,412,47,1
2021-03-01,Kerteminde,K,1301,527,1284,527,17,0
2021-03-01,Kerteminde,M,553,192,534,192,19,0
2021-03-01,Nyborg,K,1775,557,1752,557,23,0
2021-03-01,Nyborg,M,726,220,707,220,19,0
2021-03-01,Odense,K,10357,4474,10181,4470,176,4
2021-03-01,Odense,M,4558,1841,4427,1839,131,2
2021-03-01,Svendborg,K,4187,2048,4132,2042,55,6
2021-03-01,Svendborg,M,1791,775,1742,772,49,3
2021-03-01,Nordfyn,K,1477,584,1454,584,23,0
2021-03-01,Nordfyn,M,622,206,604,206,18,0
2021-03-01,Langeland,K,860,324,848,323,12,1
2021-03-01,Langeland,M,347,116,331,116,16,0
2021-03-01,Ærø,K,366,224,366,224,0,0
2021-03-01,Ærø,M,217,83,213,83,4,0
2021-03-01,Haderslev,K,2704,1305,2631,1305,73,0
2021-03-01,Haderslev,M,1218,506,1179,506,39,0
2021-03-01,Billund,K,1193,556,1173,556,20,0
2021-03-01,Billund,M,613,197,599,197,14,0
2021-03-01,Sønderborg,K,3812,1890,3720,1890,92,0
2021-03-01,Sønderborg,M,1582,557,1512,557,70,0
2021-03-01,Tønder,K,1937,940,1907,940,30,0
2021-03-01,Tønder,M,801,308,772,308,29,0
2021-03-01,Esbjerg,K,6669,2659,6630,2659,39,0
2021-03-01,Esbjerg,M,3371,1089,3343,1089,28,0
2021-03-01,Fanø,K,191,73,190,73,1,0
2021-03-01,Fanø,M,102,49,99,49,3,0
2021-03-01,Varde,K,2842,1030,2816,1030,26,0
2021-03-01,Varde,M,1453,409,1435,409,18,0
2021-03-01,Vejen,K,2300,899,2251,899,49,0
2021-03-01,Vejen,M,1099,400,1060,400,39,0
2021-03-01,Aabenraa,K,2712,1234,2666,1234,46,0
2021-03-01,Aabenraa,M,1214,480,1177,480,37,0
2021-03-01,Fredericia,K,2719,1265,2639,1263,80,2
2021-03-01,Fredericia,M,1292,608,1244,607,48,1
