"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,46877,19134,590460
Midtjylland,96870,41310,1332650
Syddanmark,94226,39623,1223640
Hovedstaden,126120,59509,1855762
Sjælland,65794,24859,838921
