"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,32832,16917,5.1,2.6,638665
Frederiksberg,7120,3470,6.9,3.4,103485
Ballerup,3421,1341,7.0,2.7,49168
Brøndby,2563,1015,7.3,2.9,35318
Dragør,1106,437,7.6,3.0,14564
Gentofte,5468,2806,7.3,3.8,74454
Gladsaxe,5150,2451,7.4,3.5,69248
Glostrup,2147,1091,9.2,4.7,23444
Herlev,2351,1115,8.2,3.9,28826
Albertslund,2023,1005,7.4,3.7,27296
Hvidovre,4293,2117,8.0,4.0,53379
Høje Tåstrup,3735,1855,7.2,3.6,52060
Lyngby-Taarbæk,4535,1949,8.0,3.4,56752
Rødovre,2940,1191,7.1,2.9,41153
Ishøj,1457,663,6.3,2.9,23086
Tårnby,3041,1374,7.1,3.2,42700
Vallensbæk,1268,552,7.7,3.3,16535
Furesø,3363,1457,8.2,3.6,40957
Allerød,2136,837,8.3,3.2,25852
Fredensborg,3231,1554,7.9,3.8,41000
Helsingør,5192,2271,8.2,3.6,63020
Hillerød,4429,2246,8.6,4.3,51723
Hørsholm,2234,985,9.0,4.0,24857
Rudersdal,4609,1998,8.1,3.5,56984
Egedal,2890,1197,6.6,2.7,43694
Frederikssund,3765,1502,8.3,3.3,45492
Greve,3302,1435,6.5,2.8,50566
Køge,4391,1849,7.1,3.0,61490
Halsnæs,2439,1097,7.8,3.5,31376
Roskilde,6777,2876,7.6,3.2,88780
Solrød,1532,677,6.5,2.9,23438
Gribskov,3377,1552,8.2,3.8,40938
Odsherred,2840,950,8.6,2.9,32896
Holbæk,5932,2257,8.2,3.1,71966
Faxe,2650,978,7.2,2.7,36721
Kalundborg,3667,1078,7.6,2.2,48413
Ringsted,2423,937,6.9,2.7,34868
Slagelse,6703,2433,8.5,3.1,79201
Stevns,1669,596,7.2,2.6,23122
Sorø,2419,885,8.1,2.9,30005
Lejre,2121,830,7.5,2.9,28256
Lolland,3347,1156,8.3,2.9,40436
Næstved,6986,2678,8.4,3.2,83238
Guldborgsund,5390,2000,8.9,3.3,60264
Vordingborg,3645,1244,8.1,2.7,45261
Bornholm,3005,1464,7.6,3.7,39736
Middelfart,3449,1489,8.8,3.8,39190
Assens,2948,1146,7.2,2.8,40847
Faaborg-Midtfyn,4064,1578,7.9,3.1,51614
Kerteminde,1854,719,7.8,3.0,23867
Nyborg,2501,777,7.8,2.4,31945
Odense,14915,6315,7.3,3.1,205123
Svendborg,5978,2823,10.2,4.8,58734
Nordfyn,2099,790,7.1,2.7,29547
Langeland,1207,440,9.8,3.6,12340
Ærø,583,307,9.8,5.1,5971
Haderslev,3922,1811,7.1,3.3,55331
Billund,1806,753,6.8,2.8,26549
Sønderborg,5394,2447,7.3,3.3,73810
Tønder,2738,1248,7.4,3.4,37050
Esbjerg,10040,3748,8.7,3.2,115568
Fanø,293,122,8.5,3.5,3445
Varde,4295,1439,8.7,2.9,49652
Vejen,3399,1299,8.0,3.0,42745
Aabenraa,3926,1714,6.7,2.9,58544
Fredericia,4011,1873,7.8,3.6,51353
Horsens,6463,2657,7.0,2.9,92489
Kolding,6554,2944,7.0,3.2,93102
Vejle,8250,3841,7.0,3.3,117313
Herning,6403,3162,7.2,3.5,89247
Holstebro,4266,1921,7.3,3.3,58693
Lemvig,1500,708,7.7,3.6,19588
Struer,1628,671,7.8,3.2,20810
Syddjurs,3280,1292,7.6,3.0,43201
Norddjurs,3166,1460,8.6,4.0,36935
Favrskov,3364,1425,6.9,2.9,48419
Odder,1950,864,8.5,3.8,22982
Randers,7788,3449,7.9,3.5,98274
Silkeborg,6892,3079,7.2,3.2,95792
Samsø,486,444,13.2,12.1,3684
Skanderborg,4096,1612,6.5,2.5,63437
Århus,24240,9032,6.9,2.6,352576
Ikast-Brande,2506,1138,6.0,2.7,41545
Ringkøbing-Skjern,4079,1867,7.3,3.3,56138
Hedensted,3336,1369,7.1,2.9,46791
Morsø,2055,1033,10.2,5.2,20057
Skive,3563,1615,7.8,3.6,45426
Thisted,3346,1376,7.8,3.2,43133
Viborg,7864,3545,8.1,3.7,96623
Brønderslev,2931,1233,8.1,3.4,36129
Frederikshavn,4608,1987,7.8,3.4,58996
Vesthimmerland,3126,1183,8.6,3.3,36361
Læsø,201,107,11.3,6.0,1772
Rebild,2219,937,7.3,3.1,30521
Mariagerfjord,3282,1164,7.9,2.8,41570
Jammerbugt,2856,1120,7.5,2.9,38104
Aalborg,16611,6818,7.6,3.1,219691
Hjørring,5642,2176,8.8,3.4,64126
