"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,32832,16917,638665
Frederiksberg,7120,3470,103485
Ballerup,3421,1341,49168
Brøndby,2563,1015,35318
Dragør,1106,437,14564
Gentofte,5468,2806,74454
Gladsaxe,5150,2451,69248
Glostrup,2147,1091,23444
Herlev,2351,1115,28826
Albertslund,2023,1005,27296
Hvidovre,4293,2117,53379
Høje-Taastrup,3735,1855,52060
Lyngby-Taarbæk,4535,1949,56752
Rødovre,2940,1191,41153
Ishøj,1457,663,23086
Tårnby,3041,1374,42700
Vallensbæk,1268,552,16535
Furesø,3363,1457,40957
Allerød,2136,837,25852
Fredensborg,3231,1554,41000
Helsingør,5192,2271,63020
Hillerød,4429,2246,51723
Hørsholm,2234,985,24857
Rudersdal,4609,1998,56984
Egedal,2890,1197,43694
Frederikssund,3765,1502,45492
Greve,3302,1435,50566
Køge,4391,1849,61490
Frederiksværk-Hundested,2439,1097,31376
Roskilde,6777,2876,88780
Solrød,1532,677,23438
Gribskov,3377,1552,40938
Odsherred,2840,950,32896
Holbæk,5932,2257,71966
Faxe,2650,978,36721
Kalundborg,3667,1078,48413
Ringsted,2423,937,34868
Slagelse,6703,2433,79201
Stevns,1669,596,23122
Sorø,2419,885,30005
Lejre,2121,830,28256
Lolland,3347,1156,40436
Næstved,6986,2678,83238
Guldborgsund,5390,2000,60264
Vordingborg,3645,1244,45261
Bornholm,3005,1464,39736
Middelfart,3449,1489,39190
Assens,2948,1146,40847
Faaborg-Midtfyn,4064,1578,51614
Kerteminde,1854,719,23867
Nyborg,2501,777,31945
Odense,14915,6315,205123
Svendborg,5978,2823,58734
Nordfyns,2099,790,29547
Langeland,1207,440,12340
Ærø,583,307,5971
Haderslev,3922,1811,55331
Billund,1806,753,26549
Sønderborg,5394,2447,73810
Tønder,2738,1248,37050
Esbjerg,10040,3748,115568
Fanø,293,122,3445
Varde,4295,1439,49652
Vejen,3399,1299,42745
Aabenraa,3926,1714,58544
Fredericia,4011,1873,51353
Horsens,6463,2657,92489
Kolding,6554,2944,93102
Vejle,8250,3841,117313
Herning,6403,3162,89247
Holstebro,4266,1921,58693
Lemvig,1500,708,19588
Struer,1628,671,20810
Syddjurs,3280,1292,43201
Norddjurs,3166,1460,36935
Favrskov,3364,1425,48419
Odder,1950,864,22982
Randers,7788,3449,98274
Silkeborg,6892,3079,95792
Samsø,486,444,3684
Skanderborg,4096,1612,63437
Århus,24240,9032,352576
Ikast-Brande,2506,1138,41545
Ringkøbing-Skjern,4079,1867,56138
Hedensted,3336,1369,46791
Morsø,2055,1033,20057
Skive,3563,1615,45426
Thisted,3346,1376,43133
Viborg,7864,3545,96623
Brønderslev-Dronninglund,2931,1233,36129
Frederikshavn,4608,1987,58996
Vesthimmerlands,3126,1183,36361
Læsø,201,107,1772
Rebild,2219,937,30521
Mariagerfjord,3282,1164,41570
Jammerbugt,2856,1120,38104
Ålborg,16611,6818,219691
Hjørring,5642,2176,64126
