"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2629;1134
Hovedstaden;3-5;M;2830;1248
Hovedstaden;6-11;K;25270;14125
Hovedstaden;6-11;M;26499;14814
Hovedstaden;12-15;K;34095;32368
Hovedstaden;12-15;M;36076;34198
Hovedstaden;16-19;K;35853;35077
Hovedstaden;16-19;M;36054;35069
Hovedstaden;20-39;K;232452;226620
Hovedstaden;20-39;M;223422;217250
Hovedstaden;40-64;K;272396;270133
Hovedstaden;40-64;M;267741;265400
Hovedstaden;65-79;K;124754;124369
Hovedstaden;65-79;M;106889;106567
Hovedstaden;80+;K;43514;43323
Hovedstaden;80+;M;26272;26184
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2243;881
Midtjylland;3-5;M;2453;980
Midtjylland;6-11;K;23045;14262
Midtjylland;6-11;M;24318;15076
Midtjylland;12-15;K;29286;28218
Midtjylland;12-15;M;30442;29297
Midtjylland;16-19;K;30281;29904
Midtjylland;16-19;M;30680;30161
Midtjylland;20-39;K;147680;144525
Midtjylland;20-39;M;150276;146727
Midtjylland;40-64;K;200435;199371
Midtjylland;40-64;M;199439;198357
Midtjylland;65-79;K;100149;99989
Midtjylland;65-79;M;94388;94215
Midtjylland;80+;K;32930;32830
Midtjylland;80+;M;23076;23018
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;882;356
Nordjylland;3-5;M;935;379
Nordjylland;6-11;K;9241;5641
Nordjylland;6-11;M;9655;5875
Nordjylland;12-15;K;12192;11647
Nordjylland;12-15;M;12985;12448
Nordjylland;16-19;K;12637;12462
Nordjylland;16-19;M;13099;12833
Nordjylland;20-39;K;59236;57754
Nordjylland;20-39;M;64015;62168
Nordjylland;40-64;K;89336;88801
Nordjylland;40-64;M;89687;89090
Nordjylland;65-79;K;49077;48959
Nordjylland;65-79;M;46915;46802
Nordjylland;80+;K;16692;16637
Nordjylland;80+;M;11856;11822
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1093;461
Sjælland;3-5;M;1221;545
Sjælland;6-11;K;11505;6755
Sjælland;6-11;M;12299;7287
Sjælland;12-15;K;17669;17029
Sjælland;12-15;M;18609;17901
Sjælland;16-19;K;17883;17616
Sjælland;16-19;M;19121;18722
Sjælland;20-39;K;67368;65465
Sjælland;20-39;M;68976;66924
Sjælland;40-64;K;137769;136860
Sjælland;40-64;M;135279;134381
Sjælland;65-79;K;75048;74864
Sjælland;65-79;M;69616;69452
Sjælland;80+;K;23410;23322
Sjælland;80+;M;16389;16353
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1805;762
Syddanmark;3-5;M;1942;845
Syddanmark;6-11;K;19409;12264
Syddanmark;6-11;M;20656;13235
Syddanmark;12-15;K;26050;25035
Syddanmark;12-15;M;27204;26159
Syddanmark;16-19;K;27336;26907
Syddanmark;16-19;M;27772;27181
Syddanmark;20-39;K;114284;111304
Syddanmark;20-39;M;118708;115375
Syddanmark;40-64;K;190956;189782
Syddanmark;40-64;M;189972;188637
Syddanmark;65-79;K;101030;100820
Syddanmark;65-79;M;95221;94989
Syddanmark;80+;K;35409;35285
Syddanmark;80+;M;24426;24349
