"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17186;8934
Hovedstaden;0-9;M;18293;9540
Hovedstaden;10-19;K;75411;68576
Hovedstaden;10-19;M;78309;71003
Hovedstaden;20-29;K;121012;117904
Hovedstaden;20-29;M;114244;110686
Hovedstaden;30-39;K;111009;108252
Hovedstaden;30-39;M;108742;106093
Hovedstaden;40-49;K;110652;109309
Hovedstaden;40-49;M;107621;106322
Hovedstaden;50-59;K;113814;113077
Hovedstaden;50-59;M;112932;112102
Hovedstaden;60-69;K;90223;89879
Hovedstaden;60-69;M;85579;85175
Hovedstaden;70-79;K;83633;83387
Hovedstaden;70-79;M;70302;70137
Hovedstaden;80-89;K;38947;38811
Hovedstaden;80-89;M;26437;26360
Hovedstaden;90+;K;9079;9020
Hovedstaden;90+;M;3324;3312
Midtjylland;0-9;K;15331;8115
Midtjylland;0-9;M;16338;8580
Midtjylland;10-19;K;65300;60948
Midtjylland;10-19;M;67677;63090
Midtjylland;20-29;K;80266;78506
Midtjylland;20-29;M;81686;79513
Midtjylland;30-39;K;67777;66379
Midtjylland;30-39;M;69109;67716
Midtjylland;40-49;K;76284;75705
Midtjylland;40-49;M;75171;74542
Midtjylland;50-59;K;84446;84072
Midtjylland;50-59;M;85025;84661
Midtjylland;60-69;K;74879;74677
Midtjylland;60-69;M;73080;72888
Midtjylland;70-79;K;65337;65249
Midtjylland;70-79;M;60957;60870
Midtjylland;80-89;K;29802;29725
Midtjylland;80-89;M;23013;22965
Midtjylland;90+;K;6630;6605
Midtjylland;90+;M;3017;3006
Nordjylland;0-9;K;6180;3272
Nordjylland;0-9;M;6466;3413
Nordjylland;10-19;K;27009;25084
Nordjylland;10-19;M;28495;26431
Nordjylland;20-29;K;31713;30881
Nordjylland;20-29;M;35428;34326
Nordjylland;30-39;K;27617;26961
Nordjylland;30-39;M;28887;28126
Nordjylland;40-49;K;31874;31600
Nordjylland;40-49;M;32006;31682
Nordjylland;50-59;K;38016;37817
Nordjylland;50-59;M;38424;38214
Nordjylland;60-69;K;36144;36023
Nordjylland;60-69;M;35506;35386
Nordjylland;70-79;K;32262;32197
Nordjylland;70-79;M;30516;30454
Nordjylland;80-89;K;15085;15043
Nordjylland;80-89;M;11825;11798
Nordjylland;90+;K;3393;3379
Nordjylland;90+;M;1594;1587
Sjælland;0-9;K;7475;4007
Sjælland;0-9;M;8106;4368
Sjælland;10-19;K;38506;35700
Sjælland;10-19;M;40859;37827
Sjælland;20-29;K;30662;29744
Sjælland;20-29;M;33660;32534
Sjælland;30-39;K;36589;35604
Sjælland;30-39;M;35684;34745
Sjælland;40-49;K;49171;48686
Sjælland;40-49;M;46847;46351
Sjælland;50-59;K;59838;59517
Sjælland;50-59;M;60151;59854
Sjælland;60-69;K;53198;53019
Sjælland;60-69;M;51660;51473
Sjælland;70-79;K;50215;50094
Sjælland;70-79;M;45843;45750
Sjælland;80-89;K;21679;21612
Sjælland;80-89;M;16747;16719
Sjælland;90+;K;4412;4389
Sjælland;90+;M;1953;1944
Syddanmark;0-9;K;12670;7009
Syddanmark;0-9;M;13644;7655
Syddanmark;10-19;K;58308;54351
Syddanmark;10-19;M;60437;56317
Syddanmark;20-29;K;57755;56149
Syddanmark;20-29;M;62040;60086
Syddanmark;30-39;K;56912;55533
Syddanmark;30-39;M;57350;55942
Syddanmark;40-49;K;69457;68816
Syddanmark;40-49;M;67579;66831
Syddanmark;50-59;K;81589;81179
Syddanmark;50-59;M;82653;82209
Syddanmark;60-69;K;74349;74136
Syddanmark;60-69;M;73160;72908
Syddanmark;70-79;K;66051;65922
Syddanmark;70-79;M;61358;61221
Syddanmark;80-89;K;32072;31999
Syddanmark;80-89;M;24527;24460
Syddanmark;90+;K;7118;7066
Syddanmark;90+;M;3153;3141
