"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;506328;489969;302881;78.5;76.0;47.0;644988
Frederiksberg;86549;84121;57487;83.6;81.2;55.5;103536
Ballerup;38905;37601;26202;79.1;76.4;53.3;49196
Brøndby;25759;24785;16454;72.1;69.4;46.0;35732
Dragør;12256;11785;8592;83.8;80.6;58.7;14626
Gentofte;62091;60041;42808;83.6;80.9;57.7;74239
Gladsaxe;55359;53282;35741;79.9;76.9;51.6;69281
Glostrup;18203;17607;11781;77.6;75.0;50.2;23469
Herlev;22569;21701;14876;78.3;75.3;51.6;28814
Albertslund;20566;19717;12598;74.5;71.4;45.6;27609
Hvidovre;41370;39731;26116;77.7;74.7;49.1;53220
Høje Tåstrup;39522;38067;25046;74.5;71.8;47.2;53023
Lyngby-Taarbæk;48527;46812;32887;84.0;81.0;56.9;57774
Rødovre;32021;30813;20587;77.3;74.4;49.7;41429
Ishøj;16104;15463;9556;69.4;66.7;41.2;23200
Tårnby;34120;32879;22690;80.0;77.1;53.2;42653
Vallensbæk;12515;12049;8020;75.9;73.1;48.7;16484
Furesø;34159;32971;23516;82.5;79.7;56.8;41384
Allerød;21971;21311;15490;85.0;82.5;59.9;25845
Fredensborg;33453;32393;23252;81.2;78.7;56.5;41174
Helsingør;51634;50204;36543;82.1;79.9;58.1;62856
Hillerød;43983;42664;30002;82.6;80.1;56.3;53255
Hørsholm;21087;20515;15319;85.2;82.9;61.9;24747
Rudersdal;48381;46897;34104;84.5;81.9;59.6;57258
Egedal;36853;35691;24799;83.1;80.4;55.9;44368
Frederikssund;38425;37318;26684;83.9;81.5;58.3;45786
Greve;40648;39362;27515;80.0;77.5;54.2;50805
Køge;50306;48599;33833;81.6;78.8;54.9;61672
Halsnæs;25973;25231;18551;82.8;80.4;59.1;31369
Roskilde;74841;72690;51625;83.6;81.2;57.7;89492
Solrød;19464;18835;13156;81.8;79.1;55.3;23802
Gribskov;34093;33180;24705;82.9;80.6;60.0;41148
Odsherred;27575;26974;19776;84.0;82.1;60.2;32836
Holbæk;60480;58763;40550;83.0;80.7;55.7;72848
Faxe;30341;29491;20959;81.7;79.4;56.4;37155
Kalundborg;39644;38673;27132;82.0;80.0;56.1;48370
Ringsted;28109;27242;18839;80.0;77.5;53.6;35140
Slagelse;64794;62841;44307;81.3;78.9;55.6;79672
Stevns;19406;18852;13532;82.6;80.2;57.6;23498
Sorø;25124;24413;17332;83.7;81.4;57.8;30006
Lejre;23688;23017;16695;82.9;80.5;58.4;28588
Lolland;32771;32014;23877;81.7;79.8;59.5;40097
Næstved;69055;67213;47408;82.4;80.2;56.5;83839
Guldborgsund;49625;48499;35761;82.3;80.5;59.3;60275
Vordingborg;37384;36459;26531;82.4;80.4;58.5;45345
Bornholm;33973;33081;25407;85.7;83.4;64.1;39647
Middelfart;33858;32938;24362;85.4;83.1;61.5;39626
Assens;34916;33811;24524;85.3;82.6;59.9;40944
Faaborg-Midtfyn;44125;42719;31015;85.1;82.4;59.8;51826
Kerteminde;20471;19860;14418;85.2;82.7;60.0;24029
Nyborg;27502;26607;19108;85.6;82.8;59.5;32127
Odense;171855;166272;109419;83.4;80.7;53.1;206011
Svendborg;50461;49115;35499;85.3;83.0;60.0;59176
Nordfyn;24907;24084;17050;83.8;81.0;57.4;29723
Langeland;10537;10305;8004;85.8;83.9;65.2;12285
Ærø;5281;5129;4059;87.6;85.1;67.3;6027
Haderslev;45533;44291;30632;82.3;80.1;55.4;55316
Billund;22157;21593;15168;83.1;81.0;56.9;26669
Sønderborg;61524;59619;42629;83.4;80.9;57.8;73733
Tønder;29870;29046;20367;81.1;78.9;55.3;36833
Esbjerg;95568;93024;63777;82.8;80.6;55.2;115458
Fanø;2967;2904;2248;86.5;84.6;65.5;3431
Varde;41131;40008;28529;82.8;80.6;57.5;49658
Vejen;34920;33923;23533;82.0;79.7;55.3;42590
Aabenraa;47165;45941;32559;80.4;78.3;55.5;58669
Fredericia;42945;41824;29890;83.2;81.0;57.9;51607
Horsens;76713;74403;50973;81.1;78.7;53.9;94537
Kolding;76808;74790;50305;82.1;80.0;53.8;93534
Vejle;97681;95127;64087;82.0;79.9;53.8;119090
Herning;74468;72491;49467;83.5;81.3;55.4;89218
Holstebro;49299;47931;32958;84.2;81.9;56.3;58527
Lemvig;16560;16137;12008;85.3;83.2;61.9;19407
Struer;17835;17391;12500;85.7;83.6;60.1;20801
Syddjurs;36835;35713;26322;84.5;81.9;60.4;43601
Norddjurs;31242;30400;22337;84.6;82.3;60.5;36932
Favrskov;41376;39893;27907;84.6;81.6;57.1;48912
Odder;19923;19227;14503;85.5;82.5;62.3;23294
Randers;82444;79984;55559;83.3;80.8;56.1;98990
Silkeborg;80745;78295;54748;82.9;80.4;56.2;97385
Samsø;3247;3202;2585;87.5;86.3;69.6;3712
Skanderborg;53846;51837;37071;83.7;80.6;57.6;64332
Århus;295341;286135;191651;83.1;80.5;53.9;355314
Ikast-Brande;34252;33366;22670;81.8;79.7;54.2;41863
Ringkøbing-Skjern;46823;45566;32230;83.3;81.1;57.3;56201
Hedensted;39520;38507;27591;83.9;81.8;58.6;47086
Morsø;17012;16463;11962;84.8;82.1;59.7;20050
Skive;38799;37800;27130;86.1;83.8;60.2;45087
Thisted;36268;35148;25447;84.2;81.6;59.1;43086
Viborg;81857;79534;55142;84.5;82.1;56.9;96837
Brønderslev;30424;29483;20523;84.0;81.4;56.7;36208
Frederikshavn;50073;48935;36239;85.1;83.1;61.6;58853
Vesthimmerland;30005;29081;21121;82.6;80.1;58.2;36319
Læsø;1530;1502;1272;86.3;84.7;71.7;1773
Rebild;25443;24576;17195;82.9;80.1;56.1;30674
Mariagerfjord;35169;34019;24553;84.4;81.7;59.0;41649
Jammerbugt;32234;31257;22463;84.4;81.9;58.8;38174
Aalborg;185915;180234;120135;84.1;81.5;54.3;221122
Hjørring;54367;52976;36941;85.2;83.0;57.9;63837
