"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2458;1031
Hovedstaden;3-5;M;2651;1152
Hovedstaden;6-11;K;25014;13945
Hovedstaden;6-11;M;26260;14636
Hovedstaden;12-15;K;30660;28816
Hovedstaden;12-15;M;32494;30515
Hovedstaden;16-19;K;34462;33718
Hovedstaden;16-19;M;35197;34240
Hovedstaden;20-39;K;232021;226156
Hovedstaden;20-39;M;222986;216779
Hovedstaden;40-64;K;271643;269369
Hovedstaden;40-64;M;267013;264647
Hovedstaden;65-79;K;126679;126283
Hovedstaden;65-79;M;109421;109089
Hovedstaden;80+;K;48026;47831
Hovedstaden;80+;M;29761;29672
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2108;820
Midtjylland;3-5;M;2301;913
Midtjylland;6-11;K;22747;13993
Midtjylland;6-11;M;24021;14793
Midtjylland;12-15;K;26198;25042
Midtjylland;12-15;M;27322;26107
Midtjylland;16-19;K;29576;29207
Midtjylland;16-19;M;30370;29857
Midtjylland;20-39;K;148043;144885
Midtjylland;20-39;M;150795;147229
Midtjylland;40-64;K;199075;197996
Midtjylland;40-64;M;197817;196721
Midtjylland;65-79;K;101871;101707
Midtjylland;65-79;M;96416;96240
Midtjylland;80+;K;36432;36330
Midtjylland;80+;M;26030;25971
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;829;332
Nordjylland;3-5;M;879;346
Nordjylland;6-11;K;9126;5542
Nordjylland;6-11;M;9535;5766
Nordjylland;12-15;K;10917;10339
Nordjylland;12-15;M;11614;11052
Nordjylland;16-19;K;12317;12143
Nordjylland;16-19;M;12933;12680
Nordjylland;20-39;K;59330;57842
Nordjylland;20-39;M;64315;62452
Nordjylland;40-64;K;88510;87973
Nordjylland;40-64;M;88717;88117
Nordjylland;65-79;K;49786;49664
Nordjylland;65-79;M;47735;47619
Nordjylland;80+;K;18478;18422
Nordjylland;80+;M;13419;13385
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1014;424
Sjælland;3-5;M;1141;494
Sjælland;6-11;K;11400;6671
Sjælland;6-11;M;12154;7180
Sjælland;12-15;K;15681;14990
Sjælland;12-15;M;16666;15904
Sjælland;16-19;K;17886;17622
Sjælland;16-19;M;19004;18617
Sjælland;20-39;K;67251;65348
Sjælland;20-39;M;69344;67279
Sjælland;40-64;K;136295;135380
Sjælland;40-64;M;133733;132826
Sjælland;65-79;K;76127;75936
Sjælland;65-79;M;70768;70602
Sjælland;80+;K;26091;26001
Sjælland;80+;M;18700;18663
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1672;685
Syddanmark;3-5;M;1824;785
Syddanmark;6-11;K;19149;12023
Syddanmark;6-11;M;20303;12911
Syddanmark;12-15;K;23339;22265
Syddanmark;12-15;M;24579;23465
Syddanmark;16-19;K;26816;26386
Syddanmark;16-19;M;27375;26811
Syddanmark;20-39;K;114667;111682
Syddanmark;20-39;M;119390;116028
Syddanmark;40-64;K;189039;187867
Syddanmark;40-64;M;187864;186515
Syddanmark;65-79;K;102407;102186
Syddanmark;65-79;M;96886;96654
Syddanmark;80+;K;39190;39065
Syddanmark;80+;M;27680;27601
