"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;60015;32183;299057;20.1;10.8
0-9;M;64067;34399;315739;20.3;10.9
10-19;K;280397;260723;345718;81.1;75.4
10-19;M;290784;269854;361375;80.5;74.7
20-29;K;320055;311796;381130;84.0;81.8
20-29;M;326249;316343;398054;82.0;79.5
30-39;K;300965;293872;351254;85.7;83.7
30-39;M;299148;292101;363558;82.3;80.3
40-49;K;344567;341253;374842;91.9;91.0
40-49;M;336821;333354;375699;89.7;88.7
50-59;K;378158;376137;401591;94.2;93.7
50-59;M;379222;377104;405014;93.6;93.1
60-69;K;325751;324708;339350;96.0;95.7
60-69;M;316810;315674;329826;96.1;95.7
70-79;K;292474;291850;300407;97.4;97.2
70-79;M;262294;261758;269063;97.5;97.3
80-89;K;127161;126766;131067;97.0;96.7
80-89;M;92066;91819;94454;97.5;97.2
90+;K;24794;24631;26150;94.8;94.2
90+;M;9953;9907;10345;96.2;95.8
