"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17488;9120
Hovedstaden;0-9;M;18583;9711
Hovedstaden;10-19;K;80362;73584
Hovedstaden;10-19;M;82876;75618
Hovedstaden;20-29;K;121917;118792
Hovedstaden;20-29;M;115409;111845
Hovedstaden;30-39;K;110535;107828
Hovedstaden;30-39;M;108013;105405
Hovedstaden;40-49;K;112619;111272
Hovedstaden;40-49;M;109403;108114
Hovedstaden;50-59;K;113232;112508
Hovedstaden;50-59;M;112412;111599
Hovedstaden;60-69;K;89033;88689
Hovedstaden;60-69;M;84416;84018
Hovedstaden;70-79;K;82266;82033
Hovedstaden;70-79;M;68399;68236
Hovedstaden;80-89;K;36107;35972
Hovedstaden;80-89;M;23678;23600
Hovedstaden;90+;K;7407;7351
Hovedstaden;90+;M;2594;2584
Midtjylland;0-9;K;15653;8368
Midtjylland;0-9;M;16693;8836
Midtjylland;10-19;K;69205;64898
Midtjylland;10-19;M;71201;66678
Midtjylland;20-29;K;79601;77845
Midtjylland;20-29;M;81351;79174
Midtjylland;30-39;K;68079;66680
Midtjylland;30-39;M;68925;67553
Midtjylland;40-49;K;77773;77203
Midtjylland;40-49;M;76858;76239
Midtjylland;50-59;K;84491;84121
Midtjylland;50-59;M;84941;84579
Midtjylland;60-69;K;74442;74245
Midtjylland;60-69;M;72928;72738
Midtjylland;70-79;K;63878;63791
Midtjylland;70-79;M;59100;59016
Midtjylland;80-89;K;27555;27478
Midtjylland;80-89;M;20770;20722
Midtjylland;90+;K;5375;5352
Midtjylland;90+;M;2306;2296
Nordjylland;0-9;K;6295;3364
Nordjylland;0-9;M;6596;3509
Nordjylland;10-19;K;28657;26742
Nordjylland;10-19;M;30078;28026
Nordjylland;20-29;K;31410;30577
Nordjylland;20-29;M;35226;34130
Nordjylland;30-39;K;27826;27177
Nordjylland;30-39;M;28789;28038
Nordjylland;40-49;K;32432;32161
Nordjylland;40-49;M;32592;32264
Nordjylland;50-59;K;38465;38264
Nordjylland;50-59;M;38898;38697
Nordjylland;60-69;K;35836;35719
Nordjylland;60-69;M;35332;35212
Nordjylland;70-79;K;31680;31616
Nordjylland;70-79;M;29780;29719
Nordjylland;80-89;K;13988;13946
Nordjylland;80-89;M;10653;10626
Nordjylland;90+;K;2704;2691
Nordjylland;90+;M;1203;1196
Sjælland;0-9;K;7618;4111
Sjælland;0-9;M;8261;4472
Sjælland;10-19;K;40532;37750
Sjælland;10-19;M;42989;39983
Sjælland;20-29;K;30137;29213
Sjælland;20-29;M;32940;31817
Sjælland;30-39;K;37231;36252
Sjælland;30-39;M;36036;35107
Sjælland;40-49;K;50579;50101
Sjælland;40-49;M;48424;47934
Sjælland;50-59;K;59986;59664
Sjælland;50-59;M;60174;59878
Sjælland;60-69;K;52847;52667
Sjælland;60-69;M;51398;51213
Sjælland;70-79;K;49405;49292
Sjælland;70-79;M;44899;44808
Sjælland;80-89;K;19880;19813
Sjælland;80-89;M;14926;14899
Sjælland;90+;K;3530;3509
Sjælland;90+;M;1463;1454
Syddanmark;0-9;K;12961;7220
Syddanmark;0-9;M;13934;7871
Syddanmark;10-19;K;61641;57749
Syddanmark;10-19;M;63640;59549
Syddanmark;20-29;K;56990;55369
Syddanmark;20-29;M;61323;59377
Syddanmark;30-39;K;57294;55935
Syddanmark;30-39;M;57385;55998
Syddanmark;40-49;K;71164;70516
Syddanmark;40-49;M;69544;68803
Syddanmark;50-59;K;81984;81580
Syddanmark;50-59;M;82797;82351
Syddanmark;60-69;K;73593;73388
Syddanmark;60-69;M;72736;72493
Syddanmark;70-79;K;65245;65118
Syddanmark;70-79;M;60116;59979
Syddanmark;80-89;K;29631;29557
Syddanmark;80-89;M;22039;21972
Syddanmark;90+;K;5778;5728
Syddanmark;90+;M;2387;2377
