"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1868110;0.00
2021-01-01;Hovedstaden;0;1868110;0.00
2021-01-04;Hovedstaden;0;1868110;0.00
2021-01-05;Hovedstaden;1;1868110;0.00
2021-01-07;Hovedstaden;2;1868110;0.00
2021-01-08;Hovedstaden;3;1868110;0.00
2021-01-09;Hovedstaden;5;1868110;0.00
2021-01-12;Hovedstaden;5;1868110;0.00
2021-01-13;Hovedstaden;7;1868110;0.00
2021-01-14;Hovedstaden;8;1868110;0.00
2021-01-15;Hovedstaden;13;1868110;0.00
2021-01-16;Hovedstaden;15;1868110;0.00
2021-01-17;Hovedstaden;57;1868110;0.00
2021-01-18;Hovedstaden;193;1868110;0.01
2021-01-19;Hovedstaden;365;1868110;0.02
2021-01-20;Hovedstaden;500;1868110;0.03
2021-01-21;Hovedstaden;617;1868110;0.03
2021-01-22;Hovedstaden;699;1868110;0.04
2021-01-23;Hovedstaden;4478;1868110;0.24
2021-01-24;Hovedstaden;8093;1868110;0.43
2021-01-25;Hovedstaden;8322;1868110;0.45
2021-01-26;Hovedstaden;8461;1868110;0.45
2021-01-27;Hovedstaden;9081;1868110;0.49
2021-01-28;Hovedstaden;12769;1868110;0.68
2021-01-29;Hovedstaden;19873;1868110;1.06
2021-01-30;Hovedstaden;24125;1868110;1.29
2021-01-31;Hovedstaden;26551;1868110;1.42
2021-02-01;Hovedstaden;28430;1868110;1.52
2021-02-02;Hovedstaden;28542;1868110;1.53
2021-02-03;Hovedstaden;31371;1868110;1.68
2021-02-04;Hovedstaden;37579;1868110;2.01
2021-02-05;Hovedstaden;42283;1868110;2.26
2021-02-06;Hovedstaden;45199;1868110;2.42
2021-02-07;Hovedstaden;45765;1868110;2.45
2021-02-08;Hovedstaden;46897;1868110;2.51
2021-02-09;Hovedstaden;46943;1868110;2.51
2021-02-10;Hovedstaden;47865;1868110;2.56
2021-02-11;Hovedstaden;48110;1868110;2.58
2021-02-12;Hovedstaden;52243;1868110;2.80
2021-02-13;Hovedstaden;52254;1868110;2.80
2021-02-14;Hovedstaden;52267;1868110;2.80
2021-02-15;Hovedstaden;53632;1868110;2.87
2021-02-16;Hovedstaden;54039;1868110;2.89
2021-02-17;Hovedstaden;54075;1868110;2.89
2021-02-18;Hovedstaden;54157;1868110;2.90
2021-02-19;Hovedstaden;54212;1868110;2.90
2021-02-20;Hovedstaden;54317;1868110;2.91
2021-02-21;Hovedstaden;54423;1868110;2.91
2021-02-22;Hovedstaden;54570;1868110;2.92
2021-02-23;Hovedstaden;54736;1868110;2.93
2021-02-24;Hovedstaden;54820;1868110;2.93
2021-02-25;Hovedstaden;54860;1868110;2.94
2021-02-26;Hovedstaden;54930;1868110;2.94
2021-02-27;Hovedstaden;55963;1868110;3.00
2021-02-28;Hovedstaden;57012;1868110;3.05
2021-03-01;Hovedstaden;57230;1868110;3.06
2021-03-02;Hovedstaden;57483;1868110;3.08
2021-03-03;Hovedstaden;57531;1868110;3.08
2021-03-04;Hovedstaden;57732;1868110;3.09
2021-03-05;Hovedstaden;58003;1868110;3.10
2021-03-06;Hovedstaden;58097;1868110;3.11
2021-03-07;Hovedstaden;58412;1868110;3.13
2021-03-08;Hovedstaden;58652;1868110;3.14
2021-03-09;Hovedstaden;60026;1868110;3.21
2021-03-10;Hovedstaden;61654;1868110;3.30
2021-03-11;Hovedstaden;65827;1868110;3.52
2021-03-12;Hovedstaden;70464;1868110;3.77
2021-03-13;Hovedstaden;70556;1868110;3.78
2021-03-14;Hovedstaden;73720;1868110;3.95
2021-03-15;Hovedstaden;76419;1868110;4.09
2021-03-16;Hovedstaden;79832;1868110;4.27
2021-03-17;Hovedstaden;84069;1868110;4.50
2021-03-18;Hovedstaden;88345;1868110;4.73
2021-03-19;Hovedstaden;89489;1868110;4.79
2021-03-20;Hovedstaden;89580;1868110;4.80
2021-03-21;Hovedstaden;91625;1868110;4.90
2021-03-22;Hovedstaden;91713;1868110;4.91
2021-03-23;Hovedstaden;91834;1868110;4.92
2021-03-24;Hovedstaden;100206;1868110;5.36
2021-03-25;Hovedstaden;104607;1868110;5.60
2021-03-26;Hovedstaden;107212;1868110;5.74
2021-03-27;Hovedstaden;107258;1868110;5.74
2021-03-28;Hovedstaden;107300;1868110;5.74
2021-03-29;Hovedstaden;107837;1868110;5.77
2021-03-30;Hovedstaden;108109;1868110;5.79
2021-03-31;Hovedstaden;111804;1868110;5.98
2021-04-01;Hovedstaden;116396;1868110;6.23
2021-04-02;Hovedstaden;120029;1868110;6.43
2021-04-03;Hovedstaden;120130;1868110;6.43
2021-04-04;Hovedstaden;120183;1868110;6.43
2021-04-05;Hovedstaden;120230;1868110;6.44
2021-04-06;Hovedstaden;120443;1868110;6.45
2021-04-07;Hovedstaden;121025;1868110;6.48
2021-04-08;Hovedstaden;122669;1868110;6.57
2021-04-09;Hovedstaden;126004;1868110;6.74
2021-04-10;Hovedstaden;127287;1868110;6.81
2021-04-11;Hovedstaden;127433;1868110;6.82
2021-04-12;Hovedstaden;134202;1868110;7.18
2021-04-13;Hovedstaden;135273;1868110;7.24
2021-04-14;Hovedstaden;139765;1868110;7.48
2021-04-15;Hovedstaden;141320;1868110;7.56
2021-04-16;Hovedstaden;144284;1868110;7.72
2021-04-17;Hovedstaden;144498;1868110;7.73
2021-04-18;Hovedstaden;144684;1868110;7.74
2021-04-19;Hovedstaden;146749;1868110;7.86
2021-04-20;Hovedstaden;151705;1868110;8.12
2021-04-21;Hovedstaden;155425;1868110;8.32
2021-04-22;Hovedstaden;155573;1868110;8.33
2021-04-23;Hovedstaden;162471;1868110;8.70
2021-04-24;Hovedstaden;164449;1868110;8.80
2021-04-25;Hovedstaden;164782;1868110;8.82
2021-04-26;Hovedstaden;167931;1868110;8.99
2021-04-27;Hovedstaden;177539;1868110;9.50
2021-04-28;Hovedstaden;185650;1868110;9.94
2021-04-29;Hovedstaden;192790;1868110;10.3
2021-04-30;Hovedstaden;193037;1868110;10.3
2021-05-01;Hovedstaden;193528;1868110;10.4
2021-05-02;Hovedstaden;202038;1868110;10.8
2021-05-03;Hovedstaden;209993;1868110;11.2
2021-05-04;Hovedstaden;218599;1868110;11.7
2021-05-05;Hovedstaden;230526;1868110;12.3
2021-05-06;Hovedstaden;240525;1868110;12.9
2021-05-07;Hovedstaden;248055;1868110;13.3
2021-05-08;Hovedstaden;267633;1868110;14.3
2021-05-09;Hovedstaden;275774;1868110;14.8
2021-05-10;Hovedstaden;281350;1868110;15.1
2021-05-11;Hovedstaden;287522;1868110;15.4
2021-05-12;Hovedstaden;293106;1868110;15.7
2021-05-13;Hovedstaden;303697;1868110;16.3
2021-05-14;Hovedstaden;311484;1868110;16.7
2021-05-15;Hovedstaden;318343;1868110;17.0
2021-05-16;Hovedstaden;321798;1868110;17.2
2021-05-17;Hovedstaden;328928;1868110;17.6
2021-05-18;Hovedstaden;337833;1868110;18.1
2021-05-19;Hovedstaden;340620;1868110;18.2
2021-05-20;Hovedstaden;346510;1868110;18.5
2021-05-21;Hovedstaden;353371;1868110;18.9
2021-05-22;Hovedstaden;356382;1868110;19.1
2021-05-23;Hovedstaden;357660;1868110;19.1
2021-05-24;Hovedstaden;358671;1868110;19.2
2021-05-25;Hovedstaden;360953;1868110;19.3
2021-05-26;Hovedstaden;363778;1868110;19.5
2021-05-27;Hovedstaden;366837;1868110;19.6
2021-05-28;Hovedstaden;368515;1868110;19.7
2021-05-29;Hovedstaden;370321;1868110;19.8
2021-05-30;Hovedstaden;374494;1868110;20.0
2021-05-31;Hovedstaden;383188;1868110;20.5
2021-06-01;Hovedstaden;390055;1868110;20.9
2021-06-02;Hovedstaden;396892;1868110;21.2
2021-06-03;Hovedstaden;408104;1868110;21.8
2021-06-04;Hovedstaden;410817;1868110;22.0
2021-06-05;Hovedstaden;412003;1868110;22.1
2021-06-06;Hovedstaden;420697;1868110;22.5
2021-06-07;Hovedstaden;432512;1868110;23.2
2021-06-08;Hovedstaden;440759;1868110;23.6
2021-06-09;Hovedstaden;449988;1868110;24.1
2021-06-10;Hovedstaden;452450;1868110;24.2
2021-06-11;Hovedstaden;454934;1868110;24.4
2021-06-12;Hovedstaden;456389;1868110;24.4
2021-06-13;Hovedstaden;458276;1868110;24.5
2021-06-14;Hovedstaden;460386;1868110;24.6
2021-06-15;Hovedstaden;462001;1868110;24.7
2021-06-16;Hovedstaden;469439;1868110;25.1
2021-06-17;Hovedstaden;476788;1868110;25.5
2021-06-18;Hovedstaden;486593;1868110;26.0
2021-06-19;Hovedstaden;493435;1868110;26.4
2021-06-20;Hovedstaden;498880;1868110;26.7
2021-06-21;Hovedstaden;506575;1868110;27.1
2021-06-22;Hovedstaden;514653;1868110;27.5
2021-06-23;Hovedstaden;526330;1868110;28.2
2021-06-24;Hovedstaden;538751;1868110;28.8
2021-06-25;Hovedstaden;546912;1868110;29.3
2021-06-26;Hovedstaden;557475;1868110;29.8
2021-06-27;Hovedstaden;566401;1868110;30.3
2021-06-28;Hovedstaden;582709;1868110;31.2
2021-06-29;Hovedstaden;599630;1868110;32.1
2021-06-30;Hovedstaden;611931;1868110;32.8
2021-07-01;Hovedstaden;620375;1868110;33.2
2021-07-02;Hovedstaden;633006;1868110;33.9
2021-07-03;Hovedstaden;648622;1868110;34.7
2021-07-04;Hovedstaden;661972;1868110;35.4
2021-07-05;Hovedstaden;675160;1868110;36.1
2021-07-06;Hovedstaden;688187;1868110;36.8
2021-07-07;Hovedstaden;695545;1868110;37.2
