"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5873693;0.00;1
2020-12-08;Nationalt;1;5873693;0.00;2
2020-12-16;Nationalt;1;5873693;0.00;3
2020-12-17;Nationalt;1;5873693;0.00;4
2020-12-18;Nationalt;1;5873693;0.00;5
2020-12-19;Nationalt;1;5873693;0.00;6
2020-12-21;Nationalt;3;5873693;0.00;9
2020-12-22;Nationalt;5;5873693;0.00;14
2020-12-23;Nationalt;4;5873693;0.00;18
2020-12-24;Nationalt;4;5873693;0.00;22
2020-12-26;Nationalt;5;5873693;0.00;27
2020-12-27;Nationalt;5859;5873693;0.10;5886
2020-12-28;Nationalt;1929;5873693;0.13;7815
2020-12-29;Nationalt;8287;5873693;0.27;16102
2020-12-30;Nationalt;10597;5873693;0.45;26699
2020-12-31;Nationalt;5557;5873693;0.55;32256
2021-01-01;Nationalt;2111;5873693;0.59;34367
2021-01-02;Nationalt;7917;5873693;0.72;42284
2021-01-03;Nationalt;5235;5873693;0.81;47519
2021-01-04;Nationalt;2341;5873693;0.85;49860
2021-01-05;Nationalt;12374;5873693;1.06;62234
2021-01-06;Nationalt;17872;5873693;1.36;80106
2021-01-07;Nationalt;15838;5873693;1.63;95944
2021-01-08;Nationalt;7688;5873693;1.76;103632
2021-01-09;Nationalt;1840;5873693;1.80;105472
2021-01-10;Nationalt;820;5873693;1.81;106292
2021-01-11;Nationalt;664;5873693;1.82;106956
2021-01-12;Nationalt;465;5873693;1.83;107421
2021-01-13;Nationalt;12087;5873693;2.03;119508
2021-01-14;Nationalt;16776;5873693;2.32;136284
2021-01-15;Nationalt;14178;5873693;2.56;150462
2021-01-16;Nationalt;4305;5873693;2.63;154767
2021-01-17;Nationalt;2279;5873693;2.67;157046
2021-01-18;Nationalt;3606;5873693;2.74;160652
2021-01-19;Nationalt;2320;5873693;2.77;162972
2021-01-20;Nationalt;1416;5873693;2.80;164388
2021-01-21;Nationalt;1452;5873693;2.82;165840
2021-01-22;Nationalt;643;5873693;2.83;166483
2021-01-23;Nationalt;681;5873693;2.85;167164
2021-01-24;Nationalt;557;5873693;2.86;167721
2021-01-25;Nationalt;277;5873693;2.86;167998
2021-01-26;Nationalt;213;5873693;2.86;168211
2021-01-27;Nationalt;205;5873693;2.87;168416
2021-01-28;Nationalt;235;5873693;2.87;168651
2021-01-29;Nationalt;1040;5873693;2.89;169691
2021-01-30;Nationalt;1119;5873693;2.91;170810
2021-01-31;Nationalt;1130;5873693;2.93;171940
2021-02-01;Nationalt;724;5873693;2.94;172664
2021-02-02;Nationalt;1872;5873693;2.97;174536
2021-02-03;Nationalt;1397;5873693;3.00;175933
2021-02-04;Nationalt;1322;5873693;3.02;177255
2021-02-05;Nationalt;1518;5873693;3.04;178773
2021-02-06;Nationalt;957;5873693;3.06;179730
2021-02-07;Nationalt;1754;5873693;3.09;181484
2021-02-08;Nationalt;2367;5873693;3.13;183851
2021-02-09;Nationalt;3386;5873693;3.19;187237
2021-02-10;Nationalt;3187;5873693;3.24;190424
2021-02-11;Nationalt;5605;5873693;3.34;196029
2021-02-12;Nationalt;11832;5873693;3.54;207861
2021-02-13;Nationalt;6330;5873693;3.65;214191
2021-02-14;Nationalt;6024;5873693;3.75;220215
2021-02-15;Nationalt;13256;5873693;3.97;233471
2021-02-16;Nationalt;12742;5873693;4.19;246213
2021-02-17;Nationalt;10075;5873693;4.36;256288
2021-02-18;Nationalt;11207;5873693;4.55;267495
2021-02-19;Nationalt;13531;5873693;4.78;281026
2021-02-20;Nationalt;10094;5873693;4.96;291120
2021-02-21;Nationalt;10424;5873693;5.13;301544
2021-02-22;Nationalt;13156;5873693;5.36;314700
2021-02-23;Nationalt;14040;5873693;5.60;328740
2021-02-24;Nationalt;13369;5873693;5.82;342109
2021-02-25;Nationalt;14354;5873693;6.07;356463
2021-02-26;Nationalt;35391;5873693;6.67;391854
2021-02-27;Nationalt;6488;5873693;6.78;398342
2021-02-28;Nationalt;10613;5873693;6.96;408955
2021-03-01;Nationalt;19249;5873693;7.29;428204
2021-03-02;Nationalt;16421;5873693;7.57;444625
2021-03-03;Nationalt;12847;5873693;7.79;457472
2021-03-04;Nationalt;17248;5873693;8.08;474720
2021-03-05;Nationalt;16309;5873693;8.36;491029
2021-03-06;Nationalt;14376;5873693;8.60;505405
2021-03-07;Nationalt;11737;5873693;8.80;517142
2021-03-08;Nationalt;9405;5873693;8.96;526547
2021-03-09;Nationalt;10723;5873693;9.15;537270
2021-03-10;Nationalt;11865;5873693;9.35;549135
2021-03-11;Nationalt;4425;5873693;9.42;553560
2021-03-12;Nationalt;3242;5873693;9.48;556802
2021-03-13;Nationalt;4449;5873693;9.56;561251
2021-03-14;Nationalt;1209;5873693;9.58;562460
2021-03-15;Nationalt;2764;5873693;9.62;565224
2021-03-16;Nationalt;6664;5873693;9.74;571888
2021-03-17;Nationalt;10552;5873693;9.92;582440
2021-03-18;Nationalt;14411;5873693;10.2;596851
2021-03-19;Nationalt;7722;5873693;10.3;604573
2021-03-20;Nationalt;2959;5873693;10.3;607532
2021-03-21;Nationalt;4913;5873693;10.4;612445
2021-03-22;Nationalt;4064;5873693;10.5;616509
2021-03-23;Nationalt;6013;5873693;10.6;622522
2021-03-24;Nationalt;9716;5873693;10.8;632238
2021-03-25;Nationalt;7645;5873693;10.9;639883
2021-03-26;Nationalt;6098;5873693;11.0;645981
2021-03-27;Nationalt;9861;5873693;11.2;655842
2021-03-28;Nationalt;10661;5873693;11.3;666503
2021-03-29;Nationalt;17767;5873693;11.6;684270
2021-03-30;Nationalt;21393;5873693;12.0;705663
2021-03-31;Nationalt;12955;5873693;12.2;718618
2021-04-01;Nationalt;4204;5873693;12.3;722822
2021-04-02;Nationalt;4886;5873693;12.4;727708
2021-04-03;Nationalt;12015;5873693;12.6;739723
2021-04-04;Nationalt;11582;5873693;12.8;751305
2021-04-05;Nationalt;12244;5873693;13.0;763549
2021-04-06;Nationalt;15912;5873693;13.3;779461
2021-04-07;Nationalt;16527;5873693;13.6;795988
2021-04-08;Nationalt;13712;5873693;13.8;809700
2021-04-09;Nationalt;16379;5873693;14.1;826079
2021-04-10;Nationalt;16670;5873693;14.3;842749
2021-04-11;Nationalt;14840;5873693;14.6;857589
2021-04-12;Nationalt;93522;5873693;16.2;951111
2021-04-13;Nationalt;18477;5873693;16.5;969588
2021-04-14;Nationalt;11436;5873693;16.7;981024
2021-04-15;Nationalt;15253;5873693;17.0;996277
2021-04-16;Nationalt;17345;5873693;17.3;1013622
2021-04-17;Nationalt;18733;5873693;17.6;1032355
2021-04-18;Nationalt;14453;5873693;17.8;1046808
2021-04-19;Nationalt;24756;5873693;18.2;1071564
2021-04-20;Nationalt;21963;5873693;18.6;1093527
2021-04-21;Nationalt;22480;5873693;19.0;1116007
2021-04-22;Nationalt;28190;5873693;19.5;1144197
2021-04-23;Nationalt;22119;5873693;19.9;1166316
2021-04-24;Nationalt;14863;5873693;20.1;1181179
2021-04-25;Nationalt;15168;5873693;20.4;1196347
2021-04-26;Nationalt;31407;5873693;20.9;1227754
2021-04-27;Nationalt;26475;5873693;21.4;1254229
2021-04-28;Nationalt;24062;5873693;21.8;1278291
2021-04-29;Nationalt;25852;5873693;22.2;1304143
