"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;498440;483674;337851;84.2;81.7;57.1;591745
Midtjylland;1121125;1087812;755352;83.5;81.1;56.3;1342036
Syddanmark;1022182;992930;691182;83.2;80.8;56.3;1228362
Hovedstaden;1496749;1447879;972694;80.1;77.5;52.1;1868110
Sjælland;693255;673937;478828;82.2;79.9;56.8;843440
