"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-01-13;København;K;259701;251669;156025;259596;251332;154027;105;337;1998
2022-01-13;København;M;246627;238300;146856;246557;237978;144762;70;322;2094
2022-01-13;Frederiksberg;K;46061;44867;30976;46053;44822;30708;8;45;268
2022-01-13;Frederiksberg;M;40488;39254;26511;40483;39197;26254;5;57;257
2022-01-13;Ballerup;K;20167;19539;13930;20160;19504;13833;7;35;97
2022-01-13;Ballerup;M;18738;18062;12272;18726;18035;12164;12;27;108
2022-01-13;Brøndby;K;13363;12873;8707;13350;12851;8653;13;22;54
2022-01-13;Brøndby;M;12396;11912;7747;12386;11888;7669;10;24;78
2022-01-13;Dragør;K;6336;6096;4531;6334;6084;4514;2;12;17
2022-01-13;Dragør;M;5920;5689;4061;5918;5681;4042;2;8;19
2022-01-13;Gentofte;K;32698;31693;22881;32689;31648;22738;9;45;143
2022-01-13;Gentofte;M;29393;28348;19927;29385;28308;19802;8;40;125
2022-01-13;Gladsaxe;K;28156;27155;18677;28141;27099;18531;15;56;146
2022-01-13;Gladsaxe;M;27203;26127;17064;27194;26060;16919;9;67;145
2022-01-13;Glostrup;K;9279;8989;6217;9270;8980;6160;9;9;57
2022-01-13;Glostrup;M;8924;8618;5564;8911;8599;5513;13;19;51
2022-01-13;Herlev;K;11743;11318;7967;11738;11301;7913;5;17;54
2022-01-13;Herlev;M;10826;10383;6909;10822;10367;6854;4;16;55
2022-01-13;Albertslund;K;10504;10104;6591;10506;10085;6537;-2;19;54
2022-01-13;Albertslund;M;10062;9613;6007;10061;9596;5953;1;17;54
2022-01-13;Hvidovre;K;21211;20402;13668;21208;20364;13555;3;38;113
2022-01-13;Hvidovre;M;20159;19329;12448;20158;19302;12342;1;27;106
2022-01-13;Høje Tåstrup;K;19945;19239;12907;19933;19205;12817;12;34;90
2022-01-13;Høje Tåstrup;M;19577;18828;12139;19575;18807;12044;2;21;95
2022-01-13;Lyngby-Taarbæk;K;24831;24022;17269;24828;23986;17184;3;36;85
2022-01-13;Lyngby-Taarbæk;M;23696;22790;15618;23688;22735;15466;8;55;152
2022-01-13;Rødovre;K;16637;16051;10992;16629;16023;10912;8;28;80
2022-01-13;Rødovre;M;15384;14762;9595;15375;14736;9499;9;26;96
2022-01-13;Ishøj;K;8195;7890;4932;8196;7881;4897;-1;9;35
2022-01-13;Ishøj;M;7909;7573;4624;7907;7569;4587;2;4;37
2022-01-13;Tårnby;K;17497;16909;11918;17488;16878;11838;9;31;80
2022-01-13;Tårnby;M;16623;15970;10772;16621;15953;10690;2;17;82
2022-01-13;Vallensbæk;K;6355;6124;4166;6352;6116;4148;3;8;18
2022-01-13;Vallensbæk;M;6160;5925;3854;6155;5917;3824;5;8;30
2022-01-13;Furesø;K;17622;17023;12383;17617;16988;12317;5;35;66
2022-01-13;Furesø;M;16537;15948;11133;16529;15907;11067;8;41;66
2022-01-13;Allerød;K;11275;10958;8047;11271;10934;7991;4;24;56
2022-01-13;Allerød;M;10696;10353;7443;10693;10331;7382;3;22;61
2022-01-13;Fredensborg;K;17441;16917;12267;17445;16902;12199;-4;15;68
2022-01-13;Fredensborg;M;16012;15476;10985;16009;15457;10905;3;19;80
2022-01-13;Helsingør;K;26959;26256;19479;26950;26235;19315;9;21;164
2022-01-13;Helsingør;M;24675;23948;17064;24669;23924;16915;6;24;149
2022-01-13;Hillerød;K;22636;21996;15744;22630;21943;15613;6;53;131
2022-01-13;Hillerød;M;21347;20668;14258;21340;20626;14129;7;42;129
2022-01-13;Hørsholm;K;11300;11020;8327;11304;11017;8290;-4;3;37
2022-01-13;Hørsholm;M;9787;9495;6992;9785;9485;6964;2;10;28
2022-01-13;Rudersdal;K;24906;24175;17845;24905;24124;17746;1;51;99
2022-01-13;Rudersdal;M;23475;22722;16259;23459;22648;16139;16;74;120
2022-01-13;Egedal;K;18742;18182;12787;18734;18160;12721;8;22;66
2022-01-13;Egedal;M;18111;17509;12012;18109;17478;11923;2;31;89
2022-01-13;Frederikssund;K;19664;19168;14003;19664;19143;13934;0;25;69
2022-01-13;Frederikssund;M;18761;18150;12681;18750;18133;12596;11;17;85
2022-01-13;Greve;K;20795;20147;14303;20787;20104;14209;8;43;94
2022-01-13;Greve;M;19853;19215;13212;19846;19175;13117;7;40;95
2022-01-13;Køge;K;25619;24792;17675;25610;24738;17509;9;54;166
2022-01-13;Køge;M;24687;23807;16158;24680;23758;16014;7;49;144
2022-01-13;Halsnæs;K;13220;12860;9619;13218;12843;9544;2;17;75
2022-01-13;Halsnæs;M;12753;12371;8932;12743;12341;8850;10;30;82
2022-01-13;Roskilde;K;38524;37485;27171;38514;37419;27004;10;66;167
2022-01-13;Roskilde;M;36317;35205;24454;36304;35122;24254;13;83;200
2022-01-13;Solrød;K;9973;9654;6824;9970;9639;6741;3;15;83
2022-01-13;Solrød;M;9491;9181;6332;9486;9160;6227;5;21;105
2022-01-13;Gribskov;K;17264;16829;12734;17261;16817;12660;3;12;74
2022-01-13;Gribskov;M;16829;16351;11971;16829;16341;11891;0;10;80
2022-01-13;Odsherred;K;13874;13563;10220;13866;13529;10067;8;34;153
2022-01-13;Odsherred;M;13701;13411;9556;13696;13390;9394;5;21;162
2022-01-13;Holbæk;K;30779;29958;21230;30771;29918;21032;8;40;198
2022-01-13;Holbæk;M;29701;28805;19320;29679;28761;19069;22;44;251
2022-01-13;Faxe;K;15142;14740;10743;15137;14714;10611;5;26;132
2022-01-13;Faxe;M;15199;14751;10216;15191;14720;10062;8;31;154
2022-01-13;Kalundborg;K;19878;19425;14021;19861;19384;13780;17;41;241
2022-01-13;Kalundborg;M;19766;19248;13111;19753;19206;12864;13;42;247
2022-01-13;Ringsted;K;14219;13793;9770;14215;13760;9646;4;33;124
2022-01-13;Ringsted;M;13890;13449;9069;13889;13420;8915;1;29;154
2022-01-13;Slagelse;K;32911;31914;23127;32896;31855;22764;15;59;363
2022-01-13;Slagelse;M;31883;30927;21180;31861;30875;20801;22;52;379
2022-01-13;Stevns;K;9685;9423;6924;9680;9391;6830;5;32;94
2022-01-13;Stevns;M;9721;9429;6608;9712;9395;6505;9;34;103
2022-01-13;Sorø;K;12676;12348;9011;12666;12304;8834;10;44;177
2022-01-13;Sorø;M;12448;12065;8321;12437;12022;8172;11;43;149
2022-01-13;Lejre;K;12004;11667;8522;12000;11638;8461;4;29;61
2022-01-13;Lejre;M;11684;11350;8173;11685;11320;8102;-1;30;71
2022-01-13;Lolland;K;16444;16096;12309;16443;16077;12111;1;19;198
2022-01-13;Lolland;M;16327;15918;11568;16320;15894;11391;7;24;177
2022-01-13;Næstved;K;35210;34338;24811;35206;34275;24541;4;63;270
2022-01-13;Næstved;M;33845;32875;22597;33825;32813;22376;20;62;221
2022-01-13;Guldborgsund;K;25102;24554;18574;25091;24528;18443;11;26;131
2022-01-13;Guldborgsund;M;24523;23945;17187;24518;23917;16997;5;28;190
2022-01-13;Vordingborg;K;18910;18475;13755;18890;18440;13603;20;35;152
2022-01-13;Vordingborg;M;18474;17984;12776;18457;17953;12604;17;31;172
2022-01-13;Bornholm;K;17258;16825;13211;17252;16810;13136;6;15;75
2022-01-13;Bornholm;M;16715;16256;12196;16714;16224;12121;1;32;75
2022-01-13;Middelfart;K;17069;16627;12556;17065;16603;12473;4;24;83
2022-01-13;Middelfart;M;16789;16311;11806;16782;16287;11718;7;24;88
2022-01-13;Assens;K;17493;16972;12638;17489;16942;12548;4;30;90
2022-01-13;Assens;M;17423;16839;11886;17422;16824;11801;1;15;85
2022-01-13;Faaborg-Midtfyn;K;22147;21462;15973;22140;21423;15853;7;39;120
2022-01-13;Faaborg-Midtfyn;M;21978;21257;15042;21965;21215;14911;13;42;131
2022-01-13;Kerteminde;K;10469;10176;7558;10462;10156;7507;7;20;51
2022-01-13;Kerteminde;M;10002;9684;6860;9996;9665;6811;6;19;49
2022-01-13;Nyborg;K;14006;13564;9961;13995;13538;9856;11;26;105
