"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,91717,39546,638821
Frederiksberg,21377,9642,103251
Ballerup,11476,5071,49091
Brøndby,8113,3807,35367
Dragør,3920,1753,14558
Gentofte,17671,8084,74313
Gladsaxe,14493,6556,68991
Glostrup,5457,2709,23507
Herlev,6692,3090,28800
Albertslund,6000,2813,27233
Hvidovre,11644,5797,53314
Høje-Taastrup,11015,5339,52213
Lyngby-Taarbæk,12993,5991,57051
Rødovre,8693,4075,41177
Ishøj,4568,2007,23073
Tårnby,9563,4262,42724
Vallensbæk,3902,1857,16555
Furesø,10323,4700,41041
Allerød,6387,2814,25888
Fredensborg,10851,4510,41004
Helsingør,17088,7076,63088
Hillerød,13003,5796,51820
Hørsholm,7489,3331,24830
Rudersdal,14593,6842,57014
Egedal,9870,3941,43845
Frederikssund,12523,5301,45645
Greve,10805,5129,50598
Køge,12392,6294,61553
Frederiksværk-Hundested,9414,3880,31475
Roskilde,18631,9494,88741
Solrød,4740,2311,23490
Gribskov,12464,4800,41038
Odsherred,9086,4143,32931
Holbæk,16011,8012,72113
Faxe,7427,3941,36819
Kalundborg,10798,5398,48439
Ringsted,6194,3256,35004
Slagelse,18049,9486,79350
Stevns,5272,2823,23257
Sorø,6688,3486,29943
Lejre,6325,3151,28448
Lolland,9752,5065,40363
Næstved,17700,9739,83329
Guldborgsund,15089,7876,60379
Vordingborg,10781,5472,45263
Bornholm,12762,4986,39739
Middelfart,9224,4401,39321
Assens,9121,3958,40892
Faaborg-Midtfyn,11958,5100,51694
Kerteminde,5707,2672,23838
Nyborg,7436,3392,31998
Odense,39901,18426,204896
Svendborg,14155,6853,58832
Nordfyns,6572,2920,29538
Langeland,3462,1570,12353
Ærø,1748,776,6002
Haderslev,10872,4796,55379
Billund,5212,2592,26518
Sønderborg,15235,7458,73775
Tønder,7141,3269,37022
Esbjerg,26205,11893,115613
Fanø,1007,383,3439
Varde,11274,5301,49706
Vejen,8487,4315,42796
Aabenraa,11190,4727,58604
Fredericia,10820,5379,51378
Horsens,16781,8175,92720
Kolding,17472,8439,93126
Vejle,22987,10844,117648
Herning,17758,9848,89371
Holstebro,12346,6453,58643
Lemvig,4701,2534,19539
Struer,5149,2634,20836
Syddjurs,9943,4879,43399
Norddjurs,8677,4639,36946
Favrskov,9577,4487,48521
Odder,5244,2677,23055
Randers,20403,9974,98383
Silkeborg,19578,9976,96018
Samsø,978,636,3707
Skanderborg,12158,5678,63553
Århus,59762,28626,352299
Ikast-Brande,8033,4284,41608
Ringkøbing-Skjern,11882,6606,56211
Hedensted,9312,4758,46888
Morsø,5166,2644,20084
Skive,11191,5711,45366
Thisted,9781,4140,43153
Viborg,21580,10700,96701
Brønderslev-Dronninglund,8051,3847,36118
Frederikshavn,14981,6782,58975
Vesthimmerlands,8756,3969,36354
Læsø,841,393,1779
Rebild,5985,2829,30498
Mariagerfjord,9031,4519,41571
Jammerbugt,8526,3717,38195
Ålborg,41926,20448,219551
Hjørring,15444,7370,64065
