"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,128488,60658,21.8,10.3,590343
Midtjylland,265053,133275,19.9,10.0,1333764
Syddanmark,257186,119464,21.0,9.8,1224368
Hovedstaden,386061,170376,20.8,9.2,1856466
Sjælland,185740,95076,22.1,11.3,840020
