"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,91717,39546,14.4,6.2,638821
Frederiksberg,21377,9642,20.7,9.3,103251
Ballerup,11476,5071,23.4,10.3,49091
Brøndby,8113,3807,22.9,10.8,35367
Dragør,3920,1753,26.9,12.0,14558
Gentofte,17671,8084,23.8,10.9,74313
Gladsaxe,14493,6556,21.0,9.5,68991
Glostrup,5457,2709,23.2,11.5,23507
Herlev,6692,3090,23.2,10.7,28800
Albertslund,6000,2813,22.0,10.3,27233
Hvidovre,11644,5797,21.8,10.9,53314
Høje Tåstrup,11015,5339,21.1,10.2,52213
Lyngby-Taarbæk,12993,5991,22.8,10.5,57051
Rødovre,8693,4075,21.1,9.9,41177
Ishøj,4568,2007,19.8,8.7,23073
Tårnby,9563,4262,22.4,10.0,42724
Vallensbæk,3902,1857,23.6,11.2,16555
Furesø,10323,4700,25.2,11.5,41041
Allerød,6387,2814,24.7,10.9,25888
Fredensborg,10851,4510,26.5,11.0,41004
Helsingør,17088,7076,27.1,11.2,63088
Hillerød,13003,5796,25.1,11.2,51820
Hørsholm,7489,3331,30.2,13.4,24830
Rudersdal,14593,6842,25.6,12.0,57014
Egedal,9870,3941,22.5,9.0,43845
Frederikssund,12523,5301,27.4,11.6,45645
Greve,10805,5129,21.4,10.1,50598
Køge,12392,6294,20.1,10.2,61553
Halsnæs,9414,3880,29.9,12.3,31475
Roskilde,18631,9494,21.0,10.7,88741
Solrød,4740,2311,20.2,9.8,23490
Gribskov,12464,4800,30.4,11.7,41038
Odsherred,9086,4143,27.6,12.6,32931
Holbæk,16011,8012,22.2,11.1,72113
Faxe,7427,3941,20.2,10.7,36819
Kalundborg,10798,5398,22.3,11.1,48439
Ringsted,6194,3256,17.7,9.3,35004
Slagelse,18049,9486,22.7,12.0,79350
Stevns,5272,2823,22.7,12.1,23257
Sorø,6688,3486,22.3,11.6,29943
Lejre,6325,3151,22.2,11.1,28448
Lolland,9752,5065,24.2,12.5,40363
Næstved,17700,9739,21.2,11.7,83329
Guldborgsund,15089,7876,25.0,13.0,60379
Vordingborg,10781,5472,23.8,12.1,45263
Bornholm,12762,4986,32.1,12.5,39739
Middelfart,9224,4401,23.5,11.2,39321
Assens,9121,3958,22.3,9.7,40892
Faaborg-Midtfyn,11958,5100,23.1,9.9,51694
Kerteminde,5707,2672,23.9,11.2,23838
Nyborg,7436,3392,23.2,10.6,31998
Odense,39901,18426,19.5,9.0,204896
Svendborg,14155,6853,24.1,11.6,58832
Nordfyn,6572,2920,22.2,9.9,29538
Langeland,3462,1570,28.0,12.7,12353
Ærø,1748,776,29.1,12.9,6002
Haderslev,10872,4796,19.6,8.7,55379
Billund,5212,2592,19.7,9.8,26518
Sønderborg,15235,7458,20.7,10.1,73775
Tønder,7141,3269,19.3,8.8,37022
Esbjerg,26205,11893,22.7,10.3,115613
Fanø,1007,383,29.3,11.1,3439
Varde,11274,5301,22.7,10.7,49706
Vejen,8487,4315,19.8,10.1,42796
Aabenraa,11190,4727,19.1,8.1,58604
Fredericia,10820,5379,21.1,10.5,51378
Horsens,16781,8175,18.1,8.8,92720
Kolding,17472,8439,18.8,9.1,93126
Vejle,22987,10844,19.5,9.2,117648
Herning,17758,9848,19.9,11.0,89371
Holstebro,12346,6453,21.1,11.0,58643
Lemvig,4701,2534,24.1,13.0,19539
Struer,5149,2634,24.7,12.6,20836
Syddjurs,9943,4879,22.9,11.2,43399
Norddjurs,8677,4639,23.5,12.6,36946
Favrskov,9577,4487,19.7,9.2,48521
Odder,5244,2677,22.7,11.6,23055
Randers,20403,9974,20.7,10.1,98383
Silkeborg,19578,9976,20.4,10.4,96018
Samsø,978,636,26.4,17.2,3707
Skanderborg,12158,5678,19.1,8.9,63553
Århus,59762,28626,17.0,8.1,352299
Ikast-Brande,8033,4284,19.3,10.3,41608
Ringkøbing-Skjern,11882,6606,21.1,11.8,56211
Hedensted,9312,4758,19.9,10.1,46888
Morsø,5166,2644,25.7,13.2,20084
Skive,11191,5711,24.7,12.6,45366
Thisted,9781,4140,22.7,9.6,43153
Viborg,21580,10700,22.3,11.1,96701
Brønderslev,8051,3847,22.3,10.7,36118
Frederikshavn,14981,6782,25.4,11.5,58975
Vesthimmerland,8756,3969,24.1,10.9,36354
Læsø,841,393,47.3,22.1,1779
Rebild,5985,2829,19.6,9.3,30498
Mariagerfjord,9031,4519,21.7,10.9,41571
Jammerbugt,8526,3717,22.3,9.7,38195
Aalborg,41926,20448,19.1,9.3,219551
Hjørring,15444,7370,24.1,11.5,64065
