"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,128488,60658,590343
Midtjylland,265053,133275,1333764
Syddanmark,257186,119464,1224368
Hovedstaden,386061,170376,1856466
Sjælland,185740,95076,840020
