"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5844961,0.00,5
2021-01-16,Nationalt,7,5844961,0.00,12
2021-01-17,Nationalt,700,5844961,0.01,712
2021-01-18,Nationalt,2101,5844961,0.05,2813
2021-01-19,Nationalt,2064,5844961,0.08,4877
2021-01-20,Nationalt,1867,5844961,0.12,6744
2021-01-21,Nationalt,2330,5844961,0.16,9074
2021-01-22,Nationalt,5651,5844961,0.25,14725
2021-01-23,Nationalt,7123,5844961,0.37,21848
2021-01-24,Nationalt,6495,5844961,0.48,28343
2021-01-25,Nationalt,2480,5844961,0.53,30823
2021-01-26,Nationalt,1727,5844961,0.56,32550
2021-01-27,Nationalt,4361,5844961,0.63,36911
2021-01-28,Nationalt,8119,5844961,0.77,45030
2021-01-29,Nationalt,18264,5844961,1.08,63294
2021-01-30,Nationalt,12886,5844961,1.30,76180
2021-01-31,Nationalt,12243,5844961,1.51,88423
2021-02-01,Nationalt,7884,5844961,1.65,96307
2021-02-02,Nationalt,3016,5844961,1.70,99323
2021-02-03,Nationalt,6182,5844961,1.81,105505
2021-02-04,Nationalt,10887,5844961,1.99,116392
2021-02-05,Nationalt,13423,5844961,2.22,129815
2021-02-06,Nationalt,6771,5844961,2.34,136586
2021-02-07,Nationalt,3642,5844961,2.40,140228
2021-02-08,Nationalt,7049,5844961,2.52,147277
2021-02-09,Nationalt,4899,5844961,2.60,152176
2021-02-10,Nationalt,3916,5844961,2.67,156092
2021-02-11,Nationalt,2461,5844961,2.71,158553
2021-02-12,Nationalt,7632,5844961,2.84,166185
2021-02-13,Nationalt,972,5844961,2.86,167157
2021-02-14,Nationalt,629,5844961,2.87,167786
2021-02-15,Nationalt,3141,5844961,2.92,170927
2021-02-16,Nationalt,1342,5844961,2.95,172269
2021-02-17,Nationalt,429,5844961,2.95,172698
2021-02-18,Nationalt,310,5844961,2.96,173008
2021-02-19,Nationalt,973,5844961,2.98,173981
2021-02-20,Nationalt,583,5844961,2.99,174564
2021-02-21,Nationalt,357,5844961,2.99,174921
2021-02-22,Nationalt,1104,5844961,3.01,176025
2021-02-23,Nationalt,1951,5844961,3.04,177976
2021-02-24,Nationalt,1961,5844961,3.08,179937
2021-02-25,Nationalt,643,5844961,3.09,180580
2021-02-26,Nationalt,1003,5844961,3.11,181583
2021-02-27,Nationalt,1478,5844961,3.13,183061
2021-02-28,Nationalt,1431,5844961,3.16,184492
2021-03-01,Nationalt,1066,5844961,3.17,185558
2021-03-02,Nationalt,1302,5844961,3.20,186860
2021-03-03,Nationalt,1032,5844961,3.21,187892
2021-03-04,Nationalt,1816,5844961,3.25,189708
2021-03-05,Nationalt,5699,5844961,3.34,195407
2021-03-06,Nationalt,4013,5844961,3.41,199420
2021-03-07,Nationalt,4353,5844961,3.49,203773
2021-03-08,Nationalt,6492,5844961,3.60,210265
2021-03-09,Nationalt,7270,5844961,3.72,217535
2021-03-10,Nationalt,7298,5844961,3.85,224833
2021-03-11,Nationalt,8076,5844961,3.98,232909
2021-03-12,Nationalt,10683,5844961,4.17,243592
2021-03-13,Nationalt,5971,5844961,4.27,249563
2021-03-14,Nationalt,9436,5844961,4.43,258999
2021-03-15,Nationalt,9960,5844961,4.60,268959
2021-03-16,Nationalt,9520,5844961,4.76,278479
2021-03-17,Nationalt,9258,5844961,4.92,287737
2021-03-18,Nationalt,7252,5844961,5.05,294989
2021-03-19,Nationalt,11834,5844961,5.25,306823
2021-03-20,Nationalt,4871,5844961,5.33,311694
2021-03-21,Nationalt,4698,5844961,5.41,316392
2021-03-22,Nationalt,7843,5844961,5.55,324235
2021-03-23,Nationalt,7644,5844961,5.68,331879
2021-03-24,Nationalt,13558,5844961,5.91,345437
2021-03-25,Nationalt,8501,5844961,6.06,353938
2021-03-26,Nationalt,7930,5844961,6.19,361868
2021-03-27,Nationalt,3142,5844961,6.24,365010
2021-03-28,Nationalt,2822,5844961,6.29,367832
2021-03-29,Nationalt,6247,5844961,6.40,374079
2021-03-30,Nationalt,6110,5844961,6.50,380189
2021-03-31,Nationalt,9889,5844961,6.67,390078
2021-04-01,Nationalt,6989,5844961,6.79,397067
2021-04-02,Nationalt,7059,5844961,6.91,404126
2021-04-03,Nationalt,2191,5844961,6.95,406317
2021-04-04,Nationalt,1791,5844961,6.98,408108
2021-04-05,Nationalt,1308,5844961,7.00,409416
2021-04-06,Nationalt,6163,5844961,7.11,415579
2021-04-07,Nationalt,8333,5844961,7.25,423912
2021-04-08,Nationalt,8640,5844961,7.40,432552
2021-04-09,Nationalt,8746,5844961,7.55,441298
2021-04-10,Nationalt,5462,5844961,7.64,446760
2021-04-11,Nationalt,3909,5844961,7.71,450669
2021-04-12,Nationalt,11559,5844961,7.91,462228
2021-04-13,Nationalt,6298,5844961,8.02,468526
2021-04-14,Nationalt,11224,5844961,8.21,479750
2021-04-15,Nationalt,9137,5844961,8.36,488887
2021-04-16,Nationalt,8207,5844961,8.50,497094
2021-04-17,Nationalt,2741,5844961,8.55,499835
2021-04-18,Nationalt,5161,5844961,8.64,504996
2021-04-19,Nationalt,14450,5844961,8.89,519446
2021-04-20,Nationalt,17048,5844961,9.18,536494
2021-04-21,Nationalt,12831,5844961,9.40,549325
2021-04-22,Nationalt,5380,5844961,9.49,554705
2021-04-23,Nationalt,11243,5844961,9.68,565948
2021-04-24,Nationalt,7613,5844961,9.81,573561
2021-04-25,Nationalt,5288,5844961,9.90,578849
