"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,2,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,636,281
Hovedstaden,10-19,M,391,224
Hovedstaden,20-29,K,12285,4898
Hovedstaden,20-29,M,5082,2194
Hovedstaden,30-39,K,13434,6663
Hovedstaden,30-39,M,6598,3641
Hovedstaden,40-49,K,19050,9708
Hovedstaden,40-49,M,7963,4644
Hovedstaden,50-59,K,22501,12223
Hovedstaden,50-59,M,11062,7137
Hovedstaden,60-69,K,38037,13392
Hovedstaden,60-69,M,29968,9990
Hovedstaden,70-79,K,79075,17154
Hovedstaden,70-79,M,66324,15449
Hovedstaden,80-89,K,36806,30770
Hovedstaden,80-89,M,24800,20529
Hovedstaden,90+,K,8805,8373
Hovedstaden,90+,M,3242,3105
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,753,401
Midtjylland,10-19,M,313,221
Midtjylland,20-29,K,9960,4159
Midtjylland,20-29,M,3593,1858
Midtjylland,30-39,K,10652,5340
Midtjylland,30-39,M,4004,2282
Midtjylland,40-49,K,15106,7665
Midtjylland,40-49,M,5080,2914
Midtjylland,50-59,K,18343,9691
Midtjylland,50-59,M,6494,3855
Midtjylland,60-69,K,18498,11335
Midtjylland,60-69,M,11962,7610
Midtjylland,70-79,K,52075,11866
Midtjylland,70-79,M,48951,12291
Midtjylland,80-89,K,28213,24257
Midtjylland,80-89,M,21577,18289
Midtjylland,90+,K,6562,6390
Midtjylland,90+,M,2917,2851
Nordjylland,0-9,K,0,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,293,143
Nordjylland,10-19,M,120,87
Nordjylland,20-29,K,4072,1789
Nordjylland,20-29,M,1565,948
Nordjylland,30-39,K,4828,2227
Nordjylland,30-39,M,1691,981
Nordjylland,40-49,K,6775,3185
Nordjylland,40-49,M,2276,1274
Nordjylland,50-59,K,9029,4618
Nordjylland,50-59,M,3011,1905
Nordjylland,60-69,K,7332,4370
Nordjylland,60-69,M,4374,2876
Nordjylland,70-79,K,27155,4273
Nordjylland,70-79,M,25620,4322
Nordjylland,80-89,K,14328,12890
Nordjylland,80-89,M,11131,9990
Nordjylland,90+,K,3335,3262
Nordjylland,90+,M,1553,1518
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,387,150
Sjælland,10-19,M,201,113
Sjælland,20-29,K,3969,1566
Sjælland,20-29,M,1684,889
Sjælland,30-39,K,6176,2618
Sjælland,30-39,M,2266,1166
Sjælland,40-49,K,10179,4634
Sjælland,40-49,M,3440,1891
Sjælland,50-59,K,12785,6116
Sjælland,50-59,M,4970,3149
Sjælland,60-69,K,11922,7173
Sjælland,60-69,M,8603,6054
Sjælland,70-79,K,40475,11065
Sjælland,70-79,M,37875,11736
Sjælland,80-89,K,19589,17381
Sjælland,80-89,M,15126,13489
Sjælland,90+,K,4266,4119
Sjælland,90+,M,1826,1766
Syddanmark,0-9,K,1,1
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,620,284
Syddanmark,10-19,M,303,169
Syddanmark,20-29,K,7364,2881
Syddanmark,20-29,M,2941,1481
Syddanmark,30-39,K,9222,4489
Syddanmark,30-39,M,3788,2112
Syddanmark,40-49,K,13997,6874
Syddanmark,40-49,M,5164,3081
Syddanmark,50-59,K,17405,9076
Syddanmark,50-59,M,7233,4609
Syddanmark,60-69,K,15579,9094
Syddanmark,60-69,M,10885,6901
Syddanmark,70-79,K,51601,10583
Syddanmark,70-79,M,48191,10870
Syddanmark,80-89,K,30042,21374
Syddanmark,80-89,M,22800,15840
Syddanmark,90+,K,7022,6795
Syddanmark,90+,M,3028,2950
