"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2728;1457
Hovedstaden;3-5;M;2941;1578
Hovedstaden;6-11;K;26018;16843
Hovedstaden;6-11;M;27296;17676
Hovedstaden;12-15;K;34217;32723
Hovedstaden;12-15;M;36187;34591
Hovedstaden;16-19;K;35917;35197
Hovedstaden;16-19;M;36142;35210
Hovedstaden;20-39;K;233053;227777
Hovedstaden;20-39;M;223878;218228
Hovedstaden;40-64;K;272500;270395
Hovedstaden;40-64;M;267882;265701
Hovedstaden;65-79;K;124714;124378
Hovedstaden;65-79;M;106837;106547
Hovedstaden;80+;K;43418;43244
Hovedstaden;80+;M;26210;26124
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2322;1303
Midtjylland;3-5;M;2555;1433
Midtjylland;6-11;K;23479;17271
Midtjylland;6-11;M;24804;18202
Midtjylland;12-15;K;29371;28474
Midtjylland;12-15;M;30548;29580
Midtjylland;16-19;K;30368;30026
Midtjylland;16-19;M;30747;30275
Midtjylland;20-39;K;148028;145218
Midtjylland;20-39;M;150582;147370
Midtjylland;40-64;K;200502;199546
Midtjylland;40-64;M;199512;198499
Midtjylland;65-79;K;100133;99984
Midtjylland;65-79;M;94358;94197
Midtjylland;80+;K;32844;32749
Midtjylland;80+;M;23009;22960
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;924;507
Nordjylland;3-5;M;983;550
Nordjylland;6-11;K;9471;6762
Nordjylland;6-11;M;9866;7047
Nordjylland;12-15;K;12236;11779
Nordjylland;12-15;M;13022;12575
Nordjylland;16-19;K;12643;12492
Nordjylland;16-19;M;13110;12869
Nordjylland;20-39;K;59358;58047
Nordjylland;20-39;M;64153;62484
Nordjylland;40-64;K;89358;88871
Nordjylland;40-64;M;89715;89180
Nordjylland;65-79;K;49059;48952
Nordjylland;65-79;M;46905;46800
Nordjylland;80+;K;16664;16614
Nordjylland;80+;M;11826;11795
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1168;652
Sjælland;3-5;M;1300;748
Sjælland;6-11;K;11930;8360
Sjælland;6-11;M;12761;8969
Sjælland;12-15;K;17739;17203
Sjælland;12-15;M;18680;18074
Sjælland;16-19;K;17894;17646
Sjælland;16-19;M;19139;18764
Sjælland;20-39;K;67536;65793
Sjælland;20-39;M;69121;67245
Sjælland;40-64;K;137830;136973
Sjælland;40-64;M;135362;134501
Sjælland;65-79;K;75040;74871
Sjælland;65-79;M;69593;69445
Sjælland;80+;K;23365;23276
Sjælland;80+;M;16330;16292
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1885;1078
Syddanmark;3-5;M;2037;1177
Syddanmark;6-11;K;19843;14640
Syddanmark;6-11;M;21111;15778
Syddanmark;12-15;K;26134;25270
Syddanmark;12-15;M;27301;26384
Syddanmark;16-19;K;27380;26994
Syddanmark;16-19;M;27811;27283
Syddanmark;20-39;K;114561;111939
Syddanmark;20-39;M;119020;115980
Syddanmark;40-64;K;191030;189979
Syddanmark;40-64;M;190055;188871
Syddanmark;65-79;K;101024;100839
Syddanmark;65-79;M;95192;94992
Syddanmark;80+;K;35338;35223
Syddanmark;80+;M;24371;24311
