"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17658;10814
Hovedstaden;0-9;M;18789;11494
Hovedstaden;10-19;K;75792;70029
Hovedstaden;10-19;M;78742;72598
Hovedstaden;20-29;K;121294;118503
Hovedstaden;20-29;M;114489;111226
Hovedstaden;30-39;K;111282;108768
Hovedstaden;30-39;M;108934;106510
Hovedstaden;40-49;K;110749;109524
Hovedstaden;40-49;M;107688;106455
Hovedstaden;50-59;K;113814;113113
Hovedstaden;50-59;M;112990;112234
Hovedstaden;60-69;K;90252;89927
Hovedstaden;60-69;M;85631;85259
Hovedstaden;70-79;K;83695;83482
Hovedstaden;70-79;M;70329;70185
Hovedstaden;80-89;K;38956;38833
Hovedstaden;80-89;M;26465;26390
Hovedstaden;90+;K;9076;9021
Hovedstaden;90+;M;3316;3304
Midtjylland;0-9;K;15613;10502
Midtjylland;0-9;M;16658;11132
Midtjylland;10-19;K;65520;62186
Midtjylland;10-19;M;67934;64330
Midtjylland;20-29;K;80492;78917
Midtjylland;20-29;M;81869;79932
Midtjylland;30-39;K;67942;66706
Midtjylland;30-39;M;69277;67985
Midtjylland;40-49;K;76314;75780
Midtjylland;40-49;M;75179;74587
Midtjylland;50-59;K;84461;84129
Midtjylland;50-59;M;85052;84714
Midtjylland;60-69;K;74890;74711
Midtjylland;60-69;M;73121;72946
Midtjylland;70-79;K;65391;65311
Midtjylland;70-79;M;60967;60882
Midtjylland;80-89;K;29808;29736
Midtjylland;80-89;M;23039;23000
Midtjylland;90+;K;6619;6594
Midtjylland;90+;M;3020;3008
Nordjylland;0-9;K;6325;4117
Nordjylland;0-9;M;6623;4343
Nordjylland;10-19;K;27119;25606
Nordjylland;10-19;M;28573;26937
Nordjylland;20-29;K;31793;31038
Nordjylland;20-29;M;35524;34512
Nordjylland;30-39;K;27663;27101
Nordjylland;30-39;M;28940;28267
Nordjylland;40-49;K;31863;31617
Nordjylland;40-49;M;31994;31705
Nordjylland;50-59;K;38029;37846
Nordjylland;50-59;M;38447;38258
Nordjylland;60-69;K;36146;36035
Nordjylland;60-69;M;35531;35422
Nordjylland;70-79;K;32284;32225
Nordjylland;70-79;M;30522;30461
Nordjylland;80-89;K;15103;15065
Nordjylland;80-89;M;11827;11802
Nordjylland;90+;K;3388;3374
Nordjylland;90+;M;1599;1593
Sjælland;0-9;K;7779;5077
Sjælland;0-9;M;8427;5534
Sjælland;10-19;K;38689;36536
Sjælland;10-19;M;41068;38663
Sjælland;20-29;K;30752;29886
Sjælland;20-29;M;33738;32705
Sjælland;30-39;K;36664;35788
Sjælland;30-39;M;35755;34897
Sjælland;40-49;K;49162;48708
Sjælland;40-49;M;46863;46387
Sjælland;50-59;K;59887;59579
Sjælland;50-59;M;60195;59913
Sjælland;60-69;K;53207;53039
Sjælland;60-69;M;51679;51498
Sjælland;70-79;K;50250;50140
Sjælland;70-79;M;45863;45782
Sjælland;80-89;K;21699;21633
Sjælland;80-89;M;16744;16713
Sjælland;90+;K;4413;4388
Sjælland;90+;M;1954;1946
Syddanmark;0-9;K;12995;8825
Syddanmark;0-9;M;13958;9566
Syddanmark;10-19;K;58501;55424
Syddanmark;10-19;M;60655;57450
Syddanmark;20-29;K;57918;56502
Syddanmark;20-29;M;62235;60446
Syddanmark;30-39;K;57026;55815
Syddanmark;30-39;M;57506;56231
Syddanmark;40-49;K;69451;68882
Syddanmark;40-49;M;67555;66893
Syddanmark;50-59;K;81635;81269
Syddanmark;50-59;M;82708;82316
Syddanmark;60-69;K;74381;74181
Syddanmark;60-69;M;73201;72981
Syddanmark;70-79;K;66084;65975
Syddanmark;70-79;M;61371;61245
Syddanmark;80-89;K;32097;32027
Syddanmark;80-89;M;24559;24510
Syddanmark;90+;K;7109;7063
Syddanmark;90+;M;3150;3138
