"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;507408;493087;332790;78.7;76.4;51.6;645085
Frederiksberg;86747;84670;61615;83.7;81.7;59.5;103599
Ballerup;38979;37869;27695;79.2;77.0;56.3;49191
Brøndby;25846;24964;17421;72.3;69.8;48.7;35770
Dragør;12269;11875;8899;83.9;81.2;60.9;14622
Gentofte;62191;60457;44665;83.8;81.4;60.2;74244
Gladsaxe;55476;53707;37968;80.1;77.6;54.8;69247
Glostrup;18251;17705;12480;77.8;75.4;53.2;23468
Herlev;22632;21884;15685;78.6;76.0;54.5;28802
Albertslund;20621;19851;13386;74.6;71.9;48.5;27626
Hvidovre;41466;40018;27883;77.9;75.2;52.4;53229
Høje Tåstrup;39635;38326;26667;74.7;72.2;50.3;53061
Lyngby-Taarbæk;48658;47218;34612;84.2;81.7;59.9;57788
Rødovre;32130;31021;21847;77.5;74.8;52.7;41461
Ishøj;16141;15570;10179;69.5;67.1;43.8;23220
Tårnby;34197;33117;23907;80.1;77.6;56.0;42680
Vallensbæk;12551;12159;8478;76.1;73.7;51.4;16496
Furesø;34238;33239;24619;82.7;80.3;59.5;41397
Allerød;21988;21444;16165;85.1;83.0;62.6;25833
Fredensborg;33534;32648;24356;81.4;79.2;59.1;41208
Helsingør;51709;50479;38189;82.3;80.3;60.8;62848
Hillerød;44079;42969;31666;82.7;80.6;59.4;53317
Hørsholm;21118;20627;15881;85.4;83.4;64.2;24732
Rudersdal;48462;47218;35562;84.7;82.5;62.1;57244
Egedal;36931;35940;26149;83.2;80.9;58.9;44407
Frederikssund;38510;37602;28299;84.1;82.1;61.8;45808
Greve;40726;39638;28917;80.1;78.0;56.9;50816
Køge;50405;48971;36062;81.8;79.4;58.5;61649
Halsnæs;25986;25331;19391;82.9;80.8;61.9;31350
Roskilde;74991;73238;54505;83.8;81.9;60.9;89478
Solrød;19491;18995;13870;81.8;79.8;58.2;23817
Gribskov;34148;33381;25787;83.0;81.1;62.7;41155
Odsherred;27625;27107;21169;84.2;82.6;64.5;32819
Holbæk;60640;59263;43823;83.2;81.3;60.1;72865
Faxe;30426;29697;22180;81.8;79.9;59.7;37173
Kalundborg;39763;38931;29343;82.2;80.5;60.7;48365
Ringsted;28180;27467;20092;80.2;78.1;57.2;35149
Slagelse;64936;63346;47251;81.5;79.5;59.3;79678
Stevns;19455;18996;14376;82.8;80.8;61.2;23501
Sorø;25183;24671;18411;83.9;82.2;61.4;30005
Lejre;23739;23224;17566;83.0;81.2;61.5;28584
Lolland;32828;32159;24919;81.9;80.2;62.2;40080
Næstved;69233;67710;50357;82.6;80.7;60.0;83860
Guldborgsund;49718;48740;37450;82.5;80.9;62.1;60275
Vordingborg;37449;36659;27992;82.6;80.9;61.8;45322
Bornholm;34040;33293;26365;85.9;84.0;66.5;39644
Middelfart;33918;33197;25601;85.6;83.8;64.6;39634
Assens;34969;34138;25743;85.4;83.4;62.9;40934
Faaborg-Midtfyn;44208;43148;32494;85.3;83.3;62.7;51823
Kerteminde;20514;20016;15221;85.4;83.4;63.4;24012
Nyborg;27548;26892;20338;85.7;83.7;63.3;32127
Odense;172230;167856;120288;83.6;81.5;58.4;205997
Svendborg;50559;49475;37174;85.4;83.6;62.8;59198
Nordfyn;24963;24333;18116;84.0;81.9;60.9;29725
Langeland;10557;10371;8266;85.8;84.3;67.2;12304
Ærø;5281;5169;4194;87.6;85.7;69.6;6029
Haderslev;45618;44641;32679;82.5;80.7;59.1;55305
Billund;22195;21735;16193;83.2;81.5;60.7;26667
Sønderborg;61655;60252;45298;83.6;81.7;61.4;73739
Tønder;29931;29241;21641;81.3;79.4;58.8;36816
Esbjerg;95730;93628;68371;82.9;81.1;59.2;115491
Fanø;2966;2919;2346;86.7;85.3;68.6;3421
Varde;41194;40267;30248;82.9;81.1;60.9;49669
Vejen;34965;34088;24913;82.1;80.1;58.5;42571
Aabenraa;47253;46260;34541;80.5;78.9;58.9;58664
Fredericia;43025;42056;31654;83.4;81.5;61.3;51597
Horsens;76935;75115;54359;81.4;79.4;57.5;94562
Kolding;76940;75246;53909;82.3;80.5;57.6;93529
Vejle;97876;95811;68606;82.1;80.4;57.6;119153
Herning;74621;72999;52925;83.6;81.8;59.3;89261
Holstebro;49390;48270;35215;84.4;82.5;60.2;58516
Lemvig;16568;16267;12587;85.4;83.8;64.9;19404
Struer;17849;17485;13149;85.8;84.1;63.2;20791
Syddjurs;36922;36094;27692;84.7;82.8;63.5;43613
Norddjurs;31285;30639;23587;84.7;83.0;63.9;36930
