"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5874306;0.00;1
2021-01-01;Nationalt;1;5874306;0.00;2
2021-01-04;Nationalt;1;5874306;0.00;3
2021-01-05;Nationalt;1;5874306;0.00;4
2021-01-07;Nationalt;2;5874306;0.00;6
2021-01-08;Nationalt;1;5874306;0.00;7
2021-01-09;Nationalt;2;5874306;0.00;9
2021-01-12;Nationalt;2;5874306;0.00;11
2021-01-13;Nationalt;5;5874306;0.00;16
2021-01-14;Nationalt;1;5874306;0.00;17
2021-01-15;Nationalt;5;5874306;0.00;22
2021-01-16;Nationalt;10;5874306;0.00;32
2021-01-17;Nationalt;630;5874306;0.01;662
2021-01-18;Nationalt;1932;5874306;0.04;2594
2021-01-19;Nationalt;1877;5874306;0.08;4471
2021-01-20;Nationalt;1708;5874306;0.11;6179
2021-01-21;Nationalt;2142;5874306;0.14;8321
2021-01-22;Nationalt;5220;5874306;0.23;13541
2021-01-23;Nationalt;6372;5874306;0.34;19913
2021-01-24;Nationalt;5767;5874306;0.44;25680
2021-01-25;Nationalt;2264;5874306;0.48;27944
2021-01-26;Nationalt;1600;5874306;0.50;29544
2021-01-27;Nationalt;4051;5874306;0.57;33595
2021-01-28;Nationalt;7750;5874306;0.70;41345
2021-01-29;Nationalt;17034;5874306;0.99;58379
2021-01-30;Nationalt;11776;5874306;1.19;70155
2021-01-31;Nationalt;11108;5874306;1.38;81263
2021-02-01;Nationalt;7463;5874306;1.51;88726
2021-02-02;Nationalt;2847;5874306;1.56;91573
2021-02-03;Nationalt;5905;5874306;1.66;97478
2021-02-04;Nationalt;10374;5874306;1.84;107852
2021-02-05;Nationalt;12622;5874306;2.05;120474
2021-02-06;Nationalt;6377;5874306;2.16;126851
2021-02-07;Nationalt;3417;5874306;2.22;130268
2021-02-08;Nationalt;6694;5874306;2.33;136962
2021-02-09;Nationalt;4631;5874306;2.41;141593
2021-02-10;Nationalt;3728;5874306;2.47;145321
2021-02-11;Nationalt;2368;5874306;2.51;147689
2021-02-12;Nationalt;7502;5874306;2.64;155191
2021-02-13;Nationalt;915;5874306;2.66;156106
2021-02-14;Nationalt;600;5874306;2.67;156706
2021-02-15;Nationalt;3078;5874306;2.72;159784
2021-02-16;Nationalt;1297;5874306;2.74;161081
2021-02-17;Nationalt;409;5874306;2.75;161490
2021-02-18;Nationalt;319;5874306;2.75;161809
2021-02-19;Nationalt;936;5874306;2.77;162745
2021-02-20;Nationalt;554;5874306;2.78;163299
2021-02-21;Nationalt;346;5874306;2.79;163645
2021-02-22;Nationalt;1077;5874306;2.80;164722
2021-02-23;Nationalt;1876;5874306;2.84;166598
2021-02-24;Nationalt;1830;5874306;2.87;168428
2021-02-25;Nationalt;603;5874306;2.88;169031
2021-02-26;Nationalt;999;5874306;2.89;170030
2021-02-27;Nationalt;1346;5874306;2.92;171376
2021-02-28;Nationalt;1296;5874306;2.94;172672
