"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2422;504
Hovedstaden;3-5;M;2641;532
Hovedstaden;6-11;K;24211;8017
Hovedstaden;6-11;M;25394;8373
Hovedstaden;12-15;K;33942;31840
Hovedstaden;12-15;M;35908;33666
Hovedstaden;16-19;K;35792;34913
Hovedstaden;16-19;M;35977;34899
Hovedstaden;20-39;K;231921;225344
Hovedstaden;20-39;M;222994;216288
Hovedstaden;40-64;K;272275;269800
Hovedstaden;40-64;M;267653;265038
Hovedstaden;65-79;K;124771;124346
Hovedstaden;65-79;M;106919;106566
Hovedstaden;80+;K;43592;43388
Hovedstaden;80+;M;26334;26236
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2106;425
Midtjylland;3-5;M;2318;430
Midtjylland;6-11;K;22453;9800
Midtjylland;6-11;M;23692;10491
Midtjylland;12-15;K;29179;27847
Midtjylland;12-15;M;30352;28950
Midtjylland;16-19;K;30260;29818
Midtjylland;16-19;M;30638;30055
Midtjylland;20-39;K;147380;143778
Midtjylland;20-39;M;150028;146095
Midtjylland;40-64;K;200387;199204
Midtjylland;40-64;M;199374;198138
Midtjylland;65-79;K;100167;99984
Midtjylland;65-79;M;94432;94230
Midtjylland;80+;K;32991;32880
Midtjylland;80+;M;23132;23067
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;807;131
Nordjylland;3-5;M;852;164
Nordjylland;6-11;K;8837;3594
Nordjylland;6-11;M;9212;3796
Nordjylland;12-15;K;12136;11475
Nordjylland;12-15;M;12919;12273
Nordjylland;16-19;K;12618;12426
Nordjylland;16-19;M;13081;12780
Nordjylland;20-39;K;59104;57476
Nordjylland;20-39;M;63862;61870
Nordjylland;40-64;K;89292;88719
Nordjylland;40-64;M;89651;88976
Nordjylland;65-79;K;49087;48959
Nordjylland;65-79;M;46927;46803
Nordjylland;80+;K;16718;16659
Nordjylland;80+;M;11876;11836
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1017;221
Sjælland;3-5;M;1150;242
Sjælland;6-11;K;11120;4275
Sjælland;6-11;M;11919;4624
Sjælland;12-15;K;17605;16836
Sjælland;12-15;M;18548;17696
Sjælland;16-19;K;17875;17576
Sjælland;16-19;M;19109;18670
Sjælland;20-39;K;67237;65106
Sjælland;20-39;M;68812;66587
Sjælland;40-64;K;137712;136739
Sjælland;40-64;M;135206;134233
Sjælland;65-79;K;75055;74872
Sjælland;65-79;M;69643;69470
Sjælland;80+;K;23448;23353
Sjælland;80+;M;16418;16385
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1648;311
Syddanmark;3-5;M;1790;331
Syddanmark;6-11;K;18714;8152
Syddanmark;6-11;M;19921;8814
Syddanmark;12-15;K;25952;24672
Syddanmark;12-15;M;27076;25796
Syddanmark;16-19;K;27304;26815
Syddanmark;16-19;M;27715;27068
Syddanmark;20-39;K;114012;110600
Syddanmark;20-39;M;118380;114703
Syddanmark;40-64;K;190874;189546
Syddanmark;40-64;M;189860;188356
Syddanmark;65-79;K;101049;100798
Syddanmark;65-79;M;95247;94997
Syddanmark;80+;K;35479;35336
Syddanmark;80+;M;24476;24389
