"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1868100;0.00
2021-01-01;Hovedstaden;0;1868100;0.00
2021-01-04;Hovedstaden;0;1868100;0.00
2021-01-07;Hovedstaden;1;1868100;0.00
2021-01-08;Hovedstaden;2;1868100;0.00
2021-01-09;Hovedstaden;4;1868100;0.00
2021-01-12;Hovedstaden;4;1868100;0.00
2021-01-13;Hovedstaden;5;1868100;0.00
2021-01-14;Hovedstaden;6;1868100;0.00
2021-01-15;Hovedstaden;11;1868100;0.00
2021-01-16;Hovedstaden;13;1868100;0.00
2021-01-17;Hovedstaden;55;1868100;0.00
2021-01-18;Hovedstaden;191;1868100;0.01
2021-01-19;Hovedstaden;363;1868100;0.02
2021-01-20;Hovedstaden;497;1868100;0.03
2021-01-21;Hovedstaden;614;1868100;0.03
2021-01-22;Hovedstaden;696;1868100;0.04
2021-01-23;Hovedstaden;4484;1868100;0.24
2021-01-24;Hovedstaden;8109;1868100;0.43
2021-01-25;Hovedstaden;8340;1868100;0.45
2021-01-26;Hovedstaden;8479;1868100;0.45
2021-01-27;Hovedstaden;9101;1868100;0.49
2021-01-28;Hovedstaden;12791;1868100;0.68
2021-01-29;Hovedstaden;19907;1868100;1.07
2021-01-30;Hovedstaden;24173;1868100;1.29
2021-01-31;Hovedstaden;26604;1868100;1.42
2021-02-01;Hovedstaden;28483;1868100;1.52
2021-02-02;Hovedstaden;28595;1868100;1.53
2021-02-03;Hovedstaden;31429;1868100;1.68
2021-02-04;Hovedstaden;37647;1868100;2.02
2021-02-05;Hovedstaden;42359;1868100;2.27
2021-02-06;Hovedstaden;45276;1868100;2.42
2021-02-07;Hovedstaden;45842;1868100;2.45
2021-02-08;Hovedstaden;46975;1868100;2.51
2021-02-09;Hovedstaden;47021;1868100;2.52
2021-02-10;Hovedstaden;47945;1868100;2.57
2021-02-11;Hovedstaden;48190;1868100;2.58
2021-02-12;Hovedstaden;52325;1868100;2.80
2021-02-13;Hovedstaden;52336;1868100;2.80
2021-02-14;Hovedstaden;52349;1868100;2.80
2021-02-15;Hovedstaden;53714;1868100;2.88
2021-02-16;Hovedstaden;54121;1868100;2.90
2021-02-17;Hovedstaden;54157;1868100;2.90
2021-02-18;Hovedstaden;54239;1868100;2.90
2021-02-19;Hovedstaden;54295;1868100;2.91
2021-02-20;Hovedstaden;54400;1868100;2.91
2021-02-21;Hovedstaden;54506;1868100;2.92
2021-02-22;Hovedstaden;54653;1868100;2.93
2021-02-23;Hovedstaden;54819;1868100;2.93
2021-02-24;Hovedstaden;54902;1868100;2.94
2021-02-25;Hovedstaden;54942;1868100;2.94
2021-02-26;Hovedstaden;55012;1868100;2.94
2021-02-27;Hovedstaden;56045;1868100;3.00
2021-02-28;Hovedstaden;57100;1868100;3.06
2021-03-01;Hovedstaden;57318;1868100;3.07
2021-03-02;Hovedstaden;57571;1868100;3.08
2021-03-03;Hovedstaden;57619;1868100;3.08
2021-03-04;Hovedstaden;57820;1868100;3.10
2021-03-05;Hovedstaden;58092;1868100;3.11
2021-03-06;Hovedstaden;58186;1868100;3.11
2021-03-07;Hovedstaden;58503;1868100;3.13
2021-03-08;Hovedstaden;58743;1868100;3.14
2021-03-09;Hovedstaden;60119;1868100;3.22
2021-03-10;Hovedstaden;61750;1868100;3.31
2021-03-11;Hovedstaden;65930;1868100;3.53
2021-03-12;Hovedstaden;70572;1868100;3.78
2021-03-13;Hovedstaden;70663;1868100;3.78
2021-03-14;Hovedstaden;73832;1868100;3.95
2021-03-15;Hovedstaden;76533;1868100;4.10
2021-03-16;Hovedstaden;79951;1868100;4.28
2021-03-17;Hovedstaden;84192;1868100;4.51
2021-03-18;Hovedstaden;88475;1868100;4.74
2021-03-19;Hovedstaden;89619;1868100;4.80
2021-03-20;Hovedstaden;89710;1868100;4.80
2021-03-21;Hovedstaden;91755;1868100;4.91
2021-03-22;Hovedstaden;91843;1868100;4.92
2021-03-23;Hovedstaden;91964;1868100;4.92
2021-03-24;Hovedstaden;100348;1868100;5.37
2021-03-25;Hovedstaden;104753;1868100;5.61
2021-03-26;Hovedstaden;107361;1868100;5.75
2021-03-27;Hovedstaden;107407;1868100;5.75
2021-03-28;Hovedstaden;107449;1868100;5.75
2021-03-29;Hovedstaden;107988;1868100;5.78
2021-03-30;Hovedstaden;108260;1868100;5.80
2021-03-31;Hovedstaden;111960;1868100;5.99
2021-04-01;Hovedstaden;116555;1868100;6.24
2021-04-02;Hovedstaden;120195;1868100;6.43
2021-04-03;Hovedstaden;120296;1868100;6.44
2021-04-04;Hovedstaden;120349;1868100;6.44
2021-04-05;Hovedstaden;120396;1868100;6.44
2021-04-06;Hovedstaden;120608;1868100;6.46
2021-04-07;Hovedstaden;121190;1868100;6.49
2021-04-08;Hovedstaden;122834;1868100;6.58
2021-04-09;Hovedstaden;126174;1868100;6.75
2021-04-10;Hovedstaden;127458;1868100;6.82
2021-04-11;Hovedstaden;127604;1868100;6.83
2021-04-12;Hovedstaden;134377;1868100;7.19
2021-04-13;Hovedstaden;135449;1868100;7.25
2021-04-14;Hovedstaden;139946;1868100;7.49
2021-04-15;Hovedstaden;141504;1868100;7.57
2021-04-16;Hovedstaden;144469;1868100;7.73
2021-04-17;Hovedstaden;144683;1868100;7.74
2021-04-18;Hovedstaden;144869;1868100;7.75
2021-04-19;Hovedstaden;146935;1868100;7.87
2021-04-20;Hovedstaden;151895;1868100;8.13
2021-04-21;Hovedstaden;155617;1868100;8.33
2021-04-22;Hovedstaden;155764;1868100;8.34
2021-04-23;Hovedstaden;162668;1868100;8.71
2021-04-24;Hovedstaden;164648;1868100;8.81
2021-04-25;Hovedstaden;164978;1868100;8.83
2021-04-26;Hovedstaden;168125;1868100;9.00
2021-04-27;Hovedstaden;177737;1868100;9.51
2021-04-28;Hovedstaden;185852;1868100;9.95
2021-04-29;Hovedstaden;192997;1868100;10.3
2021-04-30;Hovedstaden;193244;1868100;10.3
2021-05-01;Hovedstaden;193733;1868100;10.4
2021-05-02;Hovedstaden;202246;1868100;10.8
2021-05-03;Hovedstaden;210201;1868100;11.3
2021-05-04;Hovedstaden;218808;1868100;11.7
2021-05-05;Hovedstaden;230737;1868100;12.4
2021-05-06;Hovedstaden;240737;1868100;12.9
2021-05-07;Hovedstaden;248270;1868100;13.3
2021-05-08;Hovedstaden;267851;1868100;14.3
2021-05-09;Hovedstaden;275993;1868100;14.8
2021-05-10;Hovedstaden;281567;1868100;15.1
2021-05-11;Hovedstaden;287739;1868100;15.4
2021-05-12;Hovedstaden;293329;1868100;15.7
2021-05-13;Hovedstaden;303923;1868100;16.3
2021-05-14;Hovedstaden;311710;1868100;16.7
2021-05-15;Hovedstaden;318568;1868100;17.1
2021-05-16;Hovedstaden;322025;1868100;17.2
2021-05-17;Hovedstaden;329155;1868100;17.6
2021-05-18;Hovedstaden;338057;1868100;18.1
2021-05-19;Hovedstaden;340846;1868100;18.2
2021-05-20;Hovedstaden;346736;1868100;18.6
2021-05-21;Hovedstaden;353594;1868100;18.9
2021-05-22;Hovedstaden;356604;1868100;19.1
2021-05-23;Hovedstaden;357881;1868100;19.2
2021-05-24;Hovedstaden;358892;1868100;19.2
2021-05-25;Hovedstaden;361176;1868100;19.3
2021-05-26;Hovedstaden;364003;1868100;19.5
2021-05-27;Hovedstaden;367060;1868100;19.6
2021-05-28;Hovedstaden;368737;1868100;19.7
2021-05-29;Hovedstaden;370543;1868100;19.8
2021-05-30;Hovedstaden;374715;1868100;20.1
2021-05-31;Hovedstaden;383409;1868100;20.5
2021-06-01;Hovedstaden;390272;1868100;20.9
2021-06-02;Hovedstaden;397110;1868100;21.3
2021-06-03;Hovedstaden;408322;1868100;21.9
2021-06-04;Hovedstaden;411031;1868100;22.0
2021-06-05;Hovedstaden;412217;1868100;22.1
2021-06-06;Hovedstaden;420907;1868100;22.5
2021-06-07;Hovedstaden;432726;1868100;23.2
2021-06-08;Hovedstaden;440977;1868100;23.6
2021-06-09;Hovedstaden;450206;1868100;24.1
2021-06-10;Hovedstaden;452666;1868100;24.2
2021-06-11;Hovedstaden;455151;1868100;24.4
2021-06-12;Hovedstaden;456604;1868100;24.4
2021-06-13;Hovedstaden;458490;1868100;24.5
2021-06-14;Hovedstaden;460599;1868100;24.7
2021-06-15;Hovedstaden;462211;1868100;24.7
2021-06-16;Hovedstaden;469648;1868100;25.1
2021-06-17;Hovedstaden;476993;1868100;25.5
2021-06-18;Hovedstaden;486800;1868100;26.1
2021-06-19;Hovedstaden;493643;1868100;26.4
2021-06-20;Hovedstaden;499086;1868100;26.7
2021-06-21;Hovedstaden;506781;1868100;27.1
2021-06-22;Hovedstaden;514856;1868100;27.6
2021-06-23;Hovedstaden;526533;1868100;28.2
2021-06-24;Hovedstaden;538955;1868100;28.9
2021-06-25;Hovedstaden;547118;1868100;29.3
2021-06-26;Hovedstaden;557677;1868100;29.9
2021-06-27;Hovedstaden;566603;1868100;30.3
2021-06-28;Hovedstaden;582913;1868100;31.2
2021-06-29;Hovedstaden;599838;1868100;32.1
2021-06-30;Hovedstaden;612134;1868100;32.8
2021-07-01;Hovedstaden;620577;1868100;33.2
2021-07-02;Hovedstaden;633204;1868100;33.9
2021-07-03;Hovedstaden;648819;1868100;34.7
2021-07-04;Hovedstaden;662171;1868100;35.4
2021-07-05;Hovedstaden;675357;1868100;36.2
2021-07-06;Hovedstaden;688380;1868100;36.8
2021-07-07;Hovedstaden;695730;1868100;37.2
2021-07-08;Hovedstaden;702757;1868100;37.6
2021-07-09;Hovedstaden;711932;1868100;38.1
2021-07-10;Hovedstaden;720394;1868100;38.6
2021-07-11;Hovedstaden;725744;1868100;38.8
2021-07-12;Hovedstaden;741284;1868100;39.7
2021-07-13;Hovedstaden;757189;1868100;40.5
2021-07-14;Hovedstaden;768655;1868100;41.1
2021-07-15;Hovedstaden;782727;1868100;41.9
2021-07-16;Hovedstaden;795862;1868100;42.6
2021-07-17;Hovedstaden;808286;1868100;43.3
2021-07-18;Hovedstaden;825261;1868100;44.2
2021-07-19;Hovedstaden;844251;1868100;45.2
2021-07-20;Hovedstaden;863523;1868100;46.2
2021-07-21;Hovedstaden;881855;1868100;47.2
2021-07-22;Hovedstaden;897860;1868100;48.1
2021-07-23;Hovedstaden;913002;1868100;48.9
2021-07-24;Hovedstaden;924220;1868100;49.5
2021-07-25;Hovedstaden;937003;1868100;50.2
2021-07-26;Hovedstaden;947661;1868100;50.7
2021-07-27;Hovedstaden;960917;1868100;51.4
2021-07-28;Hovedstaden;973623;1868100;52.1
2021-07-29;Hovedstaden;983761;1868100;52.7
2021-07-30;Hovedstaden;993254;1868100;53.2
2021-07-31;Hovedstaden;1000946;1868100;53.6
2021-08-01;Hovedstaden;1007534;1868100;53.9
2021-08-02;Hovedstaden;1016839;1868100;54.4
2021-08-03;Hovedstaden;1029905;1868100;55.1
2021-08-04;Hovedstaden;1042854;1868100;55.8
2021-08-05;Hovedstaden;1053128;1868100;56.4
2021-08-06;Hovedstaden;1064884;1868100;57.0
2021-08-07;Hovedstaden;1077885;1868100;57.7
2021-08-08;Hovedstaden;1095235;1868100;58.6
2021-08-09;Hovedstaden;1111776;1868100;59.5
2021-08-10;Hovedstaden;1126297;1868100;60.3
2021-08-11;Hovedstaden;1142215;1868100;61.1
2021-08-12;Hovedstaden;1156368;1868100;61.9
2021-08-13;Hovedstaden;1169658;1868100;62.6
2021-08-14;Hovedstaden;1183680;1868100;63.4
2021-08-15;Hovedstaden;1197305;1868100;64.1
2021-08-16;Hovedstaden;1208480;1868100;64.7
2021-08-17;Hovedstaden;1217206;1868100;65.2
2021-08-18;Hovedstaden;1226384;1868100;65.6
2021-08-19;Hovedstaden;1231505;1868100;65.9
2021-08-20;Hovedstaden;1235740;1868100;66.1
2021-08-21;Hovedstaden;1241495;1868100;66.5
2021-08-22;Hovedstaden;1246015;1868100;66.7
2021-08-23;Hovedstaden;1253220;1868100;67.1
2021-08-24;Hovedstaden;1260943;1868100;67.5
2021-08-25;Hovedstaden;1264684;1868100;67.7
2021-08-26;Hovedstaden;1269067;1868100;67.9
2021-08-27;Hovedstaden;1273712;1868100;68.2
2021-08-28;Hovedstaden;1276974;1868100;68.4
2021-08-29;Hovedstaden;1282067;1868100;68.6
2021-08-30;Hovedstaden;1289018;1868100;69.0
2021-08-31;Hovedstaden;1294154;1868100;69.3
2021-09-01;Hovedstaden;1297499;1868100;69.5
2021-09-02;Hovedstaden;1300716;1868100;69.6
2021-09-03;Hovedstaden;1302267;1868100;69.7
2021-09-04;Hovedstaden;1304534;1868100;69.8
2021-09-05;Hovedstaden;1307322;1868100;70.0
2021-09-06;Hovedstaden;1310169;1868100;70.1
2021-09-07;Hovedstaden;1312905;1868100;70.3
2021-09-08;Hovedstaden;1314675;1868100;70.4
2021-09-09;Hovedstaden;1316547;1868100;70.5
2021-09-10;Hovedstaden;1318428;1868100;70.6
2021-09-11;Hovedstaden;1320150;1868100;70.7
2021-09-12;Hovedstaden;1322100;1868100;70.8
2021-09-13;Hovedstaden;1324761;1868100;70.9
2021-09-14;Hovedstaden;1326505;1868100;71.0
2021-09-15;Hovedstaden;1328010;1868100;71.1
2021-09-16;Hovedstaden;1329387;1868100;71.2
2021-09-17;Hovedstaden;1330910;1868100;71.2
2021-09-18;Hovedstaden;1332266;1868100;71.3
2021-09-19;Hovedstaden;1333582;1868100;71.4
2021-09-20;Hovedstaden;1335332;1868100;71.5
2021-09-21;Hovedstaden;1336867;1868100;71.6
2021-09-22;Hovedstaden;1338072;1868100;71.6
2021-09-23;Hovedstaden;1339256;1868100;71.7
2021-09-24;Hovedstaden;1340547;1868100;71.8
2021-09-25;Hovedstaden;1341693;1868100;71.8
2021-09-26;Hovedstaden;1343048;1868100;71.9
2021-09-27;Hovedstaden;1344191;1868100;72.0
2021-09-28;Hovedstaden;1345196;1868100;72.0
2021-09-29;Hovedstaden;1346079;1868100;72.1
2021-09-30;Hovedstaden;1346934;1868100;72.1
2021-10-01;Hovedstaden;1347837;1868100;72.2
2021-10-02;Hovedstaden;1348866;1868100;72.2
2021-10-03;Hovedstaden;1348980;1868100;72.2
2021-10-04;Hovedstaden;1349230;1868100;72.2
2021-10-05;Hovedstaden;1350177;1868100;72.3
2021-10-06;Hovedstaden;1351214;1868100;72.3
2021-10-07;Hovedstaden;1351923;1868100;72.4
2021-10-08;Hovedstaden;1352586;1868100;72.4
2021-10-09;Hovedstaden;1353445;1868100;72.5
2021-10-10;Hovedstaden;1353490;1868100;72.5
2021-10-11;Hovedstaden;1353708;1868100;72.5
2021-10-12;Hovedstaden;1354710;1868100;72.5
2021-10-13;Hovedstaden;1355657;1868100;72.6
2021-10-14;Hovedstaden;1356328;1868100;72.6
2021-10-15;Hovedstaden;1357012;1868100;72.6
2021-10-16;Hovedstaden;1357730;1868100;72.7
2021-10-17;Hovedstaden;1357760;1868100;72.7
2021-10-18;Hovedstaden;1357911;1868100;72.7
2021-10-19;Hovedstaden;1358682;1868100;72.7
2021-10-20;Hovedstaden;1359339;1868100;72.8
2021-10-21;Hovedstaden;1359834;1868100;72.8
2021-10-22;Hovedstaden;1360392;1868100;72.8
2021-10-23;Hovedstaden;1360992;1868100;72.9
2021-10-24;Hovedstaden;1361035;1868100;72.9
2021-10-25;Hovedstaden;1361292;1868100;72.9
2021-10-26;Hovedstaden;1361840;1868100;72.9
2021-10-27;Hovedstaden;1362459;1868100;72.9
2021-10-28;Hovedstaden;1362937;1868100;73.0
2021-10-29;Hovedstaden;1363423;1868100;73.0
2021-10-30;Hovedstaden;1363872;1868100;73.0
2021-10-31;Hovedstaden;1363919;1868100;73.0
2021-11-01;Hovedstaden;1364320;1868100;73.0
2021-11-02;Hovedstaden;1364883;1868100;73.1
2021-11-03;Hovedstaden;1365438;1868100;73.1
2021-11-04;Hovedstaden;1365891;1868100;73.1
2021-11-05;Hovedstaden;1366432;1868100;73.1
