"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;504908;484387;277862;78.3;75.1;43.1;644883
Frederiksberg;86377;83199;54042;83.4;80.4;52.2;103529
Ballerup;38790;37068;24939;78.9;75.4;50.7;49177
Brøndby;25652;24529;15623;71.9;68.7;43.8;35685
Dragør;12228;11622;8317;83.6;79.4;56.9;14629
Gentofte;61912;59134;41114;83.4;79.7;55.4;74232
Gladsaxe;55202;52500;33824;79.7;75.8;48.8;69285
Glostrup;18151;17432;11153;77.3;74.2;47.5;23485
Herlev;22513;21461;14184;78.1;74.4;49.2;28839
Albertslund;20507;19476;11955;74.3;70.6;43.3;27597
Hvidovre;41270;39226;24615;77.5;73.7;46.2;53245
Høje Tåstrup;39371;37626;23710;74.3;71.0;44.7;53011
Lyngby-Taarbæk;48420;46153;31471;83.8;79.9;54.5;57772
Rødovre;31880;30388;19418;77.0;73.4;46.9;41416
Ishøj;16055;15283;9098;69.2;65.9;39.2;23190
Tårnby;34027;32483;21609;79.7;76.1;50.6;42674
Vallensbæk;12488;11904;7662;75.8;72.2;46.5;16485
Furesø;34092;32315;22571;82.4;78.1;54.5;41392
Allerød;21927;20897;14756;84.8;80.8;57.1;25857
Fredensborg;33368;31906;22102;81.0;77.4;53.6;41205
Helsingør;51557;49728;34817;81.9;79.0;55.3;62941
Hillerød;43858;41937;28121;82.4;78.8;52.8;53251
Hørsholm;21047;20282;14781;85.0;81.9;59.7;24753
Rudersdal;48262;46171;32760;84.3;80.6;57.2;57257
Egedal;36734;35193;23663;82.8;79.3;53.3;44364
Frederikssund;38338;36951;25719;83.7;80.7;56.2;45778
Greve;40559;38897;26343;79.8;76.6;51.8;50810
Køge;50225;48200;32078;81.4;78.1;52.0;61707
Halsnæs;25885;24947;17670;82.5;79.5;56.3;31365
Roskilde;74678;71841;48877;83.4;80.3;54.6;89503
Solrød;19417;18601;12529;81.6;78.2;52.7;23789
Gribskov;34000;32799;23549;82.6;79.7;57.2;41153
Odsherred;27530;26793;18685;83.8;81.6;56.9;32854
Holbæk;60384;58183;38199;82.9;79.9;52.4;72838
Faxe;30271;29212;19926;81.5;78.6;53.6;37154
Kalundborg;39574;38275;25547;81.8;79.1;52.8;48365
Ringsted;28040;26878;17880;79.8;76.5;50.9;35144
Slagelse;64670;62126;41864;81.2;78.0;52.6;79663
Stevns;19356;18686;12804;82.5;79.6;54.6;23470
Sorø;25066;24068;16351;83.6;80.2;54.5;29997
Lejre;23661;22774;15993;82.7;79.6;55.9;28606
