"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;496979;477937;591802
Midtjylland;1118893;1075193;1342031
Syddanmark;1019499;980685;1228381
Hovedstaden;1492750;1429750;1868100
Sjælland;691874;666885;843452
