Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.175.571;  39.964;   2.535;     472
Sjælland; 453.727;   9.973;     863;     145
Syddanmark; 659.424;  11.071;     591;      57
Midtjylland; 750.767;  15.674;     815;     114
Nordjylland; 400.291;   5.884;     346;      64
I alt i Danmark;3.439.780;  82.566;   5.150;     852
