"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;15235;574
Hovedstaden;0-9;M;16207;593
Hovedstaden;10-19;K;78795;67285
Hovedstaden;10-19;M;81163;69069
Hovedstaden;20-29;K;121320;117384
Hovedstaden;20-29;M;114801;110606
Hovedstaden;30-39;K;110081;106530
Hovedstaden;30-39;M;107660;104505
Hovedstaden;40-49;K;112476;110823
Hovedstaden;40-49;M;109272;107655
Hovedstaden;50-59;K;113172;112307
Hovedstaden;50-59;M;112355;111337
Hovedstaden;60-69;K;89022;88615
Hovedstaden;60-69;M;84422;83972
Hovedstaden;70-79;K;82289;82008
Hovedstaden;70-79;M;68478;68270
Hovedstaden;80-89;K;36210;36059
Hovedstaden;80-89;M;23767;23679
Hovedstaden;90+;K;7492;7427
Hovedstaden;90+;M;2628;2613
Midtjylland;0-9;K;14228;1267
Midtjylland;0-9;M;15139;1313
Midtjylland;10-19;K;68345;60575
Midtjylland;10-19;M;70324;62032
Midtjylland;20-29;K;79202;76916
Midtjylland;20-29;M;80982;78346
Midtjylland;30-39;K;67825;65931
Midtjylland;30-39;M;68731;66935
Midtjylland;40-49;K;77702;76965
Midtjylland;40-49;M;76776;75965
Midtjylland;50-59;K;84435;83977
Midtjylland;50-59;M;84894;84428
Midtjylland;60-69;K;74432;74174
Midtjylland;60-69;M;72923;72695
Midtjylland;70-79;K;63910;63804
Midtjylland;70-79;M;59159;59053
Midtjylland;80-89;K;27614;27530
Midtjylland;80-89;M;20862;20800
Midtjylland;90+;K;5442;5412
Midtjylland;90+;M;2340;2332
Nordjylland;0-9;K;5463;243
Nordjylland;0-9;M;5753;256
Nordjylland;10-19;K;28199;24505
Nordjylland;10-19;M;29588;25699
Nordjylland;20-29;K;31259;30232
Nordjylland;20-29;M;35090;33811
Nordjylland;30-39;K;27682;26907
Nordjylland;30-39;M;28656;27769
Nordjylland;40-49;K;32376;32069
Nordjylland;40-49;M;32540;32134
Nordjylland;50-59;K;38443;38226
Nordjylland;50-59;M;38871;38618
Nordjylland;60-69;K;35819;35687
Nordjylland;60-69;M;35327;35181
Nordjylland;70-79;K;31689;31619
Nordjylland;70-79;M;29807;29730
Nordjylland;80-89;K;14023;13983
Nordjylland;80-89;M;10695;10662
Nordjylland;90+;K;2733;2719
Nordjylland;90+;M;1216;1206
Sjælland;0-9;K;6758;392
Sjælland;0-9;M;7350;437
Sjælland;10-19;K;39987;34996
Sjælland;10-19;M;42415;36978
Sjælland;20-29;K;29977;28797
Sjælland;20-29;M;32824;31489
Sjælland;30-39;K;37051;35821
Sjælland;30-39;M;35847;34703
Sjælland;40-49;K;50512;49926
Sjælland;40-49;M;48329;47723
Sjælland;50-59;K;59922;59538
Sjælland;50-59;M;60126;59743
Sjælland;60-69;K;52838;52632
Sjælland;60-69;M;51386;51169
Sjælland;70-79;K;49439;49328
Sjælland;70-79;M;44962;44867
Sjælland;80-89;K;19926;19855
Sjælland;80-89;M;14991;14961
Sjælland;90+;K;3570;3546
Sjælland;90+;M;1472;1466
Syddanmark;0-9;K;11385;1229
Syddanmark;0-9;M;12340;1359
Syddanmark;10-19;K;60699;53630
Syddanmark;10-19;M;62578;55056
Syddanmark;20-29;K;56666;54575
Syddanmark;20-29;M;60974;58576
Syddanmark;30-39;K;57026;55128
Syddanmark;30-39;M;57114;55325
Syddanmark;40-49;K;71035;70255
Syddanmark;40-49;M;69392;68444
Syddanmark;50-59;K;81909;81413
Syddanmark;50-59;M;82724;82164
Syddanmark;60-69;K;73572;73312
Syddanmark;60-69;M;72694;72410
Syddanmark;70-79;K;65293;65129
Syddanmark;70-79;M;60171;60010
Syddanmark;80-89;K;29703;29617
Syddanmark;80-89;M;22123;22046
Syddanmark;90+;K;5845;5785
Syddanmark;90+;M;2408;2400
