"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;502881;478626;644933
Frederiksberg;86218;82232;103641
Ballerup;38651;36666;49217
Brøndby;25540;24316;35643
Dragør;12160;11454;14611
Gentofte;61647;58176;74231
Gladsaxe;54880;51714;69297
Glostrup;18098;17224;23508
Herlev;22435;21196;28870
Albertslund;20374;19148;27571
Hvidovre;41096;38704;53275
Høje-Taastrup;39152;37059;52974
Lyngby-Taarbæk;48189;45417;57859
Rødovre;31737;30025;41404
Ishøj;15991;15106;23209
Tårnby;33890;32011;42719
Vallensbæk;12418;11682;16485
Furesø;33929;31773;41418
Allerød;21851;20561;25861
Fredensborg;33232;31499;41202
Helsingør;51403;49142;62962
Hillerød;43690;41347;53244
Hørsholm;20987;20062;24751
Rudersdal;48062;45433;57277
Egedal;36625;34679;44376
Frederikssund;38230;36537;45783
Greve;40405;38294;50808
Køge;50033;47701;61726
Frederiksværk-Hundested;25775;24732;31343
Roskilde;74421;70789;89484
Solrød;19340;18349;23783
Gribskov;33863;32483;41128
Odsherred;27452;26531;32854
Holbæk;60163;57431;72812
Faxe;30143;28880;37154
Kalundborg;39492;37854;48411
Ringsted;27923;26518;35130
Slagelse;64511;61323;79667
Stevns;19288;18447;23474
Sorø;24980;23707;30010
Lejre;23617;22430;28616
Lolland;32622;31442;40104
Næstved;68693;65517;83804
Guldborgsund;49402;47430;60284
Vordingborg;37197;35724;45357
Bornholm;33841;32307;39647
Middelfart;33650;32024;39616
Assens;34710;33146;40996
Faaborg-Midtfyn;43807;41675;51830
Kerteminde;20356;19471;24051
Nyborg;27270;26049;32104
Odense;170733;163186;206038
Svendborg;50102;47903;59196
Nordfyns;24728;23612;29737
Langeland;10493;10153;12306
Ærø;5267;5040;6032
Haderslev;45295;43267;55373
Billund;21990;20932;26629
Sønderborg;61110;58304;73692
Tønder;29670;28459;36862
Esbjerg;94961;90025;115434
Fanø;2942;2844;3428
Varde;40870;38868;49685
Vejen;34694;32883;42639
Aabenraa;46869;44882;58688
Fredericia;42672;40676;51605
Horsens;76264;72296;94461
Kolding;76377;72536;93580
Vejle;97085;91928;118996
Herning;74143;70648;89287
Holstebro;48999;46669;58576
Lemvig;16468;15878;19400
Struer;17735;17005;20785
Syddjurs;36656;34837;43586
Norddjurs;31080;29638;36949
Favrskov;41134;38596;48901
Odder;19821;18836;23289
Randers;81968;77809;98949
Silkeborg;80259;76204;97311
Samsø;3222;3079;3718
Skanderborg;53537;50311;64290
Århus;293844;280096;355439
Ikast-Brande;34094;32487;41923
Ringkøbing-Skjern;46603;44463;56219
Hedensted;39319;37472;47126
Morsø;16898;16177;20049
Skive;38619;36821;45067
Thisted;35996;34320;43101
Viborg;81500;77305;96884
Brønderslev-Dronninglund;30196;28454;36173
Frederikshavn;49840;47600;58879
Vesthimmerlands;29833;28497;36329
Læsø;1529;1461;1771
Rebild;25282;23872;30656
Mariagerfjord;34974;33338;41660
Jammerbugt;32013;30362;38175
Ålborg;184636;175950;221204
Hjørring;54032;51225;63880
