"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;15083;558
Hovedstaden;0-9;M;16069;576
Hovedstaden;10-19;K;74034;62443
Hovedstaden;10-19;M;76760;64615
Hovedstaden;20-29;K;120561;116639
Hovedstaden;20-29;M;113804;109611
Hovedstaden;30-39;K;110447;106848
Hovedstaden;30-39;M;108263;105068
Hovedstaden;40-49;K;110616;108972
Hovedstaden;40-49;M;107616;105993
Hovedstaden;50-59;K;113683;112799
Hovedstaden;50-59;M;112785;111747
Hovedstaden;60-69;K;90102;89699
Hovedstaden;60-69;M;85467;85015
Hovedstaden;70-79;K;83571;83285
Hovedstaden;70-79;M;70289;70077
Hovedstaden;80-89;K;38902;38744
Hovedstaden;80-89;M;26359;26274
Hovedstaden;90+;K;9093;9025
Hovedstaden;90+;M;3341;3323
Midtjylland;0-9;K;14050;1185
Midtjylland;0-9;M;14934;1225
Midtjylland;10-19;K;64607;56767
Midtjylland;10-19;M;66934;58563
Midtjylland;20-29;K;79801;77519
Midtjylland;20-29;M;81322;78678
Midtjylland;30-39;K;67552;65650
Midtjylland;30-39;M;68901;67093
Midtjylland;40-49;K;76287;75542
Midtjylland;40-49;M;75132;74310
Midtjylland;50-59;K;84349;83885
Midtjylland;50-59;M;84968;84503
Midtjylland;60-69;K;74820;74557
Midtjylland;60-69;M;73013;72780
Midtjylland;70-79;K;65278;65171
Midtjylland;70-79;M;60900;60792
Midtjylland;80-89;K;29742;29658
Midtjylland;80-89;M;22994;22932
Midtjylland;90+;K;6649;6617
Midtjylland;90+;M;3032;3023
Nordjylland;0-9;K;5407;224
Nordjylland;0-9;M;5678;231
Nordjylland;10-19;K;26604;22886
Nordjylland;10-19;M;28059;24139
Nordjylland;20-29;K;31558;30530
Nordjylland;20-29;M;35295;34010
Nordjylland;30-39;K;27490;26708
Nordjylland;30-39;M;28731;27835
Nordjylland;40-49;K;31829;31520
Nordjylland;40-49;M;32010;31607
Nordjylland;50-59;K;38005;37791
Nordjylland;50-59;M;38380;38121
Nordjylland;60-69;K;36102;35966
Nordjylland;60-69;M;35489;35344
Nordjylland;70-79;K;32220;32149
Nordjylland;70-79;M;30494;30415
Nordjylland;80-89;K;15066;15026
Nordjylland;80-89;M;11806;11774
Nordjylland;90+;K;3405;3390
Nordjylland;90+;M;1601;1590
Sjælland;0-9;K;6691;372
Sjælland;0-9;M;7260;421
Sjælland;10-19;K;38044;33020
Sjælland;10-19;M;40398;34913
Sjælland;20-29;K;30464;29292
Sjælland;20-29;M;33511;32169
Sjælland;30-39;K;36439;35199
Sjælland;30-39;M;35497;34344
Sjælland;40-49;K;49165;48575
Sjælland;40-49;M;46815;46207
Sjælland;50-59;K;59787;59403
Sjælland;50-59;M;60105;59718
Sjælland;60-69;K;53148;52944
Sjælland;60-69;M;51612;51394
Sjælland;70-79;K;50201;50081
Sjælland;70-79;M;45841;45744
Sjælland;80-89;K;21630;21559
Sjælland;80-89;M;16715;16684
Sjælland;90+;K;4411;4386
Sjælland;90+;M;1948;1942
Syddanmark;0-9;K;11219;1167
Syddanmark;0-9;M;12190;1306
Syddanmark;10-19;K;57517;50363
Syddanmark;10-19;M;59522;51941
Syddanmark;20-29;K;57388;55310
Syddanmark;20-29;M;61655;59253
Syddanmark;30-39;K;56649;54728
Syddanmark;30-39;M;57057;55249
Syddanmark;40-49;K;69406;68629
Syddanmark;40-49;M;67504;66553
Syddanmark;50-59;K;81495;80997
Syddanmark;50-59;M;82563;81999
Syddanmark;60-69;K;74251;73982
Syddanmark;60-69;M;73037;72748
Syddanmark;70-79;K;66062;65899
Syddanmark;70-79;M;61343;61180
Syddanmark;80-89;K;32015;31929
Syddanmark;80-89;M;24494;24419
Syddanmark;90+;K;7131;7069
Syddanmark;90+;M;3153;3142
