"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;53069;3705;298632;17.8;1.2
0-9;M;56789;3958;315302;18.0;1.3
10-19;K;276025;240991;345279;79.9;69.8
10-19;M;286068;248834;360931;79.3;68.9
20-29;K;318424;307904;381439;83.5;80.7
20-29;M;324671;312828;398281;81.5;78.5
30-39;K;299665;290317;351171;85.3;82.7
30-39;M;298008;289237;363494;82.0;79.6
40-49;K;344101;340038;374815;91.8;90.7
40-49;M;336309;331921;375647;89.5;88.4
50-59;K;377881;375461;401598;94.1;93.5
50-59;M;378970;376290;405015;93.6;92.9
60-69;K;325683;324420;339428;96.0;95.6
60-69;M;316752;315427;329990;96.0;95.6
70-79;K;292620;291888;300687;97.3;97.1
70-79;M;262577;261930;269482;97.4;97.2
80-89;K;127476;127044;131468;97.0;96.6
80-89;M;92438;92148;94871;97.4;97.1
90+;K;25082;24889;26467;94.8;94.0
90+;M;10064;10017;10474;96.1;95.6
