"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;495229;471256;591877
Midtjylland;1115265;1060450;1342160
Syddanmark;1015651;967863;1228517
Hovedstaden;1486845;1411311;1868439
Sjælland;689682;658367;843478
