Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.566.653; 127.567;   7.338;   1.332
Sjælland; 655.607;  36.495;   2.542;     405
Syddanmark; 978.615;  38.173;   1.768;     220
Midtjylland;1.068.320;  46.921;   2.188;     353
Nordjylland; 498.374;  18.646;     937;     184
