"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,3,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,847,509
Hovedstaden,10-19,M,626,356
Hovedstaden,20-29,K,12986,10148
Hovedstaden,20-29,M,5557,4288
Hovedstaden,30-39,K,14109,11361
Hovedstaden,30-39,M,7145,5926
Hovedstaden,40-49,K,21432,16656
Hovedstaden,40-49,M,10712,7332
Hovedstaden,50-59,K,74167,20346
Hovedstaden,50-59,M,69584,10389
Hovedstaden,60-69,K,84872,34037
Hovedstaden,60-69,M,79658,26537
Hovedstaden,70-79,K,81578,79042
Hovedstaden,70-79,M,68521,66289
Hovedstaden,80-89,K,37471,36771
Hovedstaden,80-89,M,25261,24794
Hovedstaden,90+,K,8901,8661
Hovedstaden,90+,M,3280,3198
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,1,0
Midtjylland,10-19,K,819,587
Midtjylland,10-19,M,382,287
Midtjylland,20-29,K,10880,7609
Midtjylland,20-29,M,4156,2969
Midtjylland,30-39,K,11638,8547
Midtjylland,30-39,M,4785,3550
Midtjylland,40-49,K,16499,12245
Midtjylland,40-49,M,6101,4594
Midtjylland,50-59,K,30337,15612
Midtjylland,50-59,M,19752,6052
Midtjylland,60-69,K,67042,17651
Midtjylland,60-69,M,63026,11983
Midtjylland,70-79,K,63537,59704
Midtjylland,70-79,M,58971,55304
Midtjylland,80-89,K,28735,28261
Midtjylland,80-89,M,22100,21693
Midtjylland,90+,K,6641,6470
Midtjylland,90+,M,2954,2893
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,305,243
Nordjylland,10-19,M,144,115
Nordjylland,20-29,K,4322,3574
Nordjylland,20-29,M,1744,1456
Nordjylland,30-39,K,4985,4283
Nordjylland,30-39,M,1874,1608
Nordjylland,40-49,K,7020,6144
Nordjylland,40-49,M,2492,2141
Nordjylland,50-59,K,10419,8329
Nordjylland,50-59,M,4695,2891
Nordjylland,60-69,K,30092,7549
Nordjylland,60-69,M,27738,4698
Nordjylland,70-79,K,31296,29212
Nordjylland,70-79,M,29504,27450
Nordjylland,80-89,K,14599,14368
Nordjylland,80-89,M,11330,11165
Nordjylland,90+,K,3340,3278
Nordjylland,90+,M,1561,1526
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,440,301
Sjælland,10-19,M,271,179
Sjælland,20-29,K,4355,3185
Sjælland,20-29,M,2066,1488
Sjælland,30-39,K,6628,5091
Sjælland,30-39,M,2601,2005
Sjælland,40-49,K,10785,8696
Sjælland,40-49,M,3837,3112
Sjælland,50-59,K,30625,11231
Sjælland,50-59,M,25688,4652
Sjælland,60-69,K,48312,11457
Sjælland,60-69,M,46373,8416
Sjælland,70-79,K,48801,42909
Sjælland,70-79,M,44626,39665
Sjælland,80-89,K,20675,19757
Sjælland,80-89,M,15925,15288
Sjælland,90+,K,4345,4227
Sjælland,90+,M,1857,1814
Syddanmark,0-9,K,1,1
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,630,495
Syddanmark,10-19,M,337,274
Syddanmark,20-29,K,7806,5736
Syddanmark,20-29,M,3225,2546
Syddanmark,30-39,K,9631,7650
Syddanmark,30-39,M,4088,3389
Syddanmark,40-49,K,14593,11978
Syddanmark,40-49,M,5565,4785
Syddanmark,50-59,K,29126,15406
Syddanmark,50-59,M,20663,6900
Syddanmark,60-69,K,62571,15541
Syddanmark,60-69,M,59653,11173
Syddanmark,70-79,K,64357,57487
Syddanmark,70-79,M,59429,53014
Syddanmark,80-89,K,30897,30152
Syddanmark,80-89,M,23492,22953
Syddanmark,90+,K,7098,6907
Syddanmark,90+,M,3059,2998
