"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16886,4
AstraZeneca Covid-19 vaccine,Midtjylland,33734,106
AstraZeneca Covid-19 vaccine,Syddanmark,30558,298
AstraZeneca Covid-19 vaccine,Hovedstaden,45344,312
AstraZeneca Covid-19 vaccine,Sjælland,23892,341
Moderna Covid-19 Vaccine,Nordjylland,20450,4681
Moderna Covid-19 Vaccine,Midtjylland,29106,19679
Moderna Covid-19 Vaccine,Syddanmark,35230,36956
Moderna Covid-19 Vaccine,Hovedstaden,35644,27219
Moderna Covid-19 Vaccine,Sjælland,35428,33341
Pfizer BioNTech Covid-19 vacc,Nordjylland,150125,125345
Pfizer BioNTech Covid-19 vacc,Midtjylland,355516,246226
Pfizer BioNTech Covid-19 vacc,Syddanmark,340433,222131
Pfizer BioNTech Covid-19 vacc,Hovedstaden,525722,339110
Pfizer BioNTech Covid-19 vacc,Sjælland,258891,149792
