"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-26,København,K,80464,50425,79306,50068,1158,357
2021-05-26,København,M,64741,34415,63305,34216,1436,199
2021-05-26,Frederiksberg,K,18514,12353,18347,12320,167,33
2021-05-26,Frederiksberg,M,13623,7901,13414,7886,209,15
2021-05-26,Ballerup,K,10200,6713,9945,6671,255,42
2021-05-26,Ballerup,M,7940,4389,7624,4378,316,11
2021-05-26,Brøndby,K,7249,4489,7141,4478,108,11
2021-05-26,Brøndby,M,5809,3075,5710,3067,99,8
2021-05-26,Dragør,K,3318,2122,3218,2107,100,15
2021-05-26,Dragør,M,2811,1602,2715,1600,96,2
2021-05-26,Gentofte,K,15828,10072,15570,10036,258,36
2021-05-26,Gentofte,M,12647,6810,12337,6798,310,12
2021-05-26,Gladsaxe,K,12866,8457,12619,8412,247,45
2021-05-26,Gladsaxe,M,10024,5366,9758,5355,266,11
2021-05-26,Glostrup,K,4852,3167,4790,3152,62,15
2021-05-26,Glostrup,M,3723,1990,3622,1987,101,3
2021-05-26,Herlev,K,5972,4011,5855,3980,117,31
2021-05-26,Herlev,M,4426,2452,4309,2429,117,23
2021-05-26,Albertslund,K,5268,3391,5181,3377,87,14
2021-05-26,Albertslund,M,4261,2367,4156,2365,105,2
2021-05-26,Hvidovre,K,10320,6655,10137,6604,183,51
2021-05-26,Hvidovre,M,8156,4333,7949,4307,207,26
2021-05-26,Høje Tåstrup,K,9820,6184,9664,6132,156,52
2021-05-26,Høje Tåstrup,M,8212,4330,7997,4299,215,31
2021-05-26,Lyngby-Taarbæk,K,11560,7575,11271,7552,289,23
2021-05-26,Lyngby-Taarbæk,M,8794,4886,8473,4867,321,19
2021-05-26,Rødovre,K,8051,5125,7921,5091,130,34
2021-05-26,Rødovre,M,6070,3125,5925,3117,145,8
2021-05-26,Ishøj,K,4152,2565,4068,2515,84,50
2021-05-26,Ishøj,M,3452,1780,3382,1748,70,32
2021-05-26,Tårnby,K,8496,5330,8269,5284,227,46
