"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,187461,130030,31.8,22.0,590249
Midtjylland,418356,266011,31.3,19.9,1334570
Syddanmark,406221,259385,33.2,21.2,1224549
Hovedstaden,606710,366641,32.7,19.7,1857037
Sjælland,318211,183474,37.9,21.8,840596
