"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,145205,84840,638745
Frederiksberg,32137,20254,103144
Ballerup,18140,11102,49074
Brøndby,13058,7564,35441
Dragør,6129,3724,14602
Gentofte,28475,16882,74282
Gladsaxe,22890,13823,68922
Glostrup,8575,5157,23484
Herlev,10398,6463,28829
Albertslund,9529,5758,27196
Hvidovre,18476,10988,53263
Høje-Taastrup,18032,10514,52331
Lyngby-Taarbæk,20354,12461,57064
Rødovre,14121,8250,41190
Ishøj,7604,4345,23066
Tårnby,15306,8937,42703
Vallensbæk,5964,3663,16599
Furesø,16008,9925,41116
Allerød,10188,6129,25925
Fredensborg,16955,10507,41048
Helsingør,27290,16751,63090
Hillerød,19846,12390,51923
Hørsholm,11269,7289,24799
Rudersdal,22615,14012,57094
Egedal,16249,9576,43979
Frederikssund,19534,12119,45759
Greve,17632,10496,50635
Køge,20820,12255,61610
Frederiksværk-Hundested,14108,9043,31488
Roskilde,30584,18198,88818
Solrød,7717,4624,23480
Gribskov,19010,11948,41128
Odsherred,14931,9069,32937
Holbæk,27460,15557,72245
Faxe,13089,7584,36876
Kalundborg,19677,10717,48375
Ringsted,10740,6154,35038
Slagelse,31752,17466,79484
Stevns,8905,5356,23243
Sorø,11836,6554,29926
Lejre,10637,6297,28470
Lolland,17006,9777,40340
Næstved,30871,17650,83410
Guldborgsund,25898,14854,60399
Vordingborg,18656,10866,45310
Bornholm,19245,12227,39753
Middelfart,13651,9486,39343
Assens,14591,9059,40872
Faaborg-Midtfyn,18376,12037,51715
Kerteminde,9089,5742,23871
Nyborg,11092,7383,32037
Odense,61975,38958,204862
Svendborg,21366,14344,58845
Nordfyns,10536,6459,29557
Langeland,5305,3491,12335
Ærø,2758,1737,6011
Haderslev,17257,10984,55333
Billund,7875,5531,26560
Sønderborg,27455,15523,73771
Tønder,11948,7411,36995
Esbjerg,42280,25310,115597
Fanø,1613,1065,3439
Varde,18334,11094,49730
Vejen,13071,8736,42808
Aabenraa,19963,11556,58559
Fredericia,15593,11403,51458
Horsens,27275,17379,92843
Kolding,26344,18370,93067
Vejle,35749,23706,117784
Herning,28207,17746,89383
Holstebro,20051,12023,58669
Lemvig,7626,4752,19509
Struer,8115,5165,20814
Syddjurs,15721,10416,43442
Norddjurs,13691,9132,36996
Favrskov,14830,9758,48580
Odder,8237,5369,23071
Randers,30797,21084,98454
Silkeborg,30783,19262,96166
Samsø,1754,1097,3697
Skanderborg,19351,12115,63683
Århus,94619,58481,352292
Ikast-Brande,12725,8192,41678
Ringkøbing-Skjern,20162,11948,56263
Hedensted,15308,9821,46978
Morsø,6986,5212,20085
Skive,17066,11113,45367
Thisted,14228,10126,43126
Viborg,32038,21158,96685
Brønderslev-Dronninglund,11718,7967,36076
Frederikshavn,21052,14570,58983
Vesthimmerlands,12648,8803,36360
Læsø,1398,690,1780
Rebild,9284,6177,30525
Mariagerfjord,14676,9743,41584
Jammerbugt,12238,8717,38173
Ålborg,61130,42700,219466
Hjørring,22103,15325,64091
