Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.532.859; 115.667;   6.923;   1.309
Sjælland; 637.976;  33.260;   2.400;     402
Syddanmark; 952.981;  34.988;   1.687;     217
Midtjylland;1.038.800;  42.069;   2.029;     351
Nordjylland; 489.149;  16.410;     872;     182
I alt i Danmark;4.651.765; 242.394;  13.911;   2.461
