Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.577.471; 132.917;   7.517;   1.336
Sjælland; 661.137;  38.063;   2.592;     405
Syddanmark; 986.691;  39.838;   1.825;     220
Midtjylland;1.076.783;  49.193;   2.235;     357
Nordjylland; 501.493;  20.263;     971;     186
